N	3gram	Bakhtin_Pr_1	Problema
1	тем не менее	3	12
2	в этом смысле	3	5
3	в данном случае	4	5
4	то же самое	2	5
5	с одной стороны	3	5
6	того или иного	2	5
7	с другой стороны	4	5
8	в то же	3	4
9	в том что	3	4
10	и в частности	2	3
11	на первый план	2	3
12	можно сказать что	2	3
13	не может быть	11	3
14	но и в	2	3
15	для того чтобы	2	2
16	то или иное	2	2
17	в самом деле	3	2
18	бы то ни	3	2
19	не совпадает с	2	2
20	не только в	2	2
21	можно было бы	3	2
22	может быть только	3	2
23	не во всех	2	2
24	и прежде всего	5	2
25	на самом деле	3	2
