N	2gram	Propp_Isto_2	FransuaR
1	и в	15	40
2	и его	3	17
3	прежде всего	5	16
4	в этом	11	15
5	мы уже	6	13
6	не только	18	13
7	и не	11	13
8	в его	6	13
9	что в	12	12
10	как и	2	11
11	но и	14	11
12	таким образом	7	10
13	в сущности	2	9
14	может быть	17	9
15	он не	8	9
16	во время	2	8
17	в том	6	8
18	у него	4	8
19	все эти	4	8
20	и с	4	8
21	той же	2	8
22	и на	4	8
23	но в	6	8
24	в одном	5	7
25	и др	4	7
26	то же	10	7
27	он и	3	7
28	в виду	2	7
29	в этих	11	6
30	во всех	2	6
31	связь с	4	6
32	связи с	8	6
33	мы видим	8	5
34	в нем	7	5
35	то что	12	5
36	в связи	5	5
37	не было	2	5
38	а не	5	5
39	и для	2	5
40	так сказать	2	5
41	в особенности	2	5
42	том что	7	4
43	здесь в	2	4
44	до сих	6	4
45	было бы	5	4
46	в ней	4	4
47	в основном	2	4
48	из них	2	4
49	а также	2	4
50	ни в	2	4
51	один из	8	4
52	сих пор	7	4
53	в их	3	4
54	все это	3	4
55	так в	3	4
56	роль в	3	4
57	о том	3	4
58	того чтобы	2	4
59	не видит	3	4
60	и здесь	9	4
61	видно что	6	4
62	так как	14	4
63	в эту	2	4
64	всех этих	3	3
65	они были	2	3
66	об этом	11	3
67	он был	3	3
68	мы видели	2	3
69	но это	4	3
70	в этой	4	3
71	одна из	2	3
72	кроме того	2	3
73	еще не	9	3
74	и есть	5	3
75	как бы	6	3
76	о нем	4	3
77	в таких	2	3
78	и наконец	5	3
79	что и	6	3
80	другими словами	4	3
81	вместе с	7	3
82	дело не	4	3
83	так и	5	3
84	как в	5	3
85	по отношению	3	3
86	не может	5	3
87	а в	12	3
88	на самом	2	3
89	самом деле	2	3
90	к этой	4	3
91	но все	5	3
92	можно было	5	3
93	связан с	5	3
94	сказать что	2	3
95	тем что	4	3
96	при этом	4	3
97	же и	3	3
98	одно из	2	3
99	они не	4	3
100	в себе	4	3
101	в другом	9	3
102	только в	6	3
103	в свете	2	3
104	здесь не	2	3
105	их в	2	3
106	в других	3	3
107	слова в	2	2
108	связана с	6	2
109	есть и	2	2
110	уже в	2	2
111	представление о	2	2
112	в состоянии	3	2
113	хотя бы	2	2
114	с другой	2	2
115	это не	2	2
116	и так	2	2
117	из этих	3	2
118	что он	24	2
119	говорят о	2	2
120	мы знаем	11	2
121	все же	9	2
122	но не	2	2
123	очень часто	4	2
124	мы увидим	8	2
125	и другие	4	2
126	и если	2	2
127	тут же	2	2
128	например в	2	2
129	на его	2	2
130	к нему	5	2
131	в котором	5	2
132	здесь нет	2	2
133	отношению к	3	2
134	за него	2	2
135	в нашей	2	2
136	в разных	2	2
137	именно в	2	2
138	хотя в	3	2
139	и они	4	2
140	не боится	2	2
141	здесь мы	3	2
142	в системе	2	2
143	потому что	9	2
144	одной из	4	2
145	он в	3	2
146	он дает	2	2
147	с этим	5	2
148	но он	4	2
149	и ее	2	2
150	как он	3	2
151	и это	3	2
152	в которой	2	2
153	мы не	3	2
