N	2gram	Bakhtin_KF_1	Problema
1	то что	7	42
2	вовсе не	7	35
3	и в	24	32
4	и не	26	31
5	не есть	20	29
6	не менее	3	19
7	в этом	14	19
8	тем не	2	18
9	не только	5	17
10	потому что	2	16
11	по себе	2	15
12	а не	17	15
13	в виде	2	15
14	в себе	21	15
15	как бы	9	14
16	может быть	45	14
17	но в	5	14
18	и тем	3	13
19	в нем	28	13
20	что в	4	12
21	том что	4	12
22	так и	2	12
23	о том	3	11
24	ничего общего	2	11
25	то же	5	10
26	прежде всего	2	10
27	в этой	2	10
28	отнюдь не	6	10
29	ничего не	3	10
30	но не	12	9
31	в том	6	9
32	это есть	2	9
33	но и	9	9
34	раз и	2	9
35	по своему	3	9
36	еще не	4	9
37	того чтобы	2	9
38	в данном	2	9
39	и это	12	9
40	не может	27	8
41	все эти	10	8
42	и на	3	8
43	он и	2	8
44	было бы	8	8
45	в своей	10	8
46	для того	3	8
47	но это	6	8
48	и ее	2	8
49	никогда не	5	7
50	ни в	12	7
51	все это	10	7
52	того что	3	7
53	всех этих	3	7
54	и все	7	7
55	что он	2	7
56	во всех	11	7
57	тем что	3	7
58	только в	16	7
59	здесь не	3	7
60	и есть	9	6
61	и как	2	6
62	при этом	4	6
63	в виду	3	6
64	это не	10	6
65	и здесь	7	6
66	но как	5	6
67	говорить о	2	6
68	и то	2	6
69	его в	5	6
70	этом смысле	3	6
71	в то	3	6
72	совершенно не	6	6
73	в его	40	6
74	на самом	3	6
75	самом деле	3	6
76	в своем	16	5
77	или иной	2	5
78	для нас	4	5
79	той или	3	5
80	в котором	24	5
81	в сознании	2	5
82	с тем	2	5
83	есть именно	2	5
84	совсем не	2	4
85	и весь	2	4
86	именно в	5	4
87	тому что	2	4
88	не в	12	4
89	и пр	3	4
90	один из	2	4
91	в их	8	4
92	и только	6	4
93	мышления и	2	4
94	не было	8	4
95	а в	4	4
96	если бы	8	4
97	как в	2	4
98	входит в	3	4
99	и ни	3	4
100	если не	2	4
101	тем самым	4	4
102	и для	9	4
103	что это	3	3
104	что не	3	3
105	но все	5	3
106	но для	2	3
107	хотя бы	4	3
108	для этого	2	3
109	смысл и	6	3
110	и его	17	3
111	именно на	2	3
112	действительности в	2	3
113	точки зрения	12	3
114	но ведь	5	3
115	с ним	5	3
116	или как	2	3
117	нисколько не	4	3
118	для себя	5	3
119	в жизни	2	3
120	ясно что	3	3
121	в ее	16	3
122	как и	5	3
123	не нужно	2	3
124	он не	6	3
125	для которого	3	3
126	о нем	4	3
127	и делает	2	3
128	оно не	2	3
129	этот акт	6	3
130	быть и	3	3
131	уже не	7	3
132	бы оно	2	3
133	во всей	4	3
134	к нему	12	3
135	с точки	9	3
136	что значит	2	3
137	в каком	4	3
138	как оно	2	3
139	дело в	2	3
140	в чем	4	3
141	в это	2	2
142	его как	5	2
143	это только	2	2
144	момент в	7	2
145	для него	8	2
146	не о	2	2
147	в него	2	2
148	здесь нет	2	2
149	то или	2	2
150	поскольку он	2	2
151	не имеет	5	2
152	должно быть	6	2
153	ясно и	3	2
154	не как	4	2
155	может иметь	2	2
156	того или	3	2
157	а эта	3	2
158	мы имеем	5	2
159	я и	2	2
160	между тем	4	2
161	сознания и	3	2
162	могут быть	3	2
163	или иного	3	2
164	конечно в	2	2
165	и того	2	2
166	в качестве	2	2
167	события есть	2	2
168	и может	3	2
169	со всеми	2	2
170	но есть	2	2
171	есть его	2	2
172	не значит	6	2
173	и потому	2	2
174	нет и	3	2
175	не будет	2	2
176	единое и	5	2
177	а это	2	2
178	мы здесь	2	2
179	как его	4	2
180	со всем	5	2
181	мы не	3	2
182	что этот	3	2
183	смысле и	2	2
184	едва ли	2	2
185	не потому	2	2
186	в области	2	2
187	это было	2	2
