N	2gram	Losev_Prob_1	Istorich
1	и в	32	26
2	так как	11	18
3	мы имеем	2	14
4	никогда не	7	13
5	потому что	16	13
6	что в	12	12
7	таким образом	6	12
8	в том	9	12
9	и на	8	12
10	в этом	19	12
11	может быть	14	11
12	с другой	3	10
13	том что	12	10
14	и т	11	10
15	и не	31	10
16	не только	17	10
17	что он	7	9
18	еще не	9	9
19	но и	9	9
20	а именно	12	9
21	в нем	13	8
22	на том	4	8
23	вместе с	2	8
24	другой стороны	3	8
25	т д	10	8
26	все эти	8	8
27	и это	9	8
28	с ним	3	8
29	уже не	3	7
30	мы можем	4	7
31	например в	2	7
32	и его	3	7
33	о том	11	7
34	но в	14	7
35	этом случае	2	6
36	то что	42	6
37	мы уже	5	6
38	ее в	2	6
39	как в	4	6
40	не может	8	6
41	в виде	15	6
42	и с	2	6
43	как он	4	6
44	мы не	2	6
45	же мы	2	5
46	у нас	14	5
47	как и	3	5
48	мы видим	2	5
49	в его	6	5
50	не будет	2	5
51	так и	12	5
52	то же	10	5
53	и что	9	5
54	как это	6	5
55	тем что	7	5
56	в то	6	5
57	только в	7	5
58	его в	6	5
59	есть и	3	4
60	с тем	5	4
61	это не	6	4
62	из этих	2	4
63	прежде всего	10	4
64	с его	2	4
65	но это	8	4
66	до сих	3	4
67	в это	2	4
68	на его	2	4
69	как бы	14	4
70	и тем	13	4
71	сих пор	3	4
72	после этого	4	4
73	что оно	3	4
74	как мы	7	4
75	а также	4	4
76	в других	5	4
77	но как	6	4
78	при помощи	13	3
79	и ее	8	3
80	если бы	4	3
81	могут быть	2	3
82	в них	7	3
83	вообще не	2	3
84	на первый	2	3
85	так что	6	3
86	не в	4	3
87	же как	2	3
88	в качестве	2	3
89	кроме того	2	3
90	она не	2	3
91	том как	2	3
92	но есть	2	3
93	в него	2	3
94	что здесь	3	3
95	один из	4	3
96	другими словами	3	3
97	в своей	8	3
98	данном случае	8	3
99	что она	5	3
100	а в	4	3
101	при этом	6	3
102	или в	4	3
103	в данном	9	3
104	и то	6	3
105	их в	4	3
106	сказать что	13	3
107	и только	4	3
108	в себе	15	3
109	не было	4	3
110	как будто	3	3
111	далеко не	5	3
112	не потому	2	3
113	того как	3	3
114	еще очень	2	2
115	перед нами	5	2
116	может иметь	2	2
117	есть еще	3	2
118	все время	2	2
119	о чем	6	2
120	и как	6	2
121	однако в	2	2
122	а потом	2	2
123	в этих	3	2
124	с собой	2	2
125	в эту	2	2
126	в своем	5	2
127	но он	3	2
128	того же	3	2
129	с этим	3	2
130	вовсе не	35	2
131	на то	8	2
132	это мы	2	2
133	можно сказать	5	2
134	к тому	3	2
135	для нас	5	2
136	что иное	2	2
137	самое время	4	2
138	но все	3	2
139	что они	3	2
140	без всяких	2	2
141	но не	9	2
142	так же	9	2
143	только то	4	2
144	что мы	13	2
145	уже давно	2	2
146	было бы	8	2
147	большей частью	2	2
148	но для	3	2
149	например на	2	2
150	всяком случае	3	2
151	или вообще	2	2
152	здесь нет	2	2
153	не есть	29	2
154	не имеет	2	2
155	на этой	2	2
156	на тот	2	2
157	ни в	7	2
158	не будем	2	2
159	и до	2	2
160	образом и	2	2
161	что же	9	2
162	пор мы	2	2
163	то и	6	2
164	точно так	4	2
165	он не	3	2
166	только что	2	2
167	мы находим	2	2
168	в одно	4	2
169	именно на	3	2
170	и другое	2	2
171	тем самым	4	2
172	а не	15	2
173	того что	7	2
174	что не	3	2
175	то или	2	2
176	можно было	3	2
177	что этот	2	2
178	во всяком	7	2
179	знаем что	2	2
180	он и	8	2
181	в которых	3	2
182	мы должны	5	2
183	в этой	10	2
184	которые в	2	2
185	что это	3	2
186	здесь не	7	2
187	когда мы	8	2
188	то он	2	2
189	ничего не	10	2
190	или как	3	2
191	значит что	3	2
