N	2gram	Losev_Vlad_1	Dialekti
1	и не	17	30
2	может быть	6	20
3	и в	31	19
4	не только	24	19
5	и т	2	17
6	т д	2	15
7	в себе	4	15
8	то что	18	14
9	что она	2	14
10	и даже	15	14
11	в том	11	14
12	так как	8	14
13	потому что	11	14
14	вовсе не	5	13
15	но и	19	12
16	то же	6	12
17	точки зрения	2	12
18	и все	4	12
19	ни в	2	10
20	как и	4	10
21	и как	4	10
22	в нем	4	10
23	так и	6	10
24	том что	14	10
25	сказать что	7	10
26	никогда не	9	9
27	не может	6	9
28	мы уже	7	8
29	не в	5	8
30	в этом	14	8
31	в своей	4	8
32	как это	7	7
33	но это	3	7
34	но что	3	7
35	и к	6	7
36	совершенно не	2	7
37	что в	14	7
38	и притом	3	7
39	и то	10	7
40	так что	10	7
41	я не	4	6
42	что он	12	6
43	да и	4	6
44	что они	3	6
45	отнюдь не	3	6
46	в то	8	6
47	но не	3	6
48	конечно не	2	6
49	того что	2	6
50	жизни и	5	6
51	и вообще	4	6
52	с другой	3	5
53	же время	4	5
54	по своему	3	5
55	можно сказать	6	5
56	в самом	2	5
57	и потому	6	5
58	что и	5	5
59	и это	2	5
60	а именно	2	5
61	как раз	7	5
62	иной раз	6	5
63	и что	6	5
64	только что	2	5
65	и его	7	5
66	жизнь и	3	5
67	но как	5	5
68	только в	9	5
69	о том	11	5
70	и с	14	5
71	во мне	2	4
72	уже в	7	4
73	нисколько не	2	4
74	в своем	4	4
75	ясно что	2	4
76	все же	3	4
77	при этом	2	4
78	то время	2	4
79	еще не	2	4
80	и если	5	4
81	к нему	4	4
82	за пределы	3	4
83	в меру	2	4
84	он не	10	4
85	хотя бы	2	4
86	ни с	4	4
87	все это	5	4
88	другой стороны	3	4
89	в связи	3	4
90	тут же	7	4
91	таким образом	3	4
92	и вот	3	4
93	и по	8	4
94	а в	9	4
95	но он	5	4
96	в каком	2	4
97	по своей	4	4
98	как он	4	4
99	с ним	5	4
100	это конечно	3	4
101	не менее	2	3
102	е в	7	3
103	в это	2	3
104	и от	5	3
105	и почти	2	3
106	это время	3	3
107	об этом	7	3
108	как мы	9	3
109	но только	3	3
110	уже не	3	3
111	это и	2	3
112	но я	3	3
113	в этой	4	3
114	кроме того	7	3
115	было бы	2	3
116	и мы	2	3
117	и из	3	3
118	у меня	2	3
119	даже в	2	3
120	и тут	2	3
121	из них	2	3
122	то как	2	3
123	не было	5	3
124	что такое	2	3
125	что этот	3	3
126	о котором	2	3
127	в чем	2	3
128	ничего не	3	3
129	это было	6	3
130	что же	5	2
131	уже и	2	2
132	время и	2	2
133	и можно	2	2
134	в частности	2	2
135	не очень	5	2
136	наука и	2	2
137	что у	4	2
138	в конце	9	2
139	на всю	2	2
140	но мы	2	2
141	в тех	2	2
142	этого последнего	2	2
143	к тому	3	2
144	что на	2	2
145	тем не	2	2
146	что я	2	2
147	в истории	4	2
148	с тем	2	2
149	или менее	3	2
150	это мы	2	2
151	что с	2	2
152	в общем	3	2
153	на его	3	2
154	несмотря на	4	2
155	не по	2	2
156	всяком случае	2	2
157	только к	3	2
158	себя в	4	2
159	на все	2	2
160	и я	2	2
161	на него	3	2
162	и личность	2	2
163	дело не	2	2
164	был в	3	2
165	взгляд на	3	2
166	собственно говоря	3	2
167	не раз	4	2
168	как в	3	2
169	того и	2	2
170	жизнь в	2	2
171	с первого	2	2
172	более или	3	2
173	в науке	3	2
174	времени в	2	2
175	в очень	2	2
176	с ними	2	2
177	в своих	5	2
178	также и	10	2
179	в результате	2	2
180	тем что	2	2
181	в виде	3	2
182	во время	3	2
183	что мы	2	2
184	мы должны	2	2
185	еще на	2	2
186	во всяком	2	2
187	все эти	3	2
188	в которой	4	2
189	но в	12	2
190	в жизни	3	2
191	вместе с	3	2
192	на этом	2	2
