N	2gram	Propp_Isto_2	FransuaR
1	и в	15	41
2	таким образом	7	19
3	в этом	11	15
4	как и	2	14
5	в этой	4	13
6	то же	10	13
7	все эти	4	13
8	мы уже	6	12
9	в его	6	12
10	прежде всего	5	11
11	в том	6	11
12	в себе	4	11
13	так и	5	10
14	все это	3	10
15	в качестве	3	9
16	и его	3	9
17	не в	7	9
18	но и	14	9
19	что в	12	9
20	по существу	2	8
21	то что	12	8
22	но в	6	8
23	человеческого тела	2	7
24	в новой	2	7
25	как бы	6	7
26	в нем	7	7
27	и не	11	7
28	у него	4	6
29	это не	2	6
30	ни в	2	6
31	мы видим	8	6
32	только в	6	6
33	о том	3	6
34	уже в	2	5
35	не только	18	5
36	в ней	4	5
37	вместе с	7	5
38	что и	6	5
39	мы видели	2	5
40	как в	5	5
41	того как	4	5
42	а в	12	5
43	к нему	5	5
44	и для	2	5
45	так же	13	5
46	и это	3	5
47	потому что	9	5
48	что это	6	4
49	но он	4	4
50	и здесь	9	4
51	том что	7	4
52	но все	5	4
53	одна из	2	4
54	после того	3	4
55	было бы	5	4
56	в сущности	2	4
57	может быть	17	4
58	он не	8	4
59	в виду	2	4
60	на этой	2	4
61	и наконец	5	4
62	и на	4	4
63	и с	4	4
64	он дает	2	4
65	ничего не	7	4
66	я не	2	3
67	и другие	4	3
68	и есть	5	3
69	что у	2	3
70	во время	2	3
71	с образом	2	3
72	в одном	5	3
73	очень часто	4	3
74	он был	3	3
75	в нее	2	3
76	но это	4	3
77	такой же	2	3
78	есть и	2	3
79	оказывается что	2	3
80	кроме того	2	3
81	при этом	4	3
82	из них	2	3
83	но есть	2	3
84	например в	2	3
85	и их	2	3
86	в область	4	3
87	о нем	4	3
88	что он	24	3
89	с ее	2	3
90	во всех	2	3
91	в их	3	3
92	в свете	2	3
93	не может	5	3
94	не было	2	3
95	тем самым	2	3
96	и по	2	3
97	той же	2	3
98	можно было	5	3
99	с ними	2	3
100	тем что	4	3
101	не знает	2	3
102	его в	10	3
103	так сказать	2	3
104	так как	14	3
105	перед нами	2	2
106	именно в	2	2
107	но по	3	2
108	и др	4	2
109	никогда не	15	2
110	в этих	11	2
111	другими словами	4	2
112	и так	2	2
113	в одной	4	2
114	с этим	5	2
115	на самом	2	2
116	человека в	2	2
117	и ее	2	2
118	превращения в	2	2
119	к тому	5	2
120	отношению к	3	2
121	оно и	2	2
122	на другой	2	2
123	в себя	3	2
124	еще не	9	2
125	того что	3	2
126	и может	2	2
127	здесь на	2	2
128	мы в	2	2
129	в доме	3	2
130	которые были	2	2
131	не совсем	3	2
132	одной из	4	2
133	так называемый	2	2
134	а также	2	2
135	дело не	4	2
136	здесь нет	2	2
137	в состоянии	3	2
138	по отношению	3	2
139	дает ему	2	2
140	в связи	5	2
141	нигде не	2	2
142	в особенности	2	2
143	со всех	4	2
144	в разных	2	2
145	уже видели	4	2
146	не просто	2	2
147	находится в	2	2
148	не мог	3	2
149	а не	5	2
150	с самого	2	2
151	мы здесь	6	2
152	говорит что	3	2
153	на которой	2	2
154	роль в	3	2
155	мы не	3	2
156	или в	2	2
157	и то	2	2
158	их в	2	2
159	имеем в	5	2
160	в которых	2	2
161	как он	3	2
162	связан с	5	2
163	в которой	2	2
164	мы имеем	15	2
