N	3gram	Losev_Prob_4	Dialekti
1	и т д	3	23
2	это значит что	7	21
3	с точки зрения	11	14
4	тем не менее	10	10
5	не только не	4	7
6	не что иное	2	6
7	что иное как	2	6
8	вовсе не есть	2	5
9	о том что	3	5
10	сам по себе	6	5
11	по крайней мере	6	5
12	в то время	2	4
13	и больше ничего	2	4
14	сама по себе	2	4
15	то время как	2	4
16	в коем случае	3	3
17	даже и не	2	3
18	ни в каком	5	3
19	ни в коем	3	3
20	в том что	8	3
21	сами по себе	2	3
22	в каком смысле	2	3
23	есть не что	2	3
24	в сравнении с	2	3
25	и прежде всего	2	3
26	не есть ни	2	3
27	той или иной	11	2
28	хотя и не	2	2
29	тот или иной	2	2
30	но даже и	4	2
31	точно так же	3	2
32	не говоря уже	2	2
33	того или иного	3	2
34	с другой стороны	6	2
35	и тем не	3	2
36	в зависимости от	3	2
37	во всяком случае	4	2
38	к тому же	2	2
39	и не просто	2	2
40	уже по одному	2	2
