N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	14	40
2	и его	5	17
3	прежде всего	11	16
4	в этом	11	15
5	мы уже	4	13
6	не только	12	13
7	и не	2	13
8	в его	8	13
9	что в	6	12
10	как и	9	11
11	но и	5	11
12	как мы	3	10
13	и все	4	9
14	может быть	5	9
15	он не	4	9
16	в том	12	8
17	у него	9	8
18	все эти	3	8
19	и с	4	8
20	той же	2	8
21	и на	3	8
22	но в	5	8
23	в своем	4	7
24	в духе	4	7
25	то же	9	7
26	в этих	5	6
27	же время	8	6
28	в самом	4	6
29	в своей	10	6
30	связи с	4	6
31	в то	8	6
32	до конца	2	6
33	в литературе	3	5
34	как раз	4	5
35	в нем	3	5
36	то что	8	5
37	в связи	3	5
38	не было	4	5
39	а не	12	5
40	и для	3	5
41	в своих	3	5
42	так сказать	2	5
43	для него	10	5
44	том что	16	4
45	до сих	2	4
46	было бы	6	4
47	в ней	4	4
48	из них	4	4
49	и потому	2	4
50	а также	3	4
51	даже в	3	4
52	ни в	5	4
53	один из	4	4
54	в мире	3	4
55	жизни и	5	4
56	сих пор	2	4
57	в их	2	4
58	все это	2	4
59	так в	2	4
60	жизнью и	2	4
61	только на	2	4
62	о том	12	4
63	и о	4	4
64	того чтобы	3	4
65	особенно в	2	4
66	и даже	3	4
67	видно что	2	4
68	только для	2	3
69	поэтому и	2	3
70	с его	5	3
71	если бы	3	3
72	в частности	5	3
73	и от	4	3
74	и к	4	3
75	и смерти	3	3
76	об этом	5	3
77	в ее	3	3
78	в начале	2	3
79	в этой	8	3
80	одна из	2	3
81	еще не	7	3
82	такого рода	3	3
83	никак не	2	3
84	как бы	7	3
85	о нем	3	3
86	еще в	3	3
87	так и	13	3
88	как в	8	3
89	по отношению	8	3
90	не может	7	3
91	а в	7	3
92	на самом	2	3
93	самом деле	5	3
94	в значительной	2	3
95	к этой	3	3
96	можно было	5	3
97	между тем	8	3
98	тем что	3	3
99	при этом	12	3
100	они не	2	3
101	в себе	11	3
102	в другом	2	3
103	только в	5	3
104	в конце	4	3
105	здесь не	2	3
106	слова в	2	2
107	не менее	5	2
108	ему не	2	2
109	это не	7	2
110	и так	2	2
111	это в	3	2
112	что он	9	2
113	можно сказать	4	2
114	влияние на	2	2
115	мы знаем	2	2
116	как его	3	2
117	все же	3	2
118	не слышит	2	2
119	своей жизни	2	2
120	на этом	3	2
121	но не	3	2
122	в первой	6	2
123	например в	2	2
124	на его	2	2
125	значительной степени	2	2
126	по преимуществу	3	2
127	лежит на	2	2
128	к жизни	5	2
129	этой книги	2	2
130	раз в	2	2
131	отношению к	8	2
132	в целом	2	2
133	своего рода	7	2
134	в форме	2	2
135	не раз	2	2
136	этом отношении	3	2
137	именно в	7	2
138	одновременно и	5	2
139	представляется нам	2	2
140	лишь в	3	2
141	в системе	2	2
142	на основе	2	2
143	характер и	2	2
144	потому что	5	2
145	одной из	2	2
146	с этим	3	2
147	но он	3	2
148	точки зрения	5	2
149	но как	2	2
150	романа в	3	2
151	с того	2	2
152	как он	2	2
153	и это	4	2
154	по адресу	2	2
155	мы не	2	2
