N	2gram	Bakhtin_Fr_6	Analitik
1	не только	10	22
2	и в	41	18
3	как и	7	14
4	так и	5	14
5	в этом	12	14
6	но и	13	13
7	и его	13	13
8	в частности	2	12
9	том что	7	12
10	и не	3	12
11	при этом	3	11
12	а в	4	10
13	как бы	7	10
14	то есть	24	10
15	может быть	2	9
16	что в	7	9
17	а не	2	9
18	в том	2	9
19	с его	5	8
20	в первой	3	8
21	и даже	4	8
22	с другой	4	7
23	но не	2	7
24	в его	7	7
25	как раз	2	7
26	не в	4	6
27	в начале	3	6
28	в этой	8	6
29	он не	2	6
30	о том	9	6
31	никогда не	8	5
32	в конце	2	5
33	прежде всего	10	5
34	того же	4	5
35	в самом	10	5
36	и т.п	19	5
37	другой стороны	2	5
38	в сущности	8	5
39	лишь в	2	5
40	той же	5	5
41	в результате	4	5
42	между тем	2	5
43	перед нами	3	4
44	в своем	5	4
45	в одном	5	4
46	что он	6	4
47	и как	4	4
48	себя в	2	4
49	во втором	3	4
50	и сам	3	4
51	все же	4	4
52	внимание на	2	4
53	таким образом	17	4
54	и на	9	4
55	в данном	3	4
56	уже в	4	3
57	из этих	2	3
58	в ее	5	3
59	что они	2	3
60	было бы	3	3
61	же время	5	3
62	данном случае	2	3
63	как в	4	3
64	все это	11	3
65	то же	5	3
66	этом отношении	3	3
67	именно в	4	3
68	на языке	3	3
69	в году	6	3
70	что не	3	3
71	роль в	4	3
72	мы не	2	3
73	здесь и	8	3
74	с этим	3	3
75	точки зрения	2	3
76	одного и	2	3
77	говорить о	2	3
78	во всем	5	3
79	в то	6	3
80	в особенности	7	3
81	как это	2	3
82	все эти	11	2
83	все они	2	2
84	в них	7	2
85	но они	4	2
86	и от	4	2
87	в нем	16	2
88	в романе	2	2
89	в дальнейшем	2	2
90	мира и	2	2
91	в большинстве	4	2
92	одной стороны	4	2
93	это и	2	2
94	со всеми	2	2
95	например в	6	2
96	на его	2	2
97	хотя и	2	2
98	в ней	4	2
99	и потому	2	2
100	а также	5	2
101	даже в	4	2
102	один из	6	2
103	то что	10	2
104	в первом	3	2
105	во всех	17	2
106	вместе с	6	2
107	в форме	2	2
108	не может	4	2
109	с одной	4	2
110	но с	2	2
111	те же	3	2
112	в той	5	2
113	самом деле	4	2
114	в значительной	2	2
115	не мог	3	2
116	с точки	2	2
117	и он	5	2
118	и для	3	2
119	и прежде	2	2
120	сказать что	6	2
121	тем что	5	2
122	одну из	2	2
123	в себе	5	2
124	в искусстве	3	2
125	что мы	2	2
126	только в	3	2
127	и все	9	2
128	так сказать	2	2
129	там где	5	2
130	но в	8	2
131	в новом	2	2
132	а для	2	2
