N	2gram	Vygotskiy__5	slovoVRo
1	и в	16	41
2	в нем	7	30
3	могут быть	4	19
4	во всех	2	17
5	но и	6	16
6	и не	12	16
7	точки зрения	18	16
8	не только	16	16
9	а не	10	15
10	то же	8	14
11	в пределах	4	14
12	может быть	9	14
13	не может	18	14
14	и его	3	14
15	и на	6	14
16	в то	5	14
17	в сущности	13	13
18	в его	11	13
19	до конца	3	12
20	как бы	5	12
21	языка и	6	12
22	в этом	25	12
23	так и	7	11
24	язык и	2	10
25	в той	6	10
26	таким образом	19	9
27	все эти	4	9
28	прежде всего	3	8
29	на его	2	8
30	точка зрения	8	8
31	но в	6	8
32	как в	5	8
33	как мы	10	8
34	с точки	9	8
35	не в	6	7
36	и следовательно	6	7
37	отношение к	11	7
38	с ним	5	7
39	вовсе не	2	7
40	в своей	2	7
41	все же	3	7
42	во всяком	2	7
43	в отношении	9	6
44	того же	7	6
45	это не	4	6
46	при этом	4	6
47	и даже	2	6
48	а в	3	6
49	в них	2	6
50	только в	10	6
51	с другой	4	5
52	в самом	4	5
53	все это	2	5
54	в основе	8	5
55	точек зрения	4	5
56	и к	2	5
57	не на	3	5
58	еще более	5	5
59	к нему	3	5
60	он в	3	5
61	и от	2	4
62	одной стороны	3	4
63	одним из	2	4
64	в ней	2	4
65	в их	3	4
66	за пределы	4	4
67	с одной	3	4
68	и с	3	4
69	в которой	5	4
70	лежит в	2	4
71	как и	8	4
72	в смысле	3	4
73	еще не	4	4
74	и потому	2	4
75	к предмету	2	4
76	в процессе	13	4
77	другой стороны	2	4
78	речи в	6	4
79	ту же	2	4
80	ничего не	5	4
81	не могут	4	3
82	никогда не	5	3
83	хотя бы	5	3
84	на всю	2	3
85	к тому	6	3
86	в том	18	3
87	в свою	4	3
88	для него	5	3
89	в зависимости	2	3
90	из них	2	3
91	его и	3	3
92	в своем	5	3
93	именно в	4	3
94	форм и	2	3
95	того что	16	3
96	речь и	4	3
97	вообще не	4	3
98	его язык	2	3
99	в результате	4	3
100	образом в	2	3
101	и здесь	2	3
102	в истории	2	3
103	о том	8	3
104	его в	2	3
105	в первом	3	3
106	так как	16	3
107	у него	6	3
108	точками зрения	2	3
109	с этим	3	3
110	связанные с	6	3
111	с этой	4	3
112	по существу	3	3
113	зависимости от	2	3
114	в качестве	4	3
115	и может	3	3
116	было бы	10	3
117	одной из	3	3
118	он не	8	3
119	в свое	2	3
120	не требует	2	3
121	внутренней речи	7	3
122	из этого	2	3
123	свою очередь	3	2
124	же как	7	2
125	в частности	3	2
126	известном смысле	7	2
127	тому что	5	2
128	столь же	2	2
129	что все	6	2
130	на все	5	2
131	этом случае	3	2
132	можно сказать	5	2
133	в известной	3	2
134	так что	4	2
135	мы и	5	2
136	что они	5	2
137	на которые	3	2
138	на этом	3	2
139	друг с	7	2
140	для того	14	2
141	и по	4	2
142	и тем	3	2
143	в целом	4	2
144	в этих	3	2
145	друг другу	2	2
146	те же	2	2
147	не должны	2	2
148	должно быть	8	2
149	так же	15	2
150	время как	4	2
151	сказать что	13	2
152	потому что	21	2
153	но он	7	2
154	от всякого	2	2
155	с которыми	2	2
156	между тем	3	2
157	не является	5	2
158	в известном	8	2
159	в котором	2	2
160	он может	3	2
161	между собой	13	2
162	и чужого	3	2
163	в одном	3	2
164	к этому	3	2
165	и эти	2	2
166	у нас	2	2
167	том что	15	2
168	не с	2	2
169	мы видим	4	2
170	то в	3	2
171	без всяких	2	2
172	но не	10	2
173	по своему	3	2
174	чем он	2	2
175	то время	4	2
176	лучшем случае	4	2
177	слов и	2	2
178	до сих	3	2
179	совершенно не	2	2
180	предмета и	2	2
181	которые являются	2	2
182	речи но	2	2
183	сих пор	3	2
184	и другим	2	2
185	в самых	4	2
186	нами в	2	2
187	а с	2	2
188	если мы	7	2
189	только на	2	2
190	не есть	4	2
191	речь в	3	2
192	той же	4	2
193	в лучшем	3	2
194	мы не	3	2
195	и единство	2	2
196	можно было	5	2
197	одному и	2	2
198	и то	4	2
199	в другом	6	2
200	на протяжении	2	2
201	связи с	3	2
202	с другом	7	2
