N	2gram	Propp_Isto_5	Myshleni
1	в этом	10	29
2	точки зрения	2	28
3	и в	25	26
4	не только	13	24
5	то что	7	24
6	таким образом	9	23
7	представляет собой	7	19
8	того чтобы	3	19
9	в том	6	18
10	и не	11	18
11	для того	3	18
12	том что	8	17
13	потому что	7	16
14	как и	7	15
15	этом случае	7	14
16	того что	2	14
17	так же	5	14
18	так как	11	14
19	как мы	5	14
20	что в	8	12
21	вместе с	22	12
22	и его	9	12
23	в которой	4	11
24	но и	13	11
25	не может	6	11
26	что мы	2	9
27	тем что	10	9
28	же как	4	8
29	то же	4	8
30	сказать что	2	8
31	что он	22	8
32	ее в	2	8
33	только в	7	8
34	представление о	17	7
35	прежде всего	6	7
36	может быть	17	7
37	по мере	2	7
38	мы не	5	7
39	вопрос о	2	6
40	и тем	4	6
41	по отношению	2	6
42	мы должны	4	6
43	как бы	2	6
44	в ее	4	6
45	и что	8	6
46	во всех	2	6
47	все эти	8	6
48	все же	10	6
49	самом деле	2	6
50	а не	2	6
51	что это	5	6
52	с этой	2	5
53	можно сказать	2	5
54	одной стороны	7	5
55	если бы	2	5
56	в целом	3	5
57	данном случае	2	5
58	с одной	7	5
59	и с	3	5
60	с тем	8	5
61	тогда когда	2	5
62	в качестве	7	5
63	она не	2	5
64	отношению к	2	5
65	и для	2	5
66	что этот	2	5
67	в данном	3	5
68	не менее	4	4
69	никогда не	3	4
70	что у	4	4
71	с другой	9	4
72	на то	2	4
73	так что	2	4
74	если в	3	4
75	в свете	3	4
76	друг друга	3	4
77	в его	12	4
78	о том	7	4
79	о чем	2	4
80	связи с	8	4
81	еще не	8	4
82	как в	6	4
83	не в	6	4
84	все это	4	3
85	это не	6	3
86	тем не	4	3
87	но это	7	3
88	такой же	2	3
89	очевидно что	2	3
90	в ней	5	3
91	из двух	2	3
92	но мы	3	3
93	мы видели	7	3
94	и по	2	3
95	это делается	4	3
96	он не	4	3
97	мы уже	4	3
98	с ним	4	3
99	по себе	2	3
100	об этом	2	3
101	в другую	2	3
102	во всем	2	3
103	в то	3	3
104	но не	5	3
105	до сих	2	3
106	в основном	4	3
107	и потому	2	3
108	что и	6	3
109	в своей	2	3
110	этого мы	2	3
111	сих пор	2	3
112	к нему	3	3
113	мы видим	8	3
114	с другими	4	3
115	мы можем	2	3
116	в этой	3	3
117	особенности в	2	2
118	перед нами	2	2
119	уже в	2	2
120	в этих	6	2
121	его и	2	2
122	друг с	2	2
123	никто не	3	2
124	что все	4	2
125	и вместе	2	2
126	показывает что	5	2
127	что при	3	2
128	его к	3	2
129	входит в	5	2
130	мы знаем	8	2
131	для нас	5	2
132	что его	3	2
133	мы и	2	2
134	в свою	3	2
135	несмотря на	2	2
136	или в	6	2
137	одним из	2	2
138	но для	2	2
139	один из	2	2
140	в нем	7	2
141	показывают что	3	2
142	и других	2	2
143	образом в	2	2
144	эта связь	2	2
145	а в	3	2
146	в которых	3	2
147	но он	2	2
148	к его	2	2
149	его в	9	2
150	во время	7	2
151	с этим	5	2
152	к этому	2	2
153	вовсе не	2	2
154	и здесь	7	2
155	а затем	7	2
156	то в	2	2
157	и при	2	2
158	совершенно не	2	2
159	наряду с	4	2
160	время в	2	2
161	должно было	2	2
162	с ней	2	2
163	даже в	2	2
164	о которых	2	2
165	находится в	2	2
166	оказывается что	2	2
167	того как	4	2
168	и она	3	2
169	из которых	2	2
170	и он	6	2
171	могут быть	6	2
172	ту же	2	2
173	с другом	2	2
174	здесь как	2	2
175	ничего не	2	2
