N	2gram	Losev_Prob_4	FransuaR
1	и в	20	49
2	то есть	27	32
3	прежде всего	11	19
4	в его	3	18
5	не только	24	17
6	и его	10	17
7	и на	3	17
8	и не	28	15
9	в этом	9	15
10	в них	5	13
11	только в	23	13
12	но и	14	13
13	как и	6	11
14	как бы	4	11
15	вовсе не	21	10
16	в этой	4	10
17	все это	9	9
18	для него	3	9
19	в нем	5	9
20	все же	2	7
21	жизни и	5	7
22	не может	5	7
23	таким образом	8	7
24	то же	7	7
25	все эти	16	7
26	как мы	3	7
27	именно в	7	6
28	то что	15	6
29	в литературе	2	6
30	в истории	3	6
31	здесь в	5	6
32	времени и	4	6
33	во всех	4	6
34	так и	10	6
35	сказать что	7	6
36	и с	7	6
37	точки зрения	14	6
38	в то	4	6
39	так как	5	6
40	с его	2	5
41	в своем	3	5
42	уже в	4	5
43	в начале	3	5
44	но не	5	5
45	при этом	6	5
46	тот же	2	5
47	может быть	9	5
48	и потому	7	5
49	относится к	2	5
50	в своей	4	5
51	с точки	11	5
52	и более	3	4
53	с другой	7	4
54	и во	4	4
55	в жизни	3	4
56	и к	3	4
57	в себе	12	4
58	том что	12	4
59	но все	3	4
60	и о	5	4
61	в этих	5	4
62	не было	3	4
63	а в	4	4
64	мы находим	2	4
65	в области	3	4
66	тем что	3	4
67	с ним	4	4
68	но в	8	4
69	но они	2	3
70	всех этих	6	3
71	жизни в	2	3
72	другими словами	3	3
73	в одном	4	3
74	на все	2	3
75	что он	8	3
76	же в	4	3
77	в ее	5	3
78	в том	20	3
79	да и	5	3
80	во всем	2	3
81	но именно	2	3
82	в значительной	2	3
83	было бы	14	3
84	из них	3	3
85	несмотря на	4	3
86	в самом	2	3
87	эти образы	2	3
88	с ее	2	3
89	ни в	17	3
90	другой стороны	6	3
91	на земле	2	3
92	и все	8	3
93	к нему	3	3
94	можно было	4	3
95	также и	13	3
96	и вообще	6	3
97	далеко не	2	3
98	о том	5	3
99	и это	2	3
100	в виду	6	3
101	учение о	3	2
102	содержит в	8	2
103	связи с	3	2
104	сознания и	3	2
105	что в	3	2
106	для них	2	2
107	перестает быть	2	2
108	за пределы	2	2
109	в меру	2	2
110	но даже	4	2
111	в нашем	12	2
112	в качестве	10	2
113	никто не	2	2
114	это произведение	3	2
115	даже и	13	2
116	имеем в	3	2
117	в смысле	5	2
118	xix века	2	2
119	в условиях	3	2
120	можно сказать	5	2
121	там же	2	2
122	в целях	5	2
123	в отношении	4	2
124	он был	3	2
125	без всякого	4	2
126	в самой	4	2
127	это и	4	2
128	но это	6	2
129	что они	2	2
130	есть в	7	2
131	и без	6	2
132	мы здесь	2	2
133	в пределах	2	2
134	еще не	7	2
135	со всеми	2	2
136	совершенно не	3	2
137	такого рода	7	2
138	вплоть до	3	2
139	очень много	2	2
140	в новое	3	2
141	хотя и	5	2
142	в ней	7	2
143	к ней	2	2
144	себе и	3	2
145	на этой	2	2
146	по преимуществу	2	2
147	вместе с	5	2
148	этих образов	2	2
149	всех других	2	2
150	в связи	3	2
151	на самом	5	2
152	как именно	2	2
153	того чтобы	2	2
154	и даже	9	2
155	и прежде	2	2
156	так же	5	2
157	жизнь и	4	2
158	во всяком	8	2
159	одной из	4	2
160	себе в	3	2
161	на его	2	2
162	в другом	3	2
163	во все	2	2
164	мы должны	3	2
165	в конце	2	2
166	в художественном	4	2
167	здесь не	7	2
168	он как	3	2
169	всяком случае	4	2
170	мы можем	3	2
