N	2gram	Vygotskiy__2	Morfolog
1	может быть	9	52
2	таким образом	14	20
3	представляет собой	2	17
4	не может	9	17
5	в этих	2	16
6	могут быть	2	15
7	с этим	3	14
8	и в	15	13
9	в этом	19	13
10	и др	5	12
11	так как	4	12
12	перед нами	2	11
13	мы видим	4	11
14	связи с	9	11
15	заметить что	2	10
16	прежде всего	4	9
17	так и	8	9
18	в связи	6	9
19	то же	5	9
20	и не	7	9
21	а не	3	9
22	мы имеем	3	9
23	с другой	6	8
24	по существу	5	8
25	что и	2	8
26	при помощи	4	8
27	в результате	3	8
28	вопрос о	5	7
29	в качестве	4	7
30	но если	2	7
31	все же	4	7
32	это не	5	6
33	не могут	2	6
34	в том	33	6
35	но не	3	6
36	а также	2	6
37	а в	4	6
38	во время	3	6
39	подобно тому	2	6
40	тому как	2	5
41	если мы	6	5
42	мы увидим	2	5
43	наряду с	2	5
44	во всех	2	5
45	как бы	7	5
46	то что	20	5
47	или в	3	5
48	потому что	7	5
49	мы не	10	5
50	что в	14	4
51	и как	2	4
52	раньше чем	2	4
53	вовсе не	6	4
54	об этом	3	4
55	увидим ниже	2	4
56	что его	4	4
57	отношению к	5	4
58	эта функция	2	4
59	случае не	2	4
60	было бы	10	4
61	несмотря на	4	4
62	не только	15	4
63	в некоторых	2	4
64	как в	4	4
65	как мы	6	4
66	так же	4	4
67	по отношению	6	4
68	показать что	5	4
69	как и	6	4
70	там где	6	4
71	следующим образом	2	4
72	тем что	2	4
73	точки зрения	26	4
74	с точки	18	4
75	также и	2	4
76	ничего не	3	4
77	в других	2	4
78	только что	3	3
79	связана с	4	3
80	независимо от	4	3
81	если бы	8	3
82	с собой	3	3
83	в начале	4	3
84	он должен	2	3
85	том что	27	3
86	но все	2	3
87	что они	3	3
88	в целом	10	3
89	того чтобы	12	3
90	в сущности	9	3
91	он не	7	3
92	не является	9	3
93	ни в	2	3
94	но и	10	3
95	от того	2	3
96	целый ряд	2	3
97	на самом	3	3
98	самом деле	6	3
99	из которых	3	3
100	к чему	2	3
101	и по	3	3
102	и для	2	3
103	друг друга	5	3
104	мы можем	10	3
105	из них	3	3
106	и ее	3	3
107	мы должны	6	3
108	в один	2	3
109	рассматриваться как	3	3
110	но в	6	3
111	и более	2	2
112	в частности	6	2
113	хотя бы	4	2
114	что эта	6	2
115	состоит в	3	2
116	к этому	4	2
117	как уже	2	2
118	что он	12	2
119	животных и	3	2
120	в собственном	3	2
121	можно сказать	2	2
122	и к	6	2
123	только в	4	2
124	смысле слова	5	2
125	вопрос не	2	2
126	для него	3	2
127	одной стороны	7	2
128	одной из	3	2
129	мы уже	6	2
130	но для	2	2
131	в ином	2	2
132	следует за	2	2
133	чем это	3	2
134	из двух	3	2
135	не существует	3	2
136	собственном смысле	3	2
137	или менее	2	2
138	есть нечто	2	2
139	и тогда	2	2
140	как например	2	2
141	и только	3	2
142	а с	4	2
143	с одной	7	2
144	относятся к	2	2
145	все эти	3	2
146	и что	8	2
147	к себе	2	2
148	того что	17	2
149	для того	10	2
150	не имеет	4	2
151	и его	4	2
152	можно было	5	2
153	в отдельных	2	2
154	этот вопрос	5	2
155	в другом	2	2
156	что мы	9	2
157	о том	9	2
158	должны будем	2	2
159	сказать что	6	2
160	как это	6	2
161	более или	2	2
162	бы они	2	2
