N	2gram	Voloshinov_2	Myshleni
1	в том	7	28
2	и в	19	28
3	то что	4	28
4	в этом	15	27
5	того что	4	24
6	не может	18	19
7	том что	10	19
8	таким образом	14	18
9	родного языка	3	18
10	что он	4	18
11	только в	8	18
12	что в	2	17
13	не только	13	16
14	так же	5	15
15	может быть	28	13
16	с помощью	6	13
17	сказать что	4	13
18	точки зрения	17	13
19	тому что	4	11
20	и не	19	11
21	как бы	19	11
22	в отношении	4	10
23	к тому	6	10
24	как мы	15	10
25	но и	10	10
26	по отношению	8	10
27	так как	3	10
28	но не	2	10
29	отношению к	8	10
30	того чтобы	6	10
31	с точки	13	10
32	было бы	4	9
33	в процессе	18	9
34	мы можем	6	9
35	никогда не	7	8
36	в самом	6	8
37	мы видели	4	8
38	еще не	3	8
39	для того	6	8
40	тем что	2	8
41	самого начала	5	7
42	того же	5	7
43	с самого	5	7
44	если бы	11	7
45	в нем	11	7
46	в сущности	14	7
47	в своем	2	7
48	что оно	3	7
49	он не	3	7
50	вместе с	2	7
51	то же	16	7
52	между ними	2	7
53	там где	2	7
54	и как	6	6
55	для него	9	6
56	не имеет	3	6
57	в то	8	6
58	же самое	6	6
59	его в	7	6
60	как и	9	6
61	так и	10	6
62	приводит к	2	6
63	как раз	4	6
64	мы не	2	6
65	родном языке	2	6
66	это не	4	5
67	вопрос о	2	5
68	в пределах	10	5
69	и тем	4	5
70	на этой	5	5
71	языка и	15	5
72	и на	5	5
73	и все	6	5
74	но в	7	5
75	речи и	13	5
76	в зависимости	2	5
77	зависимости от	2	5
78	могут быть	3	5
79	в этой	3	5
80	именно в	2	4
81	в нашем	2	4
82	на то	4	4
83	мы знаем	2	4
84	не в	10	4
85	но что	2	4
86	с этим	3	4
87	они не	2	4
88	друг друга	2	4
89	на основе	3	4
90	в одной	2	4
91	и следовательно	6	4
92	к другому	5	4
93	в качестве	3	4
94	одного и	4	4
95	родной язык	2	4
96	относится к	3	4
97	что и	3	4
98	во всех	6	4
99	и того	5	4
100	в той	5	4
101	ко всем	2	4
102	той же	3	4
103	и то	3	4
104	в себе	4	4
105	независимо от	2	3
106	является как	2	3
107	все время	2	3
108	слов и	3	3
109	до конца	2	3
110	при этом	9	3
111	по мере	4	3
112	в их	5	3
113	как на	2	3
114	в системе	2	3
115	в основе	9	3
116	и здесь	5	3
117	но как	2	3
118	бы в	4	3
119	от этого	2	3
120	с его	8	3
121	лежит в	2	3
122	по себе	3	3
123	связи с	13	3
124	связано с	3	3
125	до сих	3	3
126	в его	5	3
127	сих пор	3	3
128	а не	9	3
129	и его	16	3
130	восприятия и	2	3
131	не знает	2	3
132	и т.д	4	3
133	отношении к	5	3
134	отношения к	2	3
135	все основные	2	2
136	все более	2	2
137	в этих	3	2
138	точку зрения	2	2
139	с другой	3	2
140	прежде всего	7	2
141	и более	7	2
142	является не	5	2
143	самом деле	9	2
144	одним из	2	2
145	и от	3	2
146	и является	2	2
147	в котором	3	2
148	исходит из	3	2
149	если мы	6	2
150	в связи	7	2
151	все эти	3	2
152	об одном	2	2
153	с ними	4	2
154	опирается на	2	2
155	эти последние	2	2
156	к его	2	2
157	от него	2	2
158	в высшей	3	2
159	у него	2	2
160	и непосредственно	2	2
161	языка в	3	2
162	не с	2	2
163	различие между	2	2
164	у нас	3	2
165	более того	6	2
166	мы уже	6	2
167	в своей	3	2
168	этого слова	5	2
169	разрыв между	2	2
170	все же	5	2
171	мысли и	3	2
172	всем этим	2	2
173	только на	4	2
174	не на	2	2
175	нами в	3	2
176	речи в	10	2
177	а в	3	2
178	в значительной	2	2
179	только что	3	2
180	речь в	4	2
181	с другими	3	2
182	в данном	5	2
183	в другом	3	2
184	что они	2	2
185	в определенных	2	2
