N	2gram	Voloshinov_1	Psycholo
1	в том	2	37
2	и в	13	32
3	том что	2	21
4	то что	6	21
5	таким образом	6	21
6	в искусстве	3	21
7	что в	3	20
8	так же	2	18
9	может быть	8	18
10	не может	8	17
11	точки зрения	7	17
12	самом деле	3	16
13	при этом	2	13
14	то же	4	13
15	в этом	2	13
16	в самом	2	12
17	не только	6	12
18	так как	3	12
19	было бы	4	11
20	как и	3	10
21	но и	3	10
22	и не	8	10
23	с точки	5	10
24	никогда не	3	9
25	как в	2	9
26	в своих	2	9
27	тем что	2	9
28	не менее	2	8
29	не в	3	8
30	к тому	2	7
31	а не	2	7
32	все эти	2	7
33	и его	12	7
34	только в	6	7
35	что они	2	7
36	тот же	2	6
37	как бы	6	6
38	художественное произведение	2	6
39	те же	2	6
40	если бы	2	6
41	не сумеем	2	5
42	художественного произведения	5	5
43	вслед за	2	5
44	в ней	2	5
45	все это	4	5
46	с этой	2	4
47	есть не	2	4
48	в чем	2	4
49	в действительности	2	4
50	несмотря на	2	4
51	и тем	2	4
52	в нем	2	4
53	все же	5	4
54	данном случае	2	4
55	а в	2	4
56	и все	3	4
57	к одному	3	4
58	мы видим	2	4
59	не имеет	2	4
60	и для	3	4
61	в данном	2	4
62	в языке	2	4
63	могут быть	2	4
64	с этим	3	4
65	в целом	2	4
66	в произведении	2	4
67	в сознании	4	4
68	между тем	2	4
69	в общем	2	3
70	хотя бы	5	3
71	с другой	2	3
72	не как	3	3
73	и к	2	3
74	поэтического произведения	3	3
75	в своей	4	3
76	так и	3	3
77	и их	7	3
78	и ее	2	3
79	в их	3	3
80	в отношении	2	3
81	что же	3	3
82	только ее	2	3
83	и то	3	3
84	во всем	2	3
85	мы должны	6	3
86	в поэзии	5	3
87	того или	2	3
88	думать что	2	3
89	но в	4	3
90	мы не	4	3
91	мы можем	4	3
92	и этот	2	2
93	мы получим	2	2
94	материала и	3	2
95	понятно что	3	2
96	в них	2	2
97	но так	2	2
98	она является	2	2
99	в одном	3	2
100	в каждом	4	2
101	в полном	2	2
102	или иного	2	2
103	и при	2	2
104	вовсе не	2	2
105	и следовательно	2	2
106	в его	7	2
107	в ее	3	2
108	в руках	2	2
109	в процессе	5	2
110	не на	2	2
111	при анализе	3	2
112	другой стороны	2	2
113	форм и	2	2
114	роль в	2	2
115	здесь мы	3	2
116	в себе	3	2
117	явлений и	2	2
118	эстетического объекта	5	2
119	там где	2	2
120	в которой	3	2
121	произведения как	4	2
