N	2gram	Voloshinov_1	FransuaR
1	и в	13	41
2	и т.п	7	19
3	мы уже	2	18
4	таким образом	6	17
5	в нем	2	16
6	тела и	3	15
7	и его	12	13
8	но и	3	13
9	телом и	2	12
10	в этом	2	12
11	все это	4	11
12	все эти	2	11
13	прежде всего	9	10
14	в самом	2	10
15	не только	6	10
16	и др	2	10
17	так как	3	10
18	то что	6	10
19	и все	3	9
20	никогда не	3	8
21	но в	4	8
22	в них	2	7
23	вовсе не	2	7
24	том что	2	7
25	как бы	6	7
26	как и	3	7
27	что в	3	7
28	в его	7	7
29	мы видим	2	6
30	с помощью	2	6
31	то же	4	5
32	в одном	3	5
33	в ее	3	5
34	так же	2	5
35	между собою	2	5
36	а также	2	5
37	так и	3	5
38	еще в	2	5
39	тем что	2	5
40	в себе	3	5
41	во всем	2	5
42	там где	2	5
43	уже в	2	4
44	с другой	2	4
45	роль в	2	4
46	не в	3	4
47	тот же	2	4
48	одной стороны	2	4
49	в ней	2	4
50	все же	5	4
51	не может	8	4
52	с одной	2	4
53	как в	2	4
54	самом деле	3	4
55	и наконец	5	4
56	а в	2	4
57	более того	2	4
58	в другом	2	4
59	в книге	2	3
60	связанных с	2	3
61	с этой	2	3
62	с этим	3	3
63	было бы	4	3
64	в целях	2	3
65	и их	7	3
66	в искусстве	3	3
67	не мог	2	3
68	и для	3	3
69	при этом	2	3
70	и не	8	3
71	те же	2	3
72	изобразительных искусствах	2	3
73	в данном	2	3
74	только в	6	3
75	в чем	2	3
76	связана с	3	2
77	понятно что	3	2
78	превращается в	3	2
79	конечно в	2	2
80	в том	2	2
81	что они	2	2
82	из тела	2	2
83	кажется что	2	2
84	может быть	8	2
85	за пределы	3	2
86	в своей	4	2
87	вполне понятно	4	2
88	только его	2	2
89	и отчасти	2	2
90	данном случае	2	2
91	другой стороны	2	2
92	не на	2	2
93	лишь в	4	2
94	а не	2	2
95	с точки	5	2
96	громадную роль	2	2
97	мы не	4	2
98	от всех	2	2
99	и то	3	2
100	между тем	2	2
101	точки зрения	7	2
102	говорить о	3	2
103	бы в	2	2
104	в области	2	2
105	т.п и	3	2
