N	2gram	Potebnia_M_4	Myshleni
1	в том	23	28
2	и в	23	28
3	то что	29	28
4	в этом	23	27
5	того что	14	24
6	потому что	33	22
7	не может	11	19
8	том что	12	19
9	таким образом	24	18
10	что он	4	18
11	только в	15	18
12	что в	17	17
13	в силу	7	17
14	не только	10	16
15	так же	4	15
16	может быть	26	13
17	сказать что	8	13
18	точки зрения	4	13
19	мы могли	2	12
20	тому что	2	11
21	и не	18	11
22	к другим	2	11
23	как бы	5	11
24	что мы	10	11
25	к тому	3	10
26	как мы	2	10
27	но и	11	10
28	от того	4	10
29	отношений между	2	10
30	развития и	2	10
31	по отношению	10	10
32	так как	14	10
33	отношению к	8	10
34	того чтобы	4	10
35	с точки	3	10
36	могли бы	4	9
37	было бы	8	9
38	в процессе	3	9
39	мы можем	10	9
40	никогда не	3	8
41	в самом	3	8
42	еще не	3	8
43	тем самым	4	8
44	для того	6	8
45	тем что	10	8
46	самого начала	2	7
47	если бы	13	7
48	в нем	7	7
49	в сущности	2	7
50	в своем	8	7
51	и других	3	7
52	мы видим	2	7
53	отношение к	2	7
54	он не	2	7
55	вместе с	6	7
56	то же	14	7
57	между ними	4	7
58	можно было	2	7
59	там где	3	7
60	в которой	6	7
61	и к	6	6
62	так что	5	6
63	и как	2	6
64	и что	7	6
65	для него	5	6
66	не имеет	5	6
67	в то	4	6
68	же самое	4	6
69	когда мы	6	6
70	тогда когда	8	6
71	его в	4	6
72	как и	14	6
73	можно сказать	4	6
74	так и	6	6
75	мы не	8	6
76	в области	2	6
77	не могут	2	5
78	это не	7	5
79	вопрос о	2	5
80	и тем	4	5
81	языка и	3	5
82	в разных	3	5
83	и на	3	5
84	и все	4	5
85	но в	8	5
86	что все	4	5
87	с тем	7	5
88	то в	3	5
89	том же	2	5
90	того как	6	5
91	могут быть	7	5
92	я не	2	4
93	именно в	3	4
94	в нашем	2	4
95	в наших	2	4
96	на то	7	4
97	что на	2	4
98	не в	11	4
99	мы и	2	4
100	отношения между	2	4
101	переход от	3	4
102	но что	2	4
103	например в	3	4
104	на этот	2	4
105	с этим	7	4
106	в состоянии	2	4
107	друг друга	2	4
108	в мысли	3	4
109	и следовательно	3	4
110	в первом	3	4
111	мысли в	2	4
112	мы имеем	4	4
113	в сознании	4	4
114	только тогда	5	4
115	оно не	2	4
116	что и	7	4
117	в той	4	4
118	ко всем	3	4
119	той же	3	4
120	и то	5	4
121	связь между	3	4
122	в себе	14	4
123	своем развитии	2	4
124	до того	3	3
125	независимо от	6	3
126	в другой	2	3
127	из этих	2	3
128	в каждом	3	3
129	очевидно что	7	3
130	это есть	3	3
131	есть в	5	3
132	при этом	15	3
133	на его	3	3
134	хотя и	5	3
135	по мере	7	3
136	но мы	2	3
137	и только	3	3
138	те же	3	3
139	и по	3	3
140	что то	3	3
141	в своих	2	3
142	образом в	5	3
143	и здесь	2	3
144	бы в	2	3
145	нашей мысли	3	3
146	возможно только	3	3
147	значение слова	5	3
148	только не	3	3
149	в них	3	3
150	относящихся к	2	3
151	представить себе	2	3
152	по себе	11	3
153	тем и	6	3
154	связи с	3	3
155	до сих	4	3
156	мы должны	2	3
157	один из	2	3
158	в его	5	3
159	сих пор	4	3
160	как в	7	3
161	мысли от	2	3
162	до известной	2	3
163	а не	12	3
164	что такое	7	3
165	и его	2	3
166	этот вопрос	3	3
167	ту же	3	3
168	как оно	2	3
169	не менее	5	2
170	на вопрос	4	2
171	все более	3	2
172	в этих	3	2
173	с другой	2	2
174	для нас	14	2
175	но это	3	2
176	и более	4	2
177	самом деле	3	2
178	имеем дело	2	2
179	и другое	2	2
180	к одному	3	2
181	известной степени	3	2
182	в котором	4	2
183	и др	2	2
184	если мы	2	2
185	все это	5	2
186	мы говорим	7	2
187	образом мы	3	2
188	каким образом	2	2
189	все эти	3	2
190	можно только	2	2
191	мысли есть	4	2
192	на том	2	2
193	в других	2	2
194	нечто такое	2	2
195	не из	5	2
196	с ними	3	2
197	в которых	3	2
198	известно что	6	2
199	к его	2	2
200	от него	2	2
201	что у	3	2
202	том смысле	2	2
203	с ним	5	2
204	состоит в	2	2
205	на котором	4	2
206	языка в	2	2
207	когда оно	2	2
208	в одном	4	2
209	понятия о	7	2
210	не с	2	2
211	чем более	3	2
212	говорим что	3	2
213	этом случае	5	2
214	у нас	2	2
215	мысль что	3	2
216	это объяснение	2	2
217	чем в	2	2
218	по своему	2	2
219	что чем	2	2
220	она не	2	2
221	мы уже	3	2
222	в ряду	6	2
223	из этого	2	2
224	что если	6	2
225	этого слова	7	2
226	идет от	2	2
227	языке и	4	2
228	мысли и	7	2
229	только на	4	2
230	внимание на	5	2
231	а в	5	2
232	хотя в	2	2
233	только что	3	2
234	с другими	4	2
235	нас в	2	2
236	в данном	4	2
237	что я	11	2
238	за ним	2	2
239	и вообще	2	2
