N	2gram	Potebnia_M_3	FransuaR
1	и в	30	65
2	то есть	34	45
3	как бы	3	22
4	и не	15	22
5	вовсе не	7	18
6	в том	32	16
7	в этом	10	15
8	в нем	9	13
9	мы уже	2	12
10	прежде всего	3	11
11	и на	3	11
12	и его	4	10
13	и потому	4	10
14	не только	21	10
15	но и	19	10
16	так и	11	10
17	в его	4	9
18	все это	4	9
19	по своему	2	8
20	в своем	5	8
21	и даже	2	8
22	за пределы	2	8
23	его в	3	7
24	в области	2	7
25	жизни и	2	7
26	точки зрения	2	7
27	только в	21	7
28	не знает	3	6
29	том что	18	6
30	все же	2	6
31	как мы	7	6
32	еще не	5	6
33	при этом	3	6
34	может быть	28	6
35	в ней	8	6
36	искусства и	3	6
37	сказать что	5	6
38	одно из	5	6
39	так как	13	6
40	в одном	2	5
41	в них	5	5
42	потому что	46	5
43	есть в	3	5
44	между людьми	2	5
45	в большей	2	5
46	для него	9	5
47	в своей	2	5
48	связь с	3	5
49	как в	10	5
50	как и	10	5
51	на мир	2	5
52	между тем	9	5
53	и все	3	5
54	связи с	2	4
55	это в	2	4
56	не в	15	4
57	в этой	2	4
58	можно только	2	4
59	отношение к	2	4
60	в самом	8	4
61	из них	6	4
62	и до	2	4
63	сих пор	3	4
64	до сих	3	4
65	мысли и	2	4
66	в их	2	4
67	для нас	20	4
68	во время	2	4
69	входит в	2	4
70	так сказать	2	4
71	не могут	5	3
72	что в	17	3
73	перестает быть	4	3
74	на котором	2	3
75	что он	6	3
76	в ее	2	3
77	но все	2	3
78	но это	6	3
79	самом деле	2	3
80	не были	2	3
81	в ряду	3	3
82	даже в	2	3
83	к нему	3	3
84	то что	18	3
85	не может	6	3
86	этом отношении	2	3
87	в форме	2	3
88	уже не	6	3
89	в системе	2	3
90	с другой	7	3
91	друг друга	3	3
92	в других	2	3
93	в себе	16	3
94	в искусстве	3	3
95	и вообще	3	3
96	далеко не	4	3
97	но как	2	3
98	с ним	6	3
99	и с	2	3
100	но не	7	2
101	во многом	2	2
102	к тому	7	2
103	именно эти	2	2
104	и без	7	2
105	не подлежит	2	2
106	и от	4	2
107	из этих	9	2
108	о необходимости	2	2
109	на все	2	2
110	его к	2	2
111	бы ни	3	2
112	можно сказать	3	2
113	так например	2	2
114	нам кажется	2	2
115	же в	2	2
116	мы видим	2	2
117	от него	2	2
118	одной стороны	3	2
119	несмотря на	2	2
120	например в	6	2
121	на его	2	2
122	от того	8	2
123	он не	4	2
124	в свое	2	2
125	в целом	3	2
126	не к	4	2
127	в свой	2	2
128	время в	3	2
129	на него	3	2
130	образов и	2	2
131	от всего	3	2
132	только на	3	2
133	с одной	7	2
134	того что	18	2
135	что не	8	2
136	что мы	8	2
137	и наконец	2	2
138	и по	4	2
139	есть только	5	2
140	в таком	3	2
141	или в	3	2
142	образом в	3	2
143	и человеческой	2	2
144	их в	2	2
145	быть только	4	2
146	могут быть	3	2
147	еще раз	2	2
148	это можно	3	2
149	о том	2	2
150	и это	4	2
151	бы быть	2	2
152	здесь только	3	2
153	в чем	3	2
154	это было	3	2
