N	2gram	Vygotskiy__1	FransuaR
1	и в	23	45
2	и не	9	15
3	не только	16	14
4	в этом	17	14
5	но в	5	14
6	в его	14	13
7	во всех	3	13
8	и его	6	13
9	как бы	11	12
10	что в	14	12
11	в своем	3	11
12	то же	8	11
13	в то	7	11
14	прежде всего	10	10
15	в том	24	10
16	но и	14	10
17	как и	14	10
18	и с	9	10
19	же время	2	9
20	вовсе не	3	8
21	как мы	5	8
22	жизни и	2	8
23	таким образом	26	8
24	так же	16	8
25	с его	4	7
26	в конце	2	7
27	том что	21	7
28	не в	4	7
29	мы видели	2	7
30	все это	6	7
31	потому что	6	7
32	и все	5	7
33	всех этих	2	6
34	что он	7	6
35	в этой	7	6
36	он не	5	6
37	так и	5	6
38	мысли и	6	6
39	того чтобы	17	6
40	для того	15	6
41	связи с	3	6
42	так как	7	6
43	в них	2	6
44	и к	4	5
45	человека с	2	5
46	мы видим	4	5
47	на этом	2	5
48	со всеми	2	5
49	хотя и	2	5
50	от всех	3	5
51	как раз	4	5
52	не может	12	5
53	этом отношении	4	5
54	все эти	4	5
55	самом деле	3	5
56	и как	5	5
57	и на	8	5
58	перед нами	5	4
59	же как	6	4
60	об этом	3	4
61	и от	3	4
62	мы не	7	4
63	такой же	3	4
64	но не	4	4
65	ничего не	3	4
66	в самом	7	4
67	в сущности	6	4
68	в общем	3	4
69	в их	3	4
70	мы находим	3	4
71	а не	3	4
72	и даже	2	4
73	его не	3	4
74	как на	4	4
75	а в	2	4
76	той же	2	4
77	можно было	3	4
78	сказать что	11	4
79	в основе	8	4
80	с этим	6	4
81	точки зрения	26	4
82	только в	6	4
83	о том	6	4
84	и это	3	4
85	бы в	5	4
86	как это	2	4
87	как в	4	3
88	в одной	3	3
89	из этих	3	3
90	в одном	4	3
91	словом и	2	3
92	ни в	4	3
93	по существу	4	3
94	об этой	3	3
95	то время	5	3
96	для него	2	3
97	в своей	4	3
98	от того	6	3
99	для всех	4	3
100	до сих	4	3
101	не могло	3	3
102	вместе с	9	3
103	сих пор	4	3
104	что она	4	3
105	именно в	6	3
106	в течение	2	3
107	и вот	2	3
108	с помощью	13	3
109	того что	15	3
110	на этот	3	3
111	не имеет	2	3
112	почти всегда	2	3
113	в которых	3	3
114	нуждается в	2	3
115	в другом	7	3
116	но этот	2	3
117	как он	3	3
118	дело в	2	3
119	там где	2	3
120	о чем	2	3
121	только для	3	2
122	и наиболее	2	2
123	если мы	2	2
124	с тем	7	2
125	независимо от	6	2
126	говорить о	2	2
127	точку зрения	2	2
128	превращается в	3	2
129	хотя бы	4	2
130	он должен	2	2
131	что все	4	2
132	на все	3	2
133	к этому	4	2
134	можно сказать	5	2
135	к тому	4	2
136	в отношении	10	2
137	то что	17	2
138	в качестве	9	2
139	из важнейших	2	2
140	было бы	4	2
141	что это	3	2
142	несмотря на	2	2
143	и если	3	2
144	друг с	4	2
145	может быть	14	2
146	том же	2	2
147	с другом	4	2
148	даже в	2	2
149	один из	2	2
150	должен быть	4	2
151	и мысли	2	2
152	слова и	5	2
153	все же	3	2
154	в целом	20	2
155	когда он	2	2
156	на него	2	2
157	и до	2	2
158	данном случае	2	2
159	мы говорили	3	2
160	в ту	2	2
161	в свете	4	2
162	что эта	2	2
163	мысль и	3	2
164	начиная с	2	2
165	при этом	4	2
166	лишь в	6	2
167	и слово	2	2
168	и что	5	2
169	в значительной	2	2
170	и наконец	2	2
171	с точки	18	2
172	другом месте	6	2
173	с это	2	2
174	в данном	2	2
175	не столько	4	2
176	между тем	9	2
177	мы можем	6	2
178	в известной	2	2
179	он в	3	2
180	одно из	2	2
181	же самое	3	2
182	и т.д	5	2
183	заметить что	2	2
184	в чем	4	2
185	от этого	2	2
