N	2gram	Propp_Isto_4	Problema
1	и в	26	30
2	в своей	4	22
3	то что	16	18
4	не только	15	18
5	том что	3	17
6	в этом	7	17
7	и даже	4	14
8	но и	12	13
9	таким образом	10	13
10	потому что	6	13
11	в том	3	12
12	в его	5	12
13	и не	9	12
14	а именно	3	12
15	о том	4	12
16	в своем	2	11
17	у него	5	11
18	так что	2	11
19	в виде	2	10
20	для нас	3	10
21	в этой	2	10
22	на земле	3	9
23	все же	9	9
24	сказать что	2	9
25	но в	5	9
26	только в	3	9
27	и все	2	9
28	вовсе не	4	8
29	хотя и	2	8
30	на небо	7	8
31	никогда не	2	7
32	что он	10	7
33	у нас	2	7
34	как и	7	7
35	в дальнейшем	6	7
36	связи с	3	7
37	но не	5	7
38	может быть	14	7
39	вместе с	6	7
40	так и	10	7
41	говорит о	2	7
42	в связи	2	7
43	не в	5	7
44	здесь не	4	7
45	с другой	4	6
46	уже не	5	6
47	и как	5	6
48	как бы	3	6
49	в нем	2	6
50	что и	9	6
51	другой стороны	4	6
52	тут же	2	6
53	и что	5	6
54	а в	8	6
55	и его	10	6
56	и на	2	6
57	можно найти	2	6
58	мы читаем	2	6
59	его в	9	6
60	при помощи	10	6
61	так как	9	6
62	не менее	2	5
63	с тем	2	5
64	что в	14	5
65	что у	3	5
66	тем не	2	5
67	в силу	5	5
68	так же	18	5
69	и их	2	5
70	не может	6	5
71	не просто	4	5
72	а не	6	5
73	и у	5	5
74	что этот	4	5
75	и то	6	5
76	но он	4	5
77	за это	2	5
78	того как	4	5
79	и с	5	5
80	мы можем	6	5
81	в частности	2	4
82	ни в	2	4
83	все еще	3	4
84	об этом	7	4
85	но все	5	4
86	при этом	3	4
87	было бы	2	4
88	этот мотив	4	4
89	в качестве	7	4
90	огонь и	4	4
91	не мог	3	4
92	и он	3	4
93	или в	3	4
94	даже и	2	4
95	в себе	2	4
96	и другие	3	3
97	однако в	2	3
98	точно так	5	3
99	не всегда	6	3
100	не что	3	3
101	же в	3	3
102	что иное	3	3
103	такого же	2	3
104	что они	6	3
105	указывает на	4	3
106	после того	2	3
107	только тогда	3	3
108	еще не	6	3
109	он не	7	3
110	а также	3	3
111	в русской	3	3
112	и тем	2	3
113	иное как	3	3
114	того что	2	3
115	к нему	6	3
116	есть только	3	3
117	в других	2	3
118	он в	4	3
119	в другом	5	3
120	в одном	5	3
121	не могут	2	2
122	и более	3	2
123	это уже	2	2
124	хотя бы	2	2
125	как в	7	2
126	это не	5	2
127	с этой	2	2
128	уже в	2	2
129	к этому	5	2
130	по себе	2	2
131	на то	3	2
132	от них	2	2
133	то же	8	2
134	как мы	5	2
135	по существу	3	2
136	что здесь	7	2
137	до сих	5	2
138	в данном	3	2
139	мы имеем	7	2
140	на его	3	2
141	такого рода	2	2
142	конечно не	2	2
143	но для	2	2
144	в роли	2	2
145	в брак	2	2
146	не к	2	2
147	из них	2	2
148	когда он	6	2
149	и за	2	2
150	на него	3	2
151	наряду с	3	2
152	все что	4	2
153	данном случае	3	2
154	отношение к	2	2
155	дает ему	4	2
156	и только	5	2
157	или же	3	2
158	все эти	3	2
159	и они	2	2
160	с помощью	2	2
161	всякого рода	3	2
162	он говорит	2	2
163	земли и	2	2
164	по его	2	2
165	тем что	5	2
166	в одной	3	2
167	такую же	2	2
168	по своей	2	2
169	его на	4	2
170	в таких	2	2
171	есть в	2	2
172	в области	2	2
173	ничего не	5	2
174	сих пор	5	2
