N	2gram	Losev_Dial_3	StatiiOP
1	и в	24	29
2	том что	8	27
3	в том	5	27
4	в этом	8	21
5	но и	9	19
6	что в	7	19
7	не только	23	19
8	о том	6	17
9	что он	13	13
10	в его	2	13
11	то что	14	11
12	все это	6	11
13	к тому	4	10
14	таким образом	13	10
15	т е	48	10
16	в своем	3	9
17	и т	24	9
18	так и	5	9
19	и не	27	9
20	как на	5	9
21	потому что	7	9
22	он не	5	9
23	и пр	6	8
24	как раз	7	8
25	но в	2	8
26	в самом	7	7
27	в ней	2	7
28	в виду	7	7
29	я не	6	7
30	тому что	4	7
31	для того	3	7
32	об этом	6	6
33	вовсе не	13	6
34	вопрос о	5	6
35	все же	3	6
36	т д	23	6
37	и что	15	6
38	и его	5	6
39	и на	3	6
40	прежде всего	8	5
41	была бы	3	5
42	было бы	5	5
43	как бы	3	5
44	а не	26	5
45	того что	12	5
46	точки зрения	25	5
47	именно в	2	4
48	в частности	2	4
49	что у	2	4
50	с другой	4	4
51	не в	3	4
52	для него	4	4
53	кроме того	6	4
54	и к	5	4
55	и о	3	4
56	хотя и	5	4
57	в нем	3	4
58	ничего не	17	4
59	при помощи	3	4
60	и с	6	4
61	не менее	11	3
62	же как	2	3
63	что это	12	3
64	из нее	2	3
65	вообще не	2	3
66	оно не	6	3
67	с этим	3	3
68	на себя	3	3
69	по себе	20	3
70	ни в	9	3
71	тому же	2	3
72	у нас	4	3
73	так что	8	3
74	но это	5	3
75	но не	2	3
76	например в	2	3
77	у меня	2	3
78	никогда не	7	3
79	и даже	13	3
80	всяком случае	2	3
81	из них	3	3
82	другой стороны	2	3
83	самом деле	6	3
84	в их	2	3
85	не было	3	3
86	еще и	2	3
87	тем что	3	3
88	и он	2	3
89	и по	2	3
90	хотя бы	4	3
91	так же	4	3
92	его не	2	3
93	во всяком	2	3
94	и здесь	2	3
95	иметь в	2	3
96	но они	2	2
97	есть еще	3	2
98	с его	2	2
99	только не	10	2
100	если бы	6	2
101	в них	5	2
102	с этой	5	2
103	в одной	3	2
104	если не	3	2
105	в чисто	2	2
106	как например	2	2
107	и я	3	2
108	меня в	2	2
109	утверждать что	6	2
110	что именно	3	2
111	что и	6	2
112	тем не	10	2
113	очень мало	2	2
114	его как	3	2
115	только потому	2	2
116	говорит о	4	2
117	по существу	2	2
118	как и	7	2
119	и как	8	2
120	только о	3	2
121	в истории	4	2
122	в то	5	2
123	говорят что	2	2
124	к истории	2	2
125	случае не	3	2
126	несмотря на	2	2
127	может быть	13	2
128	только к	2	2
129	во внимание	2	2
130	никак не	2	2
131	и потому	2	2
132	на то	3	2
133	нет никакого	7	2
134	нет и	4	2
135	сами по	3	2
136	только в	5	2
137	ее в	2	2
138	бы то	2	2
139	также и	2	2
140	со стороны	2	2
141	только что	4	2
142	совершенно не	2	2
143	не на	6	2
144	не может	19	2
145	в особенности	7	2
146	истории и	4	2
147	то же	6	2
148	все эти	3	2
149	при этом	2	2
150	они не	2	2
151	что такое	21	2
152	не имеет	11	2
153	с точки	14	2
154	что этот	2	2
155	в данном	2	2
156	сказать что	4	2
157	мере в	3	2
158	в каком	3	2
159	в себе	2	2
160	и вообще	2	2
161	от его	2	2
162	сравнении с	3	2
163	и это	4	2
164	так как	6	2
165	как это	5	2
166	это было	3	2
