N	2gram	Propp_Isto_5	RusskieA
1	и в	25	29
2	т е	16	24
3	что в	8	22
4	том что	8	22
5	в том	6	22
6	как бы	2	18
7	в других	2	15
8	в землю	2	13
9	может быть	17	13
10	так как	11	13
11	во время	7	12
12	как и	7	11
13	одна из	2	11
14	в этом	10	11
15	все это	4	10
16	в лесу	2	10
17	е в	3	10
18	и с	3	10
19	не только	13	10
20	в воду	8	9
21	а на	2	9
22	о том	7	9
23	в некоторых	4	9
24	а в	3	9
25	в дом	2	8
26	показывает что	5	8
27	или на	2	8
28	но и	13	8
29	ее в	2	8
30	его в	9	8
31	мы видели	7	7
32	данном случае	2	7
33	как в	6	7
34	или в	6	7
35	представляют собой	3	7
36	с тем	8	6
37	мы не	5	6
38	этом случае	7	6
39	же в	2	6
40	в обряде	5	6
41	еще не	8	6
42	для того	3	6
43	для нас	5	6
44	вместе с	22	6
45	таким образом	9	6
46	того чтобы	3	6
47	и на	8	6
48	в данном	3	6
49	на нее	2	6
50	мы имеем	14	6
51	этот обряд	6	6
52	представление о	17	5
53	потому что	7	5
54	это не	6	5
55	к этому	2	5
56	то что	7	5
57	и что	8	5
58	но не	5	5
59	с ней	2	5
60	и т	20	5
61	не может	6	5
62	или же	3	5
63	т д	18	5
64	из воды	2	5
65	видели что	2	4
66	о чем	2	4
67	и все	3	4
68	тогда когда	2	4
69	вопрос о	2	4
70	а затем	7	4
71	уже не	11	4
72	по существу	2	4
73	так что	2	4
74	не в	6	4
75	этот обычай	4	4
76	этих случаях	8	4
77	из них	2	4
78	к нему	3	4
79	же как	4	4
80	это представление	2	4
81	говорится что	3	4
82	так же	5	4
83	то же	4	4
84	на них	2	4
85	а не	2	4
86	в которых	3	4
87	их в	3	4
88	в виде	9	4
89	что от	2	3
90	на этом	3	3
91	тем что	10	3
92	в этих	6	3
93	в качестве	7	3
94	и других	2	3
95	не всегда	4	3
96	должно было	2	3
97	в ее	4	3
98	за ним	4	3
99	живет в	5	3
100	она не	2	3
101	что здесь	3	3
102	того что	2	3
103	с другими	4	3
104	во всех	2	3
105	не будем	5	3
106	связь с	8	3
107	только тогда	2	3
108	а именно	4	3
109	в свете	3	3
110	бросают в	3	3
111	не объясняет	2	3
112	все эти	8	3
113	и по	2	3
114	друг друга	3	3
115	как мы	5	3
116	выше мы	2	3
117	но он	2	3
118	в этой	3	3
119	в таких	3	3
120	что это	5	3
121	это показывает	2	3
122	не менее	4	2
123	на берег	2	2
124	с этой	2	2
125	связи с	8	2
126	об этом	2	2
127	могут быть	6	2
128	никогда не	3	2
129	связанные с	2	2
130	из нее	2	2
131	мы приведем	2	2
132	с другой	9	2
133	тем это	2	2
134	представления о	3	2
135	ее и	3	2
136	в образе	5	2
137	прежде всего	6	2
138	как можно	2	2
139	на деревьях	2	2
140	представлений о	7	2
141	что и	6	2
142	здесь имеем	2	2
143	в целях	3	2
144	царство мертвых	2	2
145	говорит о	2	2
146	очень распространен	3	2
147	и как	3	2
148	одним из	2	2
149	и при	2	2
150	этого обряда	3	2
151	в европе	3	2
152	очевидно что	2	2
153	такие представления	2	2
154	связано с	5	2
155	после того	3	2
156	бросается в	2	2
157	одной стороны	7	2
158	и пр	3	2
159	совершенно не	2	2
160	воду и	3	2
161	когда они	2	2
162	тем не	4	2
163	не совсем	6	2
164	в него	5	2
165	не ясно	3	2
166	еще в	2	2
167	силу и	2	2
168	один из	2	2
169	должен быть	2	2
170	все же	10	2
171	в своей	2	2
172	после этого	2	2
173	том чтобы	2	2
174	в форме	3	2
175	что при	3	2
176	сюда же	3	2
177	будем здесь	2	2
178	того как	4	2
179	с одной	7	2
180	в течение	2	2
181	обряд и	3	2
182	образом в	2	2
183	там где	6	2
184	здесь мы	5	2
185	эта связь	2	2
186	мы здесь	4	2
187	из которых	2	2
188	и для	2	2
189	этого дерева	2	2
190	так в	2	2
191	также что	3	2
192	с этим	5	2
193	на себя	3	2
194	это время	2	2
195	во всем	2	2
196	в то	3	2
197	представляет собой	7	2
198	но вместе	3	2
199	в которой	4	2
