N	2gram	Tiupa_Lite_1	Narrotol
1	не только	24	26
2	а не	16	17
3	представляет собой	4	16
4	но и	17	15
5	тогда как	13	15
6	в том	16	14
7	при этом	19	14
8	в качестве	17	14
9	и не	12	14
10	том что	14	13
11	и в	8	13
12	в этом	12	13
13	состоит в	11	12
14	такого рода	10	12
15	в частности	15	11
16	только в	8	11
17	с собачкой	2	10
18	может быть	13	10
19	в данном	5	10
20	своего рода	11	9
21	к тому	2	9
22	так и	4	9
23	сводится к	3	9
24	а в	3	9
25	то есть	6	9
26	то что	10	8
27	в себе	7	8
28	в тексте	8	8
29	не может	5	8
30	не в	8	8
31	коммуникативного события	7	8
32	не сводится	3	7
33	к себе	3	7
34	дамы с	2	7
35	в рамках	6	6
36	никогда не	4	6
37	в своем	11	6
38	в жизни	6	6
39	прежде всего	11	6
40	того что	6	6
41	в его	7	6
42	и т.п	4	6
43	коммуникативное событие	4	6
44	данном случае	4	6
45	со стороны	4	6
46	все же	4	6
47	у него	3	6
48	как бы	7	6
49	а также	5	6
50	всего лишь	4	6
51	но в	3	6
52	по мысли	2	5
53	точки зрения	6	5
54	не столько	5	5
55	человеческого я	3	5
56	тем не	2	5
57	что он	5	5
58	одной стороны	2	5
59	я не	7	5
60	и тем	4	5
61	в нем	2	5
62	отношению к	2	5
63	как в	5	5
64	по отношению	3	5
65	в отличие	5	5
66	таким образом	3	5
67	с одной	2	5
68	тем самым	5	5
69	с другой	3	5
70	отличие от	5	5
71	в то	5	5
72	я в	5	5
73	далеко не	3	5
74	о том	2	5
75	не менее	7	4
76	отнюдь не	2	4
77	в конце	4	4
78	же в	5	4
79	тому же	2	4
80	как и	6	4
81	что в	3	4
82	для него	2	4
83	читателя в	2	4
84	при всей	3	4
85	не является	2	4
86	не к	2	4
87	жизни и	3	4
88	в своей	4	4
89	то же	5	4
90	уже не	7	4
91	в мире	2	4
92	в силу	4	4
93	в другом	2	4
94	в этой	4	4
95	как это	8	4
96	в себя	2	4
97	мира в	3	4
98	но при	2	4
99	а как	2	3
100	с его	5	3
101	коммуникативном событии	2	3
102	конечном счете	4	3
103	это не	4	3
104	или иной	2	3
105	личность не	2	3
106	да и	3	3
107	и того	2	3
108	в слове	2	3
109	что я	2	3
110	одна из	3	3
111	но не	4	3
112	же время	5	3
113	и сам	6	3
114	как раз	4	3
115	в конечном	5	3
116	для себя	5	3
117	один из	3	3
118	в целом	8	3
119	на том	2	3
120	то и	2	3
121	все эти	2	3
122	самом деле	2	3
123	и даже	3	3
124	и его	4	3
125	в коммуникативном	2	3
126	самим собой	2	3
127	с этой	5	3
128	этом отношении	2	3
129	между тем	2	3
130	по своей	3	3
131	как правило	2	3
132	в принципе	3	2
133	классического реализма	2	2
134	в душе	3	2
135	одно из	3	2
136	однако в	2	2
137	превращается в	2	2
138	хотя бы	2	2
139	столь же	4	2
140	из этих	2	2
141	в случае	4	2
142	художественного письма	9	2
143	и рецептивного	2	2
144	из наиболее	2	2
145	но одновременно	2	2
146	автора в	2	2
147	не должен	3	2
148	тем более	2	2
149	и адресата	4	2
150	должна быть	2	2
151	отношения между	2	2
152	еще не	4	2
153	было бы	2	2
154	по поводу	2	2
155	о своем	2	2
156	в самом	3	2
157	несмотря на	3	2
158	не могло	2	2
159	себя в	6	2
160	хх века	10	2
161	в культуре	3	2
162	жизни с	2	2
163	нового времени	2	2
164	только на	2	2
165	жизни на	2	2
166	более чем	3	2
167	xix столетия	3	2
168	с точки	2	2
169	бы на	2	2
170	своей собственной	2	2
171	той же	3	2
172	на второй	2	2
173	роль в	2	2
174	ведет к	4	2
175	можно было	2	2
176	или иначе	9	2
177	тому как	2	2
178	не случайно	2	2
179	подобно тому	2	2
180	в своих	4	2
181	в равной	2	2
182	как он	2	2
183	потому что	3	2
184	которая не	2	2
185	в области	3	2
186	собственного я	5	2
187	в сознании	2	2
188	другого сознания	4	2
