N	2gram	Tiupa_Hudo_2	StatiiOP
1	и в	28	29
2	том что	19	27
3	в том	15	27
4	в этом	13	21
5	но и	9	19
6	что в	5	19
7	не только	11	19
8	о том	12	17
9	что он	8	13
10	в его	11	13
11	то что	6	11
12	все это	3	11
13	к тому	7	10
14	т е	2	10
15	в своем	5	9
16	и т	4	9
17	так и	8	9
18	и не	18	9
19	как на	2	9
20	потому что	2	9
21	он не	4	9
22	по поводу	3	8
23	как раз	4	8
24	но в	2	8
25	в г	2	7
26	в самом	5	7
27	в ней	3	7
28	в котором	6	7
29	я не	7	7
30	в своей	6	7
31	вместе с	2	7
32	тому что	4	7
33	того как	2	7
34	для того	4	7
35	не столько	2	7
36	об этом	7	6
37	в одном	3	6
38	вовсе не	2	6
39	до сих	2	6
40	все же	2	6
41	т д	2	6
42	того чтобы	4	6
43	и его	5	6
44	и на	3	6
45	о чем	8	5
46	прежде всего	3	5
47	была бы	3	5
48	в качестве	4	5
49	было бы	3	5
50	как бы	5	5
51	своего рода	16	5
52	сих пор	2	5
53	а не	14	5
54	между тем	8	5
55	точки зрения	2	5
56	а как	2	4
57	именно в	2	4
58	в частности	7	4
59	что у	3	4
60	с другой	3	4
61	не в	13	4
62	для него	5	4
63	и к	2	4
64	и о	4	4
65	в нем	3	4
66	внимание на	3	4
67	ничего не	5	4
68	в другом	2	4
69	и с	6	4
70	не менее	5	3
71	же как	2	3
72	что это	5	3
73	в этих	3	3
74	не является	2	3
75	давно уже	2	3
76	оно не	2	3
77	на себя	3	3
78	с нею	3	3
79	что на	3	3
80	тому же	2	3
81	как у	2	3
82	но не	4	3
83	одной из	3	3
84	никогда не	5	3
85	из них	2	3
86	по его	3	3
87	самом деле	3	3
88	как в	5	3
89	т п	2	3
90	а с	3	3
91	не было	6	3
92	еще и	2	3
93	тем что	6	3
94	и он	3	3
95	ни одного	2	3
96	хотя бы	2	3
97	так же	3	3
98	это был	2	2
99	с его	5	2
100	только не	2	2
101	и другие	5	2
102	если бы	6	2
103	в них	3	2
104	в духе	2	2
105	что было	3	2
106	что и	4	2
107	о которых	2	2
108	тем не	4	2
109	в ее	18	2
110	говорит о	4	2
111	как и	11	2
112	в этой	5	2
113	что я	2	2
114	что они	4	2
115	в то	6	2
116	и сам	5	2
117	в это	3	2
118	раз в	3	2
119	несмотря на	3	2
120	может быть	8	2
121	не по	2	2
122	которая была	2	2
123	а также	2	2
124	только в	4	2
125	ни с	2	2
126	за него	2	2
127	дело не	2	2
128	со стороны	3	2
129	не может	4	2
130	тогда как	7	2
131	то же	6	2
132	у всех	3	2
133	при этом	11	2
134	с точки	2	2
135	в данном	2	2
136	сказать что	2	2
137	в себе	9	2
138	думал о	2	2
139	его в	2	2
140	как он	3	2
141	и это	3	2
142	как это	7	2
143	это было	2	2
