N	2gram	Berdyaev_M_2	Myshleni
1	то что	5	26
2	что он	7	25
3	в этом	20	25
4	потому что	12	21
5	в том	3	18
6	не может	15	18
7	точки зрения	2	18
8	того чтобы	4	17
9	что в	4	16
10	и в	46	16
11	того что	6	16
12	так как	8	16
13	не только	18	16
14	так же	6	15
15	том что	4	15
16	для того	5	14
17	в сущности	2	13
18	сказать что	3	13
19	отношению к	2	12
20	вопрос о	6	12
21	по отношению	2	12
22	и не	18	12
23	и что	2	12
24	отношение к	8	11
25	в его	5	11
26	а не	13	10
27	только в	3	10
28	в отношении	5	9
29	может быть	21	9
30	должно быть	2	8
31	о том	3	8
32	в основе	2	8
33	если бы	3	8
34	как и	13	8
35	он не	10	8
36	то же	5	8
37	же как	3	7
38	и есть	8	7
39	в нем	22	7
40	но он	11	7
41	так и	4	7
42	по себе	2	7
43	что все	5	6
44	не в	9	6
45	в этой	7	6
46	но и	15	6
47	и на	3	6
48	в мысли	2	6
49	как он	3	6
50	но в	10	6
51	у него	22	6
52	к тому	5	6
53	никогда не	18	5
54	тому что	4	5
55	в своем	8	5
56	на все	3	5
57	в такой	3	5
58	что они	3	5
59	для него	18	5
60	как бы	8	5
61	в сфере	2	5
62	хотя бы	7	5
63	еще более	2	5
64	не знает	9	5
65	с ним	3	5
66	тогда когда	2	5
67	тот же	2	5
68	на высшую	2	5
69	как в	7	5
70	того как	3	5
71	говорит что	2	5
72	можно было	2	5
73	тем что	3	5
74	в которой	2	5
75	ничего не	2	5
76	это не	5	4
77	так что	2	4
78	это есть	2	4
79	в свою	4	4
80	в самом	5	4
81	стоит в	2	4
82	не имеет	4	4
83	к которому	3	4
84	бы в	2	4
85	не означает	2	4
86	мысль что	4	4
87	мы видим	2	4
88	не есть	13	4
89	вместе с	2	4
90	той же	3	4
91	тому как	2	4
92	подобно тому	2	4
93	способность к	2	3
94	прежде всего	12	3
95	но это	8	3
96	и тот	2	3
97	до конца	4	3
98	в действительности	2	3
99	этого вопроса	2	3
100	к нему	2	3
101	от того	3	3
102	они не	4	3
103	а в	2	3
104	и с	3	3
105	приходит к	2	3
106	по своей	3	3
107	в этих	2	3
108	между тем	2	3
109	это и	3	3
110	то в	2	3
111	чем в	2	3
112	еще в	2	3
113	с таким	2	3
114	что и	4	3
115	сих пор	3	3
116	ее в	2	3
117	на этом	2	3
118	вот почему	2	3
119	и его	5	3
120	он в	3	3
121	связи с	2	3
122	вопроса о	4	3
123	в чем	3	3
124	до сих	3	3
125	я не	5	2
126	себя и	3	2
127	что у	4	2
128	и от	3	2
129	высшей степени	3	2
130	на его	2	2
131	не имеют	2	2
132	его отношение	4	2
133	в ней	11	2
134	отношением к	2	2
135	в своей	5	2
136	что она	5	2
137	отношения к	2	2
138	те же	5	2
139	в своих	3	2
140	все равно	3	2
141	и здесь	6	2
142	но этот	2	2
143	в более	2	2
144	поэтому он	2	2
145	сознания и	2	2
146	в них	3	2
147	не до	2	2
148	что было	3	2
149	в жизни	4	2
150	если он	2	2
151	его в	3	2
152	есть не	5	2
153	и к	7	2
154	у нас	11	2
155	во всем	5	2
156	все что	4	2
157	жизни и	6	2
158	и потому	7	2
159	в высшей	3	2
160	принадлежит к	2	2
161	во всех	2	2
162	в центре	2	2
163	но с	2	2
164	его на	4	2
165	должны быть	4	2
166	ни одного	2	2
167	как будто	2	2
168	не способен	5	2
169	и поэтому	2	2
