N	2gram	Bakhtin_KF_1	FransuaR
1	и в	24	40
2	и его	17	17
3	прежде всего	2	16
4	в этом	14	15
5	не только	5	13
6	и не	26	13
7	в его	40	13
8	что в	4	12
9	вовсе не	7	12
10	как и	5	11
11	но и	9	11
12	и все	7	9
13	может быть	45	9
14	он не	6	9
15	отношение к	5	8
16	в том	6	8
17	все эти	10	8
18	и на	3	8
19	но в	5	8
20	в своем	16	7
21	в одном	4	7
22	в ту	2	7
23	то же	5	7
24	культуры и	5	7
25	он и	2	7
26	в виду	3	7
27	к этому	2	6
28	же время	2	6
29	во всех	11	6
30	в своей	10	6
31	и других	2	6
32	в то	3	6
33	до конца	3	6
34	со всеми	2	5
35	в нем	28	5
36	то что	7	5
37	не было	8	5
38	а не	17	5
39	и для	9	5
40	в основе	5	5
41	в своих	3	5
42	для него	8	5
43	том что	4	4
44	было бы	8	4
45	в ней	3	4
46	и потому	2	4
47	ни в	12	4
48	один из	2	4
49	в мире	6	4
50	жизни и	8	4
51	в их	8	4
52	все это	10	4
53	еще более	2	4
54	о том	3	4
55	в данном	2	4
56	того чтобы	2	4
57	и здесь	7	4
58	в области	2	4
59	всех этих	3	3
60	если бы	8	3
61	в ее	16	3
62	но это	6	3
63	в этой	2	3
64	для этого	2	3
65	еще не	4	3
66	и есть	9	3
67	как бы	9	3
68	о нем	4	3
69	что и	7	3
70	дело не	2	3
71	так и	2	3
72	как в	2	3
73	во всей	4	3
74	по отношению	26	3
75	не может	27	3
76	а в	4	3
77	на самом	3	3
78	эти моменты	2	3
79	там где	5	3
80	самом деле	3	3
81	для того	3	3
82	и как	2	3
83	истины и	2	3
84	для этой	3	3
85	но все	5	3
86	между тем	4	3
87	тем что	3	3
88	при этом	4	3
89	в себе	21	3
90	в другом	3	3
91	во всем	7	3
92	только в	16	3
93	но ведь	5	3
94	здесь не	3	3
95	слова в	2	2
96	не менее	3	2
97	включает в	2	2
98	времени и	4	2
99	и этот	3	2
100	хотя бы	4	2
101	это не	10	2
102	но здесь	3	2
103	быть в	4	2
104	что он	2	2
105	или иной	2	2
106	момент в	7	2
107	как его	4	2
108	все же	5	2
109	смысл в	3	2
110	это и	2	2
111	основе своей	2	2
112	это есть	2	2
113	даны в	2	2
114	но не	12	2
115	конечно не	7	2
116	к нему	12	2
117	той или	3	2
118	думать что	2	2
119	в котором	24	2
120	здесь нет	2	2
121	отношению к	22	2
122	дело в	2	2
123	в целом	10	2
124	в корне	2	2
125	именно в	5	2
126	здесь мы	4	2
127	лишь в	8	2
128	рядом с	3	2
129	со всем	5	2
130	на основе	7	2
131	потому что	2	2
132	на волю	2	2
133	точки зрения	12	2
134	ко всему	5	2
135	этот мир	2	2
136	и ее	2	2
137	но как	5	2
138	его к	2	2
139	этого слова	2	2
140	и это	12	2
141	но конечно	3	2
142	мы не	3	2
