N	2gram	Medvedev_F_1	Komedia
1	и в	24	22
2	и не	20	21
3	т е	34	16
4	в том	6	12
5	таким образом	13	12
6	со стороны	5	11
7	ни в	2	10
8	до сих	6	9
9	в самом	5	9
10	вместе с	2	9
11	сих пор	6	9
12	если бы	4	8
13	в своем	11	8
14	что он	3	8
15	к ней	2	8
16	в его	23	8
17	что и	2	8
18	в этом	15	8
19	его в	3	8
20	при этом	5	7
21	в свою	8	7
22	то же	10	7
23	не по	3	7
24	а в	6	7
25	ясно что	3	6
26	свою очередь	6	6
27	еще не	6	6
28	к тому	3	6
29	может быть	14	6
30	как раз	2	6
31	самом деле	6	6
32	и что	2	6
33	и его	10	6
34	в то	9	6
35	не менее	11	5
36	связи с	3	5
37	что в	4	5
38	же время	8	5
39	прежде всего	22	5
40	как это	6	5
41	не только	7	5
42	в своей	11	5
43	отношение к	3	5
44	все это	9	5
45	по отношению	4	5
46	он не	3	5
47	с ним	2	5
48	но в	5	5
49	с тем	2	4
50	но все	2	4
51	отнюдь не	6	4
52	с другой	5	4
53	вовсе не	10	4
54	нет и	2	4
55	и здесь	6	4
56	все же	3	4
57	не в	8	4
58	не дает	2	4
59	до конца	7	4
60	в ней	10	4
61	и т	12	4
62	то что	8	4
63	когда он	3	4
64	но и	7	4
65	на него	2	4
66	т п	4	4
67	в отношении	3	4
68	с помощью	3	4
69	а не	10	4
70	друг друга	4	4
71	так же	4	4
72	точки зрения	16	4
73	в себе	3	4
74	в связи	4	4
75	бы в	3	4
76	так и	18	4
77	хотя бы	5	4
78	и с	8	4
79	ничем не	3	4
80	с его	4	3
81	прежде чем	2	3
82	от нее	2	3
83	в частности	4	3
84	никогда не	4	3
85	в них	3	3
86	то ни	3	3
87	с этой	4	3
88	с этим	2	3
89	в нем	14	3
90	идет о	2	3
91	нисколько не	2	3
92	и к	4	3
93	в ее	8	3
94	как и	11	3
95	в этой	6	3
96	одной стороны	4	3
97	было бы	6	3
98	конечно не	4	3
99	как бы	6	3
100	один из	3	3
101	отношению к	4	3
102	в целом	6	3
103	приводит к	2	3
104	не может	16	3
105	не могла	2	3
106	с одной	4	3
107	с точки	13	3
108	и даже	3	3
109	не так	2	3
110	одной из	2	3
111	во всяком	4	3
112	не о	3	3
113	в которой	4	3
114	ничего не	2	3
115	всяком случае	4	3
116	в основе	3	2
117	под влиянием	2	2
118	все время	2	2
119	ни было	2	2
120	не как	4	2
121	как в	8	2
122	это не	2	2
123	и особенно	2	2
124	и все	6	2
125	в одном	2	2
126	если он	3	2
127	стороны и	4	2
128	а как	2	2
129	если мы	2	2
130	по существу	2	2
131	аналогии с	3	2
132	она не	6	2
133	бы то	3	2
134	в пределах	6	2
135	только как	2	2
136	и если	2	2
137	на его	2	2
138	за пределы	2	2
139	от того	2	2
140	между ними	3	2
141	если же	2	2
142	должен быть	5	2
143	и со	2	2
144	не с	2	2
145	во всех	5	2
146	в их	11	2
147	как мы	5	2
148	она была	2	2
149	целый ряд	3	2
150	его не	2	2
151	отношения к	6	2
152	не было	3	2
153	не приходится	2	2
154	мы не	3	2
155	в мире	4	2
156	с другими	4	2
157	из этой	2	2
158	или иначе	2	2
159	в своих	2	2
160	и на	8	2
161	в результате	2	2
162	между тем	2	2
163	и ее	10	2
164	является конечно	2	2
165	и это	2	2
166	здесь не	3	2
167	к этой	4	2
168	в области	3	2
