N	2gram	Bakhtin_Fr_2	slovoVRo
1	в романе	9	46
2	и в	49	39
3	может быть	5	37
4	и его	17	33
5	то есть	32	26
6	не только	17	24
7	и не	15	22
8	но и	13	21
9	не может	7	20
10	в нем	9	19
11	до конца	2	17
12	все это	9	16
13	в этом	15	16
14	так и	6	15
15	в пределах	2	13
16	во всех	6	12
17	в истории	6	11
18	вовсе не	10	10
19	и с	6	9
20	прежде всего	19	8
21	таким образом	7	8
22	точки зрения	6	8
23	с его	5	7
24	при этом	5	7
25	для него	9	7
26	еще не	2	7
27	в его	18	7
28	как бы	11	7
29	никогда не	5	7
30	в этих	4	7
31	и потому	5	7
32	и даже	2	7
33	как мы	7	7
34	могут быть	2	7
35	с ним	4	7
36	в него	2	7
37	человек в	2	6
38	в них	13	6
39	и к	4	6
40	все же	7	6
41	как и	11	6
42	в своем	5	6
43	но не	5	6
44	в сущности	8	6
45	значительной степени	2	6
46	жизни и	7	6
47	там где	4	6
48	в значительной	3	6
49	все эти	7	6
50	но в	4	6
51	с другой	4	5
52	и все	3	5
53	том что	4	5
54	но все	4	5
55	одной стороны	3	5
56	только в	13	5
57	в том	3	5
58	один из	7	5
59	с одной	3	5
60	в плане	3	5
61	всех этих	3	4
62	и др	9	4
63	эти формы	2	4
64	но здесь	3	4
65	на фоне	2	4
66	ни в	3	4
67	же время	6	4
68	одна из	4	4
69	в смысле	2	4
70	связанные с	2	4
71	наконец в	3	4
72	в основном	5	4
73	в новое	2	4
74	в отношении	2	4
75	отношения к	4	4
76	то же	7	4
77	и других	3	4
78	а в	4	4
79	и на	17	4
80	даже и	2	4
81	xix века	2	4
82	в то	6	4
83	отношение к	8	4
84	здесь не	2	4
85	во всем	3	4
86	так как	6	4
87	смысла и	2	3
88	что в	2	3
89	точку зрения	2	3
90	человека и	3	3
91	в собственном	3	3
92	здесь в	6	3
93	этого процесса	3	3
94	но это	2	3
95	связи с	2	3
96	у него	2	3
97	с их	6	3
98	как к	2	3
99	в ней	2	3
100	и интерпретации	2	3
101	к нему	3	3
102	связано с	2	3
103	собственном смысле	2	3
104	этом отношении	3	3
105	лишь в	4	3
106	с точки	5	3
107	рядом с	6	3
108	связан с	3	3
109	сказать что	6	3
110	еще раз	2	3
111	в особенности	5	3
112	во всяком	2	3
113	например у	3	2
114	уже в	5	2
115	не был	3	2
116	не было	4	2
117	но прежде	3	2
118	и более	4	2
119	и другие	2	2
120	еще слишком	2	2
121	хотя и	2	2
122	в нашем	2	2
123	включает в	2	2
124	в xvii	10	2
125	жизни в	3	2
126	но он	6	2
127	того как	2	2
128	людей с	3	2
129	в себе	4	2
130	что он	3	2
131	без всякого	2	2
132	с ее	3	2
133	в дальнейшем	2	2
134	на протяжении	7	2
135	мы сказали	2	2
136	громадное значение	2	2
137	все что	2	2
138	и чисто	4	2
139	со всеми	2	2
140	мы уже	6	2
141	за пределы	2	2
142	xvii века	9	2
143	в дон-кихоте	2	2
144	к ней	2	2
145	притом в	2	2
146	значение в	4	2
147	всяком случае	2	2
148	даже в	3	2
149	и особенно	3	2
150	точка зрения	3	2
151	сих пор	4	2
152	на его	2	2
153	мы видели	3	2
154	то что	6	2
155	вместе с	2	2
156	в их	2	2
157	в форме	4	2
158	так в	3	2
159	смысл и	2	2
160	в связи	2	2
161	особенно в	2	2
162	именно в	6	2
163	это и	2	2
164	на материале	2	2
165	в себя	6	2
166	во франции	8	2
167	именно на	2	2
168	и т.п	11	2
169	того чтобы	2	2
170	менее всего	3	2
171	одним из	2	2
172	мы наблюдаем	2	2
173	роль в	5	2
174	на мир	2	2
175	меньше чем	2	2
176	также и	3	2
177	автора и	2	2
178	нуждается в	2	2
179	далеко не	3	2
180	в другом	2	2
181	о том	3	2
182	зрения на	2	2
183	почти все	3	2
184	только с	3	2
185	в области	4	2
186	в одном	3	2
187	до сих	4	2
