N	2gram	Trubetskoy_1	Hudozhes
1	и в	14	28
2	том что	9	19
3	и не	19	18
4	в том	17	15
5	а не	2	14
6	не в	4	13
7	в этом	17	13
8	о том	7	12
9	как и	4	11
10	при этом	5	11
11	в его	4	11
12	не только	9	11
13	уже не	2	10
14	но и	10	9
15	в себе	9	9
16	что он	6	8
17	может быть	9	8
18	себя в	4	8
19	между тем	5	8
20	жизни в	5	7
21	к тому	7	7
22	в мире	4	7
23	в частности	2	7
24	по отношению	2	7
25	тогда как	2	7
26	с ним	2	7
27	состоит в	2	7
28	в котором	2	6
29	то что	13	6
30	жизни и	4	6
31	в своей	5	6
32	если бы	6	6
33	то же	11	6
34	не было	3	6
35	сводится к	3	6
36	а в	5	6
37	в глазах	2	6
38	и с	7	6
39	тем что	3	6
40	для себя	2	6
41	в то	10	6
42	что это	3	5
43	у него	2	5
44	в своем	6	5
45	как бы	4	5
46	да и	3	5
47	в этой	4	5
48	что в	4	5
49	она не	2	5
50	в самом	3	5
51	никогда не	5	5
52	только на	2	5
53	для него	6	5
54	тому что	2	4
55	то в	3	4
56	но не	4	4
57	что они	3	4
58	в качестве	3	4
59	же время	10	4
60	для того	6	4
61	и о	2	4
62	он не	5	4
63	для нее	2	4
64	что и	3	4
65	и т	3	4
66	не может	22	4
67	того чтобы	8	4
68	как будто	2	4
69	только в	5	4
70	в других	2	4
71	а между	5	4
72	к себе	2	3
73	что все	3	3
74	с нею	3	3
75	прежде всего	8	3
76	в нем	5	3
77	для нас	2	3
78	самом деле	7	3
79	все что	4	3
80	есть и	2	3
81	еще не	3	3
82	было бы	5	3
83	несмотря на	3	3
84	одной из	3	3
85	в ней	2	3
86	мы уже	2	3
87	этом и	2	3
88	в этих	2	3
89	все они	3	3
90	противоречие с	2	3
91	со стороны	4	3
92	все это	6	3
93	а с	2	3
94	и состоит	2	3
95	так же	2	3
96	или в	3	3
97	можно было	4	3
98	и на	5	3
99	на себя	2	3
100	к нему	2	3
101	место в	2	2
102	только для	2	2
103	он сам	3	2
104	себя и	5	2
105	отнюдь не	7	2
106	его и	2	2
107	именно в	3	2
108	и от	2	2
109	из этих	3	2
110	или иного	2	2
111	или иной	5	2
112	о которых	3	2
113	одна из	3	2
114	ибо в	3	2
115	он будет	4	2
116	и к	6	2
117	того или	2	2
118	до сих	5	2
119	если в	6	2
120	все же	4	2
121	не будет	7	2
122	из них	3	2
123	вместе с	4	2
124	сих пор	5	2
125	данном случае	3	2
126	что же	4	2
127	приводит к	4	2
128	и тогда	2	2
129	как на	8	2
130	лишь в	3	2
131	именно на	2	2
132	тем самым	2	2
133	хотя бы	5	2
134	и для	6	2
135	с точки	9	2
136	в данном	7	2
137	и то	4	2
138	потому что	5	2
139	в виде	3	2
140	точки зрения	11	2
141	с самим	2	2
142	к той	2	2
143	приходит к	3	2
144	говорить о	3	2
145	в другом	3	2
146	и только	5	2
147	и т.д	4	2
148	его в	4	2
149	она может	3	2
150	но в	2	2
151	любви к	2	2
