N	2gram	Tiupa_Narr_2	Istorich
1	и в	13	25
2	что он	5	22
3	и т	2	20
4	может быть	10	17
5	мы имеем	3	14
6	не только	26	13
7	но и	15	13
8	в его	6	12
9	и не	14	11
10	уже не	4	11
11	все же	6	10
12	в этом	13	10
13	с другой	5	9
14	и его	3	9
15	таким образом	5	9
16	героя в	6	9
17	в виде	2	9
18	что в	4	8
19	том что	13	8
20	еще не	2	8
21	на него	5	8
22	все эти	3	8
23	и что	2	8
24	в частности	11	7
25	в качестве	14	7
26	во время	2	7
27	как и	4	7
28	но это	2	7
29	то что	8	7
30	одной стороны	5	7
31	в нем	5	7
32	с одной	5	7
33	превращается в	2	7
34	потому что	2	7
35	и здесь	2	7
36	представляет собой	16	7
37	только в	11	7
38	о том	5	7
39	это не	3	6
40	прежде всего	6	6
41	что и	2	6
42	себя в	2	6
43	как в	5	6
44	не может	8	6
45	и он	2	6
46	не в	8	6
47	в том	14	6
48	что это	4	5
49	для нас	2	5
50	но не	3	5
51	в ней	2	5
52	в него	2	5
53	так же	2	5
54	мы не	2	5
55	не менее	4	4
56	если не	2	4
57	что у	2	4
58	и тем	5	4
59	тем не	5	4
60	в ее	4	4
61	же как	2	4
62	то же	4	4
63	он не	5	4
64	с ним	4	4
65	никогда не	6	3
66	представления о	2	3
67	и все	4	3
68	в целом	3	3
69	в свою	2	3
70	ему в	2	3
71	в этой	4	3
72	в то	5	3
73	в себя	4	3
74	того чтобы	3	3
75	на том	3	3
76	о нем	3	3
77	представляют собой	2	3
78	в форме	5	3
79	а в	9	3
80	в данном	10	3
81	они не	2	3
82	героя и	2	3
83	перед нами	4	2
84	у него	6	2
85	он может	2	2
86	со своими	2	2
87	вовсе не	2	2
88	а как	3	2
89	на то	2	2
90	можно сказать	6	2
91	об этом	4	2
92	же в	4	2
93	с этой	3	2
94	мы узнаем	2	2
95	одна из	3	2
96	о герое	3	2
97	как у	4	2
98	и сам	3	2
99	жизни и	4	2
100	несмотря на	2	2
101	если бы	4	2
102	во сне	2	2
103	но для	2	2
104	как бы	6	2
105	один из	3	2
106	в своей	4	2
107	отношению к	5	2
108	данном случае	6	2
109	со стороны	6	2
110	говорит о	2	2
111	по отношению	5	2
112	и для	3	2
113	не объясняет	2	2
114	в течение	2	2
115	самом деле	3	2
116	а не	17	2
117	того что	6	2
118	и по	3	2
119	в других	2	2
120	роль в	2	2
121	сказать что	3	2
122	но он	2	2
123	точки зрения	5	2
124	на одном	2	2
125	к его	3	2
126	которой он	3	2
127	и вновь	2	2
128	ничего не	6	2
129	о чем	2	2
130	все его	4	2
131	том как	2	2
