N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	23	40
2	то есть	24	18
3	и его	13	17
4	прежде всего	7	16
5	в романе	11	15
6	в этом	25	15
7	мы уже	2	13
8	не только	13	13
9	и не	34	13
10	в его	24	13
11	что в	8	12
12	вовсе не	8	12
13	как и	8	11
14	но и	11	11
15	и т.п	3	10
16	таким образом	11	10
17	как мы	5	10
18	в них	3	9
19	и все	3	9
20	в сущности	5	9
21	может быть	21	9
22	он не	4	9
23	в том	11	8
24	у него	6	8
25	все эти	8	8
26	и с	4	8
27	той же	6	8
28	и на	10	8
29	но в	4	8
30	в своем	8	7
31	в одном	9	7
32	в духе	3	7
33	то же	10	7
34	он и	5	7
35	в этих	2	6
36	к этому	2	6
37	же время	7	6
38	в самом	8	6
39	во всех	5	6
40	в своей	11	6
41	и других	5	6
42	в той	6	6
43	в то	10	6
44	до конца	5	6
45	он говорит	2	6
46	в литературе	3	5
47	мы видим	3	5
48	как раз	4	5
49	в нем	20	5
50	то что	18	5
51	не было	3	5
52	а не	20	5
53	и для	3	5
54	в основе	5	5
55	в своих	2	5
56	так сказать	3	5
57	для него	15	5
58	и во	2	4
59	том что	9	4
60	до сих	2	4
61	было бы	6	4
62	в основном	2	4
63	из них	2	4
64	и потому	3	4
65	даже в	2	4
66	ни в	3	4
67	один из	2	4
68	в мире	7	4
69	жизни и	6	4
70	сих пор	2	4
71	в их	3	4
72	все это	7	4
73	роль в	2	4
74	о том	2	4
75	и о	3	4
76	в данном	2	4
77	того чтобы	4	4
78	и даже	3	4
79	и здесь	3	4
80	в истории	2	4
81	так как	7	4
82	в области	3	4
83	поэтому и	2	3
84	с его	6	3
85	всех этих	3	3
86	сущности только	2	3
87	если бы	10	3
88	мировой литературы	2	3
89	для понимания	3	3
90	и к	4	3
91	но это	5	3
92	в этой	4	3
93	одна из	2	3
94	кроме того	3	3
95	еще не	5	3
96	но именно	4	3
97	весь этот	2	3
98	и есть	5	3
99	никак не	2	3
100	как бы	28	3
101	о нем	11	3
102	со всею	3	3
103	и наконец	5	3
104	что и	5	3
105	вместе с	2	3
106	во все	3	3
107	так и	10	3
108	как в	6	3
109	во всей	2	3
110	по отношению	11	3
111	не может	11	3
112	а в	7	3
113	на самом	4	3
114	там где	6	3
115	самом деле	5	3
116	слово в	2	3
117	для того	2	3
118	между ними	2	3
119	и как	8	3
120	но все	4	3
121	можно было	3	3
122	сказать что	5	3
123	между тем	5	3
124	тем что	3	3
125	при этом	3	3
126	в отличие	2	3
127	они не	3	3
128	в себе	5	3
129	только в	8	3
130	в конце	5	3
131	и самое	2	3
132	в свете	3	3
133	их в	2	3
134	отличие от	2	3
135	не исчерпывается	2	2
136	уже в	5	2
137	в книге	3	2
138	ему не	2	2
139	поэтому в	2	2
140	хотя бы	2	2
141	с другой	2	2
142	это не	10	2
143	его произведениях	2	2
144	из этих	2	2
145	это в	2	2
146	какой бы	2	2
147	и был	3	2
148	что было	3	2
149	в условиях	2	2
150	что он	10	2
151	и вот	2	2
152	такой образ	2	2
153	можно сказать	2	2
154	все же	5	2
155	следовательно и	2	2
156	это и	9	2
157	мы остановимся	3	2
158	сочетается с	3	2
159	в обычном	2	2
160	но не	8	2
161	все что	3	2
162	его романа	2	2
163	и перед	2	2
164	и другие	2	2
165	и сам	2	2
166	в первой	2	2
167	например в	3	2
168	на его	2	2
169	к нему	3	2
170	по преимуществу	3	2
171	одним из	8	2
172	у самого	2	2
173	и понимания	3	2
174	ни одной	2	2
175	в котором	2	2
176	отношению к	11	2
177	в целом	4	2
178	данном случае	2	2
179	в этот	2	2
180	в форме	6	2
181	его творчество	4	2
182	не раз	2	2
183	этом отношении	5	2
184	именно в	6	2
185	представляется нам	2	2
186	здесь мы	2	2
187	лишь в	3	2
188	и у	4	2
189	что для	2	2
190	рядом с	13	2
191	потому что	12	2
192	говорит он	8	2
193	материал и	2	2
194	приводит его	2	2
195	он в	2	2
196	но он	2	2
197	точки зрения	21	2
198	этот мир	3	2
199	выражение в	4	2
200	но как	3	2
201	все то	4	2
202	в один	2	2
203	романа в	4	2
204	его к	4	2
205	которые он	2	2
206	этого слова	2	2
207	как он	2	2
208	и это	5	2
209	одном из	2	2
210	но конечно	2	2
211	в которой	4	2
212	в плане	5	2
213	мы не	2	2
