N	2gram	Nazirov_Tv_1	Vladivir
1	и в	21	31
2	в году	7	30
3	не только	7	24
4	но и	3	19
5	то что	8	18
6	и не	7	17
7	у него	7	15
8	и даже	3	15
9	м м	11	15
10	том что	11	14
11	что в	12	14
12	в этом	6	14
13	и с	3	14
14	там же	3	13
15	что он	6	12
16	в его	13	12
17	но в	7	12
18	с его	11	11
19	в том	7	11
20	потому что	5	11
21	о том	6	11
22	же с	2	11
23	так что	2	10
24	он не	8	10
25	никогда не	3	9
26	а в	6	9
27	только в	5	9
28	в дальнейшем	3	8
29	в петербурге	4	8
30	и по	3	8
31	в то	15	8
32	так как	3	8
33	уже в	3	7
34	для него	6	7
35	об этом	2	7
36	и его	6	7
37	сказать что	2	7
38	к этому	2	6
39	можно сказать	2	6
40	в качестве	2	6
41	того же	2	6
42	может быть	5	6
43	в котором	6	6
44	так и	2	6
45	не может	4	6
46	то же	13	6
47	не был	3	5
48	в россию	2	5
49	все это	10	5
50	вовсе не	5	5
51	не в	2	5
52	и от	4	5
53	что и	2	5
54	жизни и	3	5
55	когда он	2	5
56	в своих	5	5
57	но он	2	5
58	с ним	3	5
59	я не	3	4
60	же время	12	4
61	в своем	4	4
62	и все	6	4
63	н г	2	4
64	в нем	3	4
65	к ней	2	4
66	в себе	2	4
67	что его	2	4
68	как и	12	4
69	и как	4	4
70	в этой	5	4
71	хотя и	3	4
72	еще в	2	4
73	один из	4	4
74	в своей	4	4
75	мысли и	4	4
76	говорит что	2	4
77	и у	2	4
78	что для	2	4
79	м с	5	4
80	дело в	3	4
81	в россии	3	4
82	в которой	3	4
83	но только	2	3
84	к тому	2	3
85	в виде	3	3
86	отнюдь не	5	3
87	т ii	2	3
88	с другой	3	3
89	в жизни	2	3
90	как в	8	3
91	но не	3	3
92	но это	5	3
93	тот же	2	3
94	время он	2	3
95	все же	5	3
96	на его	3	3
97	в целом	4	3
98	вместе с	2	3
99	только на	2	3
100	таким образом	5	3
101	человека как	2	3
102	в в	2	3
103	здесь мы	2	3
104	не мог	2	3
105	уже не	3	3
106	свидетельствует о	2	3
107	и он	2	3
108	и притом	2	3
109	и на	7	3
110	это время	2	3
111	то есть	12	3
112	но она	2	3
113	в момент	4	2
114	место в	3	2
115	во многом	7	2
116	он сам	6	2
117	не менее	6	2
118	в частности	2	2
119	хотя бы	5	2
120	не столько	2	2
121	что все	3	2
122	вопросы философии	2	2
123	но его	2	2
124	одной из	4	2
125	тем не	2	2
126	это и	3	2
127	что я	3	2
128	никуда не	2	2
129	при этом	7	2
130	того что	3	2
131	в самом	3	2
132	одним из	4	2
133	просто не	3	2
134	с которым	2	2
135	к жизни	2	2
136	даже в	3	2
137	которого он	2	2
138	и т	3	2
139	не отрицал	2	2
140	из них	2	2
141	не по	3	2
142	дело не	3	2
143	что она	2	2
144	только что	2	2
145	как к	2	2
146	и других	3	2
147	на первом	2	2
148	он говорит	3	2
149	тем самым	7	2
150	году в	2	2
151	времени в	13	2
152	той же	3	2
153	воли и	3	2
154	где он	2	2
155	а по	2	2
156	больше чем	2	2
157	известно что	2	2
158	о котором	2	2
159	в чем	2	2
160	бога и	2	2
