N	2gram	Losev_Dial_2	Istorich
1	и в	19	22
2	мы имеем	3	19
3	в этом	8	17
4	и т	17	16
5	т е	30	16
6	т д	15	15
7	что в	7	15
8	не только	19	14
9	но и	12	12
10	и не	30	12
11	и пр	5	11
12	может быть	20	11
13	в этих	3	11
14	или в	2	11
15	еще не	4	10
16	таким образом	4	10
17	но в	2	10
18	что он	6	9
19	в нем	10	9
20	что и	5	9
21	вместе с	2	9
22	в том	14	9
23	что они	6	8
24	с этим	3	8
25	не знаю	2	8
26	том что	10	8
27	мы видим	2	8
28	как мы	3	8
29	другой стороны	4	7
30	с другой	5	7
31	но не	6	7
32	то что	14	7
33	из них	3	7
34	уже не	3	7
35	мы должны	2	7
36	так как	14	7
37	связи с	4	6
38	это не	10	6
39	что здесь	2	6
40	мы уже	8	6
41	а в	4	6
42	то же	12	6
43	а не	16	6
44	во время	2	6
45	ничего не	3	6
46	не менее	3	5
47	в частности	2	5
48	тем не	2	5
49	так что	7	5
50	до сих	2	5
51	есть и	6	5
52	или по	2	5
53	все же	4	5
54	что она	14	5
55	он не	4	5
56	того что	6	5
57	сих пор	2	5
58	к нему	4	5
59	могут быть	4	5
60	у меня	3	5
61	в некоторых	2	5
62	в этой	3	5
63	как это	7	4
64	не в	8	4
65	только в	5	4
66	на этом	2	4
67	она не	8	4
68	они не	3	4
69	что на	2	4
70	в царство	2	4
71	а именно	5	4
72	и его	5	4
73	в данном	3	4
74	не может	9	4
75	но он	4	4
76	тем что	2	4
77	и они	2	4
78	все эти	2	4
79	и с	5	4
80	связана с	2	3
81	я не	6	3
82	что у	2	3
83	в одной	4	3
84	и от	3	3
85	и все	12	3
86	прежде всего	8	3
87	можно только	2	3
88	не что	3	3
89	к тому	2	3
90	и к	7	3
91	как и	10	3
92	и как	10	3
93	но это	7	3
94	эти два	2	3
95	было бы	3	3
96	на его	2	3
97	можно ли	3	3
98	никогда не	9	3
99	и она	2	3
100	быть и	4	3
101	ее в	2	3
102	данном случае	2	3
103	в связи	4	3
104	все равно	5	3
105	так же	2	3
106	его не	2	3
107	с ними	2	3
108	иное как	3	3
109	сказать что	10	3
110	потому что	14	3
111	что иное	3	3
112	о том	5	3
113	его в	3	3
114	их в	2	3
115	в чем	3	3
116	однако это	2	3
117	как только	3	2
118	не было	3	2
119	все время	3	2
120	всех этих	3	2
121	а она	5	2
122	с тем	2	2
123	независимо от	4	2
124	только не	2	2
125	и есть	4	2
126	уже знаем	3	2
127	ко мне	2	2
128	в одном	4	2
129	в жизни	2	2
130	на очень	2	2
131	на все	2	2
132	вовсе не	13	2
133	вопрос о	3	2
134	а я	2	2
135	в тех	2	2
136	можно сказать	5	2
137	во всяком	2	2
138	как таковой	4	2
139	или не	2	2
140	же в	2	2
141	ни в	10	2
142	есть ли	5	2
143	но все	2	2
144	в силу	5	2
145	и более	3	2
146	об этой	2	2
147	с одной	2	2
148	как в	2	2
149	при этом	4	2
150	говорят что	4	2
151	то время	4	2
152	это еще	2	2
153	совершенно не	7	2
154	например в	2	2
155	себе и	3	2
156	же как	3	2
157	да и	6	2
158	в ней	2	2
159	и потому	5	2
160	всяком случае	2	2
161	даже в	3	2
162	то это	2	2
163	и уже	3	2
164	и это	5	2
165	после этого	3	2
166	жизни и	6	2
167	так и	10	2
168	от своих	2	2
169	в своем	4	2
170	не раз	2	2
171	на самом	2	2
172	и вот	4	2
173	и что	5	2
174	что не	6	2
175	и даже	14	2
176	есть только	4	2
177	время как	7	2
178	и потом	2	2
179	и то	7	2
180	между тем	2	2
181	в виде	2	2
182	точки зрения	12	2
183	в другом	4	2
184	в то	6	2
185	во все	2	2
186	как будто	7	2
187	то не	3	2
188	что по	2	2
189	же не	3	2
