N	2gram	Bakhtin_Pr_1	TeoriaLi
1	в мире	6	24
2	не только	15	18
3	и не	31	16
4	а в	7	14
5	и в	29	13
6	может быть	24	12
7	так и	7	12
8	при этом	2	11
9	в этом	22	11
10	в том	8	11
11	но не	9	10
12	а не	22	10
13	и его	14	10
14	в его	24	9
15	то же	14	9
16	что в	8	8
17	отношению к	8	8
18	но и	14	8
19	по отношению	8	8
20	в себе	7	7
21	том что	7	7
22	в данном	2	7
23	точки зрения	19	7
24	в то	10	7
25	только в	10	7
26	с его	9	6
27	же время	9	6
28	еще не	5	6
29	в первой	2	6
30	как бы	19	6
31	но в	7	6
32	и одновременно	3	5
33	однако в	2	5
34	в своем	8	5
35	как и	12	5
36	не в	7	5
37	в пределах	13	5
38	между ними	2	5
39	в самом	10	5
40	в нем	19	5
41	данном случае	2	5
42	как в	6	5
43	он не	5	5
44	уже не	13	5
45	с другой	3	5
46	между тем	5	5
47	героя и	10	5
48	личности в	4	4
49	ни в	3	4
50	порядка в	3	4
51	в своей	8	4
52	то что	15	4
53	отношение к	2	4
54	по преимуществу	2	4
55	в форме	7	4
56	в их	3	4
57	приводит к	3	4
58	не может	12	4
59	художественного мира	5	4
60	сказать что	3	4
61	но он	2	4
62	и ее	2	4
63	не знает	3	4
64	мира и	7	4
65	перед нами	5	3
66	художественного творчества	3	3
67	и др	5	3
68	никогда не	3	3
69	в отношении	2	3
70	в противоположность	2	3
71	этом смысле	10	3
72	прежде всего	7	3
73	и к	2	3
74	для него	18	3
75	и сам	2	3
76	например в	3	3
77	совпадает с	2	3
78	и потому	6	3
79	на почве	3	3
80	во времени	3	3
81	другой стороны	3	3
82	как раз	6	3
83	входит в	7	3
84	таким образом	12	3
85	именно в	5	3
86	мира в	5	3
87	и что	2	3
88	потому что	8	3
89	нового времени	3	3
90	в основе	4	3
91	в этой	4	3
92	отношении к	3	3
93	его в	6	3
94	все эти	9	3
95	в художественном	3	3
96	в произведении	4	3
97	я не	3	2
98	если бы	9	2
99	была бы	3	2
100	могут быть	6	2
101	за пределы	7	2
102	себя и	2	2
103	в конце	6	2
104	это не	9	2
105	о себе	12	2
106	вовсе не	7	2
107	по себе	8	2
108	в литературе	4	2
109	что он	8	2
110	что может	2	2
111	но как	3	2
112	и как	7	2
113	в большинстве	2	2
114	о своем	3	2
115	из которых	2	2
116	здесь мы	2	2
117	даже в	4	2
118	к нему	6	2
119	зрения и	2	2
120	в целом	6	2
121	не на	4	2
122	как к	3	2
123	в романе	9	2
124	и для	4	2
125	это и	5	2
126	в себя	3	2
127	в той	2	2
128	и о	5	2
129	внешнего мира	3	2
130	с точки	13	2
131	и даже	2	2
132	во всей	2	2
133	так же	6	2
134	в художественной	2	2
135	их в	4	2
136	автора и	5	2
137	у него	5	2
138	самим собою	2	2
139	на себя	2	2
140	и здесь	3	2
141	как будто	3	2
142	в структуре	2	2
143	и это	5	2
144	автора как	3	2
145	в которой	2	2
146	отношения к	3	2
