N	2gram	Vygotskiy__1	slovoVRo
1	и в	31	39
2	может быть	22	37
3	и т	26	35
4	и его	7	33
5	т п	16	33
6	то есть	26	26
7	не только	13	24
8	и не	16	22
9	но и	2	21
10	не может	17	20
11	в нем	2	19
12	до конца	6	17
13	все это	8	16
14	в этом	12	16
15	так и	3	15
16	а не	13	14
17	слова в	3	13
18	как в	9	13
19	отличие от	4	13
20	в процессе	5	13
21	в отличие	3	12
22	вовсе не	6	10
23	не в	11	9
24	и с	2	9
25	прежде всего	4	8
26	таким образом	20	8
27	точки зрения	15	8
28	при этом	19	7
29	в его	6	7
30	как бы	5	7
31	никогда не	8	7
32	в этих	4	7
33	и потому	2	7
34	и даже	6	7
35	как мы	2	7
36	могут быть	11	7
37	с ним	2	7
38	в него	2	7
39	в них	2	6
40	и к	3	6
41	все же	5	6
42	как и	16	6
43	в своем	3	6
44	но не	3	6
45	она не	5	6
46	в сущности	10	6
47	жизни и	3	6
48	там где	4	6
49	в слове	3	6
50	но в	3	6
51	не могут	3	5
52	с другой	5	5
53	и для	5	5
54	и все	5	5
55	по себе	9	5
56	для нас	5	5
57	том что	16	5
58	одной стороны	6	5
59	только в	14	5
60	в том	30	5
61	например в	3	5
62	и их	2	5
63	один из	4	5
64	мышления и	3	5
65	с одной	5	5
66	уже не	2	5
67	от него	2	5
68	не менее	2	4
69	себя и	2	4
70	ни в	9	4
71	зависимости от	6	4
72	одна из	4	4
73	наконец в	2	4
74	на почве	2	4
75	в зависимости	5	4
76	его не	2	4
77	то же	5	4
78	что оно	3	4
79	и других	3	4
80	для всех	4	4
81	в таком	3	4
82	а в	6	4
83	дело с	3	4
84	в основе	2	4
85	в то	5	4
86	отношение к	2	4
87	его в	2	4
88	во всем	3	4
89	так как	18	4
90	или как	2	4
91	если она	2	3
92	и там	2	3
93	что в	23	3
94	точку зрения	3	3
95	и от	2	3
96	отметить что	2	3
97	человека и	2	3
98	должна быть	3	3
99	в собственном	3	3
100	стороны и	3	3
101	сама по	2	3
102	что и	13	3
103	точек зрения	3	3
104	но это	3	3
105	у него	4	3
106	и как	2	3
107	как к	2	3
108	к нему	2	3
109	собственном смысле	3	3
110	и дальше	2	3
111	бы и	2	3
112	этом отношении	2	3
113	с точки	2	3
114	той же	3	3
115	п все	2	3
116	сказать что	7	3
117	между тем	4	3
118	ту же	2	3
119	в чем	2	3
120	как это	4	3
121	во всяком	8	3
122	уже в	3	2
123	не было	3	2
124	независимо от	2	2
125	и другие	4	2
126	хотя и	3	2
127	его и	3	2
128	тогда когда	5	2
129	не всегда	2	2
130	как например	2	2
131	только о	2	2
132	в себе	4	2
133	и здесь	2	2
134	что он	7	2
135	без всякого	2	2
136	х годов	5	2
137	более или	2	2
138	очень легко	2	2
139	все что	3	2
140	мы увидим	4	2
141	со всеми	4	2
142	в поэзии	2	2
143	всяком случае	6	2
144	даже в	2	2
145	точка зрения	4	2
146	с таким	11	2
147	но мы	3	2
148	сих пор	3	2
149	мы видели	2	2
150	то что	32	2
151	не знаем	2	2
152	вместе с	8	2
153	те же	4	2
154	или менее	2	2
155	внутреннюю форму	3	2
156	отличается от	2	2
157	в связи	2	2
158	с этим	3	2
159	т д	8	2
160	это и	3	2
161	в себя	2	2
162	мы не	12	2
163	того чтобы	7	2
164	для того	6	2
165	роль в	3	2
166	в результате	4	2
167	он не	3	2
168	нуждается в	3	2
169	далеко не	2	2
170	но как	2	2
171	может стать	3	2
172	о том	7	2
173	как он	2	2
174	зрения на	2	2
175	почти все	2	2
176	в области	11	2
177	в одном	2	2
178	оно было	2	2
179	до сих	3	2
