N	2gram	Tiupa_Narr_1	Analitik
1	в качестве	14	31
2	может быть	15	29
3	в том	8	27
4	не может	8	22
5	и не	23	21
6	в частности	14	19
7	и в	11	18
8	а не	13	17
9	но и	27	17
10	представляет собой	8	16
11	отнюдь не	2	15
12	не только	31	15
13	тогда как	10	14
14	не в	6	14
15	как и	13	13
16	в его	6	13
17	в этом	12	13
18	текста в	3	12
19	том что	7	12
20	при этом	19	12
21	состоит в	10	11
22	в себе	6	11
23	то есть	9	11
24	но не	4	10
25	то же	8	9
26	а в	13	9
27	иначе говоря	8	9
28	в то	4	9
29	в мире	4	8
30	в той	2	8
31	в принципе	4	8
32	но в	7	8
33	к тому	6	7
34	тем самым	5	7
35	времени и	9	6
36	это не	3	6
37	прежде всего	4	6
38	или иной	4	6
39	же время	4	6
40	в самом	6	6
41	в сущности	2	6
42	в случае	2	6
43	себя в	2	6
44	той или	5	6
45	то что	9	6
46	в своей	5	6
47	в отличие	2	6
48	отличие от	2	6
49	по отношению	3	6
50	точки зрения	5	6
51	только в	12	6
52	мы имеем	3	6
53	и того	2	5
54	и как	3	5
55	в этой	6	5
56	что в	3	5
57	такого рода	10	5
58	имеет место	4	5
59	как бы	6	5
60	отношению к	3	5
61	в целом	3	5
62	в тексте	13	5
63	и т.п	8	5
64	и состоит	4	5
65	сводится к	3	5
66	лишь в	3	5
67	и его	10	5
68	между тем	3	5
69	и на	5	5
70	о том	4	5
71	в произведении	2	5
72	того что	4	4
73	столь же	5	4
74	с другой	2	4
75	не всегда	3	4
76	по себе	4	4
77	в литературе	4	4
78	тому же	6	4
79	большей или	2	4
80	имеем дело	2	4
81	для того	3	4
82	в области	2	4
83	в конечном	3	4
84	все же	4	4
85	вместе с	2	4
86	так и	5	4
87	во времени	9	4
88	дело с	2	4
89	именно в	3	4
90	и пространстве	6	4
91	сознания в	2	4
92	уже не	8	4
93	исходя из	3	4
94	как правило	5	4
95	всего лишь	3	4
96	с ним	2	4
97	по мысли	3	3
98	с его	4	3
99	однако в	3	3
100	в нашем	3	3
101	которая в	2	3
102	хотя бы	2	3
103	и все	3	3
104	в нем	4	3
105	в ходе	3	3
106	что он	3	3
107	она может	2	3
108	как известно	3	3
109	еще не	4	3
110	что не	2	3
111	он не	3	3
112	о нем	3	3
113	если в	2	3
114	дело не	2	3
115	не будет	2	3
116	того чтобы	4	3
117	к нему	4	3
118	в таком	2	3
119	тому как	3	3
120	между двумя	5	3
121	подобно тому	3	3
122	в наиболее	2	3
123	я в	2	3
124	как будто	3	3
125	что мы	2	3
126	в равной	2	3
127	быть не	3	3
128	а также	6	3
129	если бы	7	3
130	своего рода	10	3
131	в состав	3	3
132	встречи с	2	2
133	художественного высказывания	2	2
134	и то	3	2
135	никогда не	4	2
136	его и	2	2
137	между собой	2	2
138	первом случае	3	2
139	национального языка	2	2
140	установкой на	2	2
141	не является	3	2
142	из этих	4	2
143	другого сознания	2	2
144	художественного письма	3	2
145	не сводится	2	2
146	можно сказать	5	2
147	равной степени	2	2
148	различного рода	3	2
149	в начале	3	2
150	то в	4	2
151	соответствии с	4	2
152	в противовес	3	2
153	для него	4	2
154	в пределах	2	2
155	или не	4	2
156	при всей	3	2
157	и о	3	2
158	не о	2	2
159	и самого	2	2
160	в роли	2	2
161	и является	2	2
162	одного из	6	2
163	за пределами	2	2
164	еще в	3	2
165	сами по	2	2
166	один из	6	2
167	представляют собой	3	2
168	из них	4	2
169	события в	2	2
170	данном случае	8	2
171	со стороны	8	2
172	присутствия в	3	2
173	и тогда	2	2
174	который в	2	2
175	другой стороны	2	2
176	здесь не	2	2
177	этом отношении	3	2
178	самом деле	3	2
179	единого художественного	2	2
180	может служить	3	2
181	едва ли	3	2
182	особенно в	2	2
183	роль в	2	2
184	как мы	2	2
185	на себя	4	2
186	каждый из	2	2
187	также и	3	2
188	героя в	3	2
189	самого рассказывания	2	2
190	в присутствии	2	2
191	в данном	11	2
192	же самое	2	2
193	и составляет	2	2
194	жизни но	2	2
195	в первом	4	2
196	героя к	2	2
197	в эпизоде	4	2
198	потому что	5	2
199	в сознании	4	2
200	и с	3	2
201	мира в	4	2
