N	3gram	Vygotskiy__7	KulturaY
1	в том что	13	15
2	для того чтобы	18	15
3	с точки зрения	21	9
4	по отношению к	5	8
5	в самом деле	4	7
6	только потому что	3	6
7	мере в какой	2	5
8	в этом отношении	3	5
9	о том что	4	5
10	в той мере	2	5
11	той мере в	2	5
12	том что он	2	4
13	до сих пор	3	4
14	тем не менее	3	4
15	состоит в том	3	3
16	в свою очередь	2	3
17	не может быть	4	3
18	вместе с тем	4	3
19	к тому что	6	2
20	нужно было бы	2	2
21	этой точки зрения	4	2
22	на то что	4	2
23	на самом деле	2	2
24	заключается в том	4	2
25	в том и	3	2
26	в этом случае	14	2
