N	2gram	Nazirov_Tv_1	Hudozhes
1	том что	11	16
2	и в	21	14
3	так и	2	13
4	а не	5	12
5	в том	7	12
6	не только	7	12
7	при этом	7	12
8	о том	6	12
9	прежде всего	4	11
10	и т	3	11
11	в этом	6	11
12	в себе	2	11
13	в рассказе	3	11
14	для него	6	10
15	в своей	4	10
16	у него	7	9
17	что он	6	9
18	как и	12	9
19	в качестве	2	9
20	то же	13	9
21	как в	8	8
22	то что	8	8
23	же время	12	8
24	т п	2	8
25	в этой	5	8
26	в то	15	8
27	в его	13	8
28	быть может	2	7
29	это не	4	7
30	личности в	2	7
31	к тому	2	7
32	уже не	3	7
33	не в	2	7
34	своего рода	4	7
35	как бы	17	7
36	не может	4	7
37	именно в	2	7
38	а в	6	7
39	не случайно	4	7
40	никогда не	3	6
41	что в	12	6
42	в первой	2	6
43	жизни в	6	6
44	человека в	6	6
45	не менее	6	5
46	перед нами	2	5
47	с его	11	5
48	к жизни	2	5
49	в частности	2	5
50	в этих	2	5
51	об этом	2	5
52	может быть	5	5
53	только в	5	5
54	и он	2	5
55	но и	3	5
56	во второй	2	5
57	жизни и	3	5
58	по мнению	3	5
59	одновременно и	2	5
60	самом деле	2	5
61	и его	6	5
62	потому что	5	5
63	человеческих отношений	3	5
64	героя и	2	5
65	но в	7	5
66	в своем	4	4
67	та же	4	4
68	и от	4	4
69	и все	6	4
70	в духе	2	4
71	можно сказать	2	4
72	тем не	2	4
73	то в	2	4
74	в самом	3	4
75	в ней	2	4
76	один из	4	4
77	что она	2	4
78	из них	2	4
79	этой связи	2	4
80	того что	3	4
81	только что	2	4
82	он не	8	4
83	как будто	5	4
84	в русской	5	4
85	с ним	3	4
86	и с	3	4
87	но не	3	3
88	отнюдь не	5	3
89	но он	2	3
90	в лице	2	3
91	это в	3	3
92	в литературе	2	3
93	в мире	4	3
94	ф м	2	3
95	не имеют	4	3
96	по преимуществу	2	3
97	и когда	2	3
98	еще в	2	3
99	даже в	3	3
100	в нем	3	3
101	русской литературе	4	3
102	все же	5	3
103	своего я	2	3
104	приводит к	2	3
105	и даже	3	3
106	и по	3	3
107	в своих	5	3
108	м м	11	3
109	такой же	2	3
110	и на	7	3
111	как к	2	3
112	в финале	4	3
113	в творчестве	6	3
114	в человеке	4	2
115	если в	2	2
116	однако в	2	2
117	конечном счете	4	2
118	героев в	2	2
119	по нашему	5	2
120	не означает	2	2
121	м бахтин	6	2
122	не столько	2	2
123	в одной	2	2
124	больше не	4	2
125	своих героев	3	2
126	в себя	2	2
127	в конечном	4	2
128	не нужно	2	2
129	живет в	2	2
130	человека его	2	2
131	так что	2	2
132	одна из	2	2
133	в целом	4	2
134	до конца	2	2
135	одной из	4	2
136	на его	3	2
137	только на	2	2
138	хотя и	3	2
139	в него	2	2
140	авторской позиции	3	2
141	этой книги	3	2
142	на том	2	2
143	в их	3	2
144	все это	10	2
145	влияние на	2	2
146	не знает	2	2
147	и не	7	2
148	на самом	3	2
149	там же	3	2
150	что не	2	2
151	той же	3	2
152	личности и	2	2
153	с ее	3	2
154	эти слова	2	2
155	что я	3	2
156	о котором	2	2
157	так сказать	2	2
158	я и	3	2
