N	2gram	Vygotskiy__7	Marksizm
1	может быть	7	28
2	и в	26	19
3	как бы	6	19
4	и не	18	19
5	не может	11	18
6	в процессе	5	18
7	точки зрения	28	17
8	то же	8	16
9	и его	12	16
10	как мы	14	15
11	в этом	29	15
12	таким образом	23	14
13	лишь в	2	14
14	в сущности	9	14
15	не только	24	13
16	с точки	21	13
17	речи и	30	13
18	связи с	4	13
19	в нем	2	11
20	если бы	5	11
21	вовсе не	2	11
22	не в	4	10
23	но и	11	10
24	том что	17	10
25	так и	3	10
26	речи в	27	10
27	для него	3	9
28	в основе	3	9
29	как и	15	9
30	самом деле	6	9
31	а не	6	9
32	слова в	5	8
33	не является	3	8
34	по отношению	6	8
35	в то	3	8
36	отношению к	5	8
37	только в	8	8
38	никогда не	4	7
39	в том	18	7
40	его в	2	7
41	но в	4	7
42	прежде всего	7	7
43	внутренней речи	67	7
44	на самом	3	7
45	и для	5	7
46	в смысле	6	6
47	к тому	7	6
48	ни в	2	6
49	в свою	2	6
50	того чтобы	19	6
51	в самом	9	6
52	и следовательно	5	6
53	и значение	5	6
54	с помощью	13	6
55	в направлении	5	6
56	же самое	5	6
57	речи мы	4	6
58	мы уже	3	6
59	во всех	6	6
60	слова и	10	6
61	и значением	5	6
62	если мы	5	6
63	для того	18	6
64	мы можем	3	6
65	свою очередь	2	5
66	самого начала	7	5
67	в большинстве	2	5
68	является не	2	5
69	к нему	3	5
70	в их	2	5
71	как слово	2	5
72	так же	14	5
73	и здесь	2	5
74	большинстве случаев	2	5
75	к другому	3	5
76	к этому	2	5
77	совершенно не	2	5
78	в его	4	5
79	мы ни	2	5
80	этого слова	3	5
81	все же	6	5
82	значения слова	9	5
83	в той	4	5
84	с самого	7	5
85	в данном	5	5
86	выражение в	6	5
87	тому что	9	4
88	в отношении	2	4
89	это не	3	4
90	на то	4	4
91	все те	2	4
92	по мере	7	4
93	то что	24	4
94	и тем	6	4
95	мы видели	3	4
96	и их	5	4
97	значение в	2	4
98	к целому	2	4
99	того что	14	4
100	речь и	5	4
101	сказать что	8	4
102	бы в	5	4
103	как раз	3	4
104	смысле этого	3	4
105	к пониманию	3	4
106	что он	8	4
107	было бы	6	4
108	в основном	3	4
109	для себя	24	4
110	только на	3	4
111	тем же	5	4
112	речь в	4	4
113	в слове	11	4
114	и ее	2	4
115	в себе	9	4
116	ничего не	2	4
117	учение о	3	3
118	перед нами	2	3
119	в этих	2	3
120	в какой	6	3
121	столь же	2	3
122	с другой	4	3
123	она является	2	3
124	и от	4	3
125	в этой	3	3
126	одной стороны	5	3
127	направлении к	2	3
128	в ней	3	3
129	в котором	4	3
130	значения и	3	3
131	его и	2	3
132	а в	2	3
133	с этим	2	3
134	с одной	5	3
135	что оно	4	3
136	все эти	6	3
137	не имеет	2	3
138	должно быть	2	3
139	для других	15	3
140	от одного	2	3
141	в живом	3	3
142	о том	4	3
143	так как	14	3
144	по себе	3	3
145	в ее	6	3
146	у нас	2	3
147	в качестве	5	3
148	одно и	3	3
149	слов и	2	3
150	до сих	3	3
151	еще не	4	3
152	одной из	4	3
153	он не	3	3
154	относится к	2	3
155	и до	2	3
156	что и	3	3
157	не есть	4	3
158	в своей	3	3
159	мысли и	11	3
160	только что	5	3
161	в отличие	2	3
162	развития языка	2	3
163	нами в	4	3
164	слово и	9	3
165	менее всего	3	3
166	той же	8	3
167	с другими	3	3
168	и то	7	3
169	и значения	3	3
170	нашей работы	3	3
171	во всяком	2	3
172	могут быть	2	3
173	речи а	5	3
174	отличие от	2	3
175	сих пор	3	3
176	связана с	3	2
177	уже в	2	2
178	в определенном	2	2
179	что в	12	2
180	что это	6	2
181	в нашем	4	2
182	точку зрения	2	2
183	в одной	3	2
184	и речь	3	2
185	вопрос о	6	2
186	в собственном	3	2
187	его к	2	2
188	разрыв между	2	2
189	мы знаем	2	2
190	которой мы	2	2
191	что они	10	2
192	во внутренней	2	2
193	до конца	5	2
194	из важнейших	3	2
195	и мышление	2	2
196	о чем	4	2
197	одним из	2	2
198	одним и	2	2
199	отношения к	2	2
200	речи к	5	2
201	именно в	6	2
202	друг друга	4	2
203	как на	6	2
204	ее от	2	2
205	но для	2	2
206	и с	5	2
207	речи при	3	2
208	к его	2	2
209	и является	3	2
210	в начале	5	2
211	выражения в	2	2
212	речи можно	4	2
213	в учении	6	2
214	значение и	2	2
215	речи значение	2	2
216	стороны и	4	2
217	но не	3	2
218	речи на	2	2
219	ведь это	2	2
220	внутренней и	2	2
221	и о	3	2
222	речью и	2	2
223	и потому	3	2
224	зрения самого	2	2
225	его значения	3	2
226	собственном смысле	3	2
227	и речи	19	2
228	приводит к	4	2
229	здесь как	2	2
230	что не	2	2
231	должны быть	4	2
232	в речи	5	2
233	ко всем	2	2
234	и он	2	2
235	между ними	3	2
236	мы не	7	2
237	или в	2	2
238	об одном	2	2
239	его значение	2	2
240	слова как	5	2
241	тем что	9	2
242	является в	5	2
243	границы между	2	2
244	если же	2	2
245	речи о	4	2
246	ответ на	2	2
247	в определенных	2	2
248	вместе с	12	2
