N	2gram	Propp_Isto_6	KulturaY
1	и т	10	39
2	потому что	13	25
3	и в	26	23
4	т е	22	22
5	не только	10	20
6	в том	12	19
7	в этом	12	18
8	и не	10	16
9	было бы	2	15
10	так как	18	15
11	может быть	11	15
12	т д	8	14
13	если бы	3	12
14	у нас	5	12
15	все эти	8	12
16	том что	10	11
17	но в	7	11
18	что в	12	10
19	а не	2	10
20	вовсе не	2	9
21	вопрос о	3	9
22	то что	6	9
23	можно было	2	9
24	не может	6	9
25	с другой	10	8
26	прежде всего	4	8
27	не в	3	8
28	в качестве	3	8
29	уже не	7	8
30	и что	5	8
31	что это	2	7
32	все же	8	7
33	но и	9	7
34	другой стороны	8	7
35	и с	6	7
36	это не	4	6
37	в этой	2	6
38	но не	2	6
39	что не	2	6
40	то же	5	6
41	и на	12	6
42	ту же	2	6
43	что мы	2	6
44	должна быть	3	5
45	что он	9	5
46	еще не	9	5
47	в его	5	5
48	всяком случае	2	5
49	один из	3	5
50	и тем	4	5
51	вместе с	8	5
52	что же	2	5
53	таким образом	12	5
54	там где	5	5
55	и вот	3	5
56	целый ряд	2	5
57	как это	5	5
58	и то	3	5
59	во всяком	2	5
60	только в	5	5
61	зависимости от	2	5
62	мы имеем	14	5
63	в них	3	4
64	перед нами	2	4
65	к этому	3	4
66	на то	2	4
67	можно сказать	2	4
68	к тому	2	4
69	мы знаем	2	4
70	для нас	2	4
71	ни в	2	4
72	но все	2	4
73	своего рода	2	4
74	или в	3	4
75	от того	3	4
76	как бы	4	4
77	в нем	8	4
78	на этой	2	4
79	со стороны	3	4
80	так же	2	4
81	не было	3	4
82	не имеет	2	4
83	в данном	3	4
84	сказать что	3	4
85	могут быть	3	4
86	в то	5	4
87	ничего не	2	4
88	так и	5	4
89	или иное	3	3
90	случаи когда	2	3
91	у него	7	3
92	точно так	2	3
93	главным образом	3	3
94	что оно	4	3
95	а также	4	3
96	но это	4	3
97	того же	2	3
98	но для	2	3
99	в ней	5	3
100	он не	2	3
101	что и	4	3
102	что когда	2	3
103	что она	3	3
104	как в	6	3
105	отличается от	2	3
106	так в	6	3
107	в форме	2	3
108	с этим	2	3
109	то и	2	3
110	как мы	4	3
111	сводится к	2	3
112	того что	2	3
113	из которых	3	3
114	и по	4	3
115	то или	2	3
116	вот почему	3	3
117	а в	3	3
118	и его	7	3
119	тем что	5	3
120	знаем что	2	3
121	и это	8	3
122	здесь не	2	3
123	за собой	5	2
124	же как	3	2
125	с тем	4	2
126	в частности	3	2
127	никогда не	13	2
128	что между	4	2
129	о котором	2	2
130	что у	2	2
131	но так	3	2
132	с этой	2	2
133	и от	3	2
134	но здесь	4	2
135	и до	2	2
136	не всегда	4	2
137	что они	2	2
138	очень часто	5	2
139	этом случае	6	2
140	утверждать что	2	2
141	с одной	7	2
142	как будто	3	2
143	после того	2	2
144	когда в	2	2
145	она не	3	2
146	при этом	3	2
147	но есть	3	2
148	что касается	2	2
149	таким же	3	2
150	в свое	2	2
151	мы видели	11	2
152	превращается в	7	2
153	в своей	3	2
154	на том	8	2
155	данном случае	3	2
156	вопрос этот	2	2
157	а именно	9	2
158	в своем	2	2
159	или же	2	2
160	того как	3	2
161	как и	5	2
162	и сейчас	2	2
163	здесь мы	4	2
164	тем самым	2	2
165	должны быть	2	2
166	дает нам	2	2
167	почти всегда	3	2
168	с ними	2	2
169	в которых	2	2
170	быть только	2	2
171	и далее	2	2
172	от этого	3	2
173	он и	2	2
174	в своих	3	2
175	как у	2	2
176	мы должны	2	2
177	но вот	2	2
178	интересно что	2	2
