N	2gram	Bakhtin_Fr_5	Marksizm
1	точки зрения	4	34
2	может быть	2	26
3	и не	15	26
4	не может	5	24
5	с точки	2	20
6	и в	45	19
7	и его	13	19
8	таким образом	8	17
9	в этом	14	16
10	как бы	12	15
11	прежде всего	10	13
12	как мы	8	13
13	как и	10	12
14	так и	6	11
15	если мы	2	11
16	и для	3	11
17	связи с	6	11
18	в самом	4	10
19	в нем	10	10
20	и т.п	16	10
21	самом деле	5	10
22	для него	3	9
23	лишь в	2	9
24	только в	4	9
25	при этом	2	8
26	но и	10	8
27	до сих	3	8
28	не только	14	8
29	все же	2	8
30	то что	2	8
31	сих пор	3	8
32	в каждом	2	7
33	в связи	5	7
34	все эти	5	7
35	так же	8	7
36	но в	14	7
37	во всех	13	7
38	то же	11	7
39	а не	4	7
40	с помощью	3	6
41	в том	10	6
42	кроме того	4	6
43	в пределах	2	6
44	и здесь	4	6
45	того же	3	6
46	в его	13	6
47	мы не	4	6
48	ничего не	4	6
49	в конце	7	5
50	именно в	3	5
51	не в	7	5
52	конечно не	2	5
53	рядом с	2	5
54	в начале	2	5
55	и все	7	5
56	к этому	2	5
57	вовсе не	8	5
58	как ее	2	5
59	в отличие	2	5
60	того чтобы	6	5
61	хотя бы	2	5
62	отличие от	2	5
63	что в	12	4
64	не менее	3	4
65	в отношении	2	4
66	дело идет	3	4
67	в ней	8	4
68	от того	3	4
69	форм и	5	4
70	не столько	2	4
71	а в	4	4
72	и на	5	4
73	сказать что	4	4
74	чем же	4	4
75	жизни в	2	4
76	с этим	4	4
77	в условиях	2	4
78	было бы	2	4
79	не будем	2	4
80	нет и	2	4
81	как в	3	4
82	мысли и	6	4
83	для того	6	4
84	в данном	2	4
85	этом отношении	5	3
86	и есть	2	3
87	и от	4	3
88	здесь в	4	3
89	можно сказать	2	3
90	и как	5	3
91	но именно	2	3
92	в большинстве	2	3
93	же время	9	3
94	все это	7	3
95	не было	3	3
96	того что	3	3
97	не имеет	3	3
98	между тем	2	3
99	нуждается в	3	3
100	в то	11	3
101	же самое	2	3
102	его в	5	3
103	большинстве случаев	2	3
104	этих форм	2	3
105	не могут	2	3
106	и к	5	3
107	том что	7	3
108	одной из	5	3
109	в сущности	4	3
110	мы говорили	2	3
111	он не	6	3
112	в своей	3	3
113	в истории	2	3
114	это и	5	3
115	на самом	5	3
116	на этот	3	3
117	слова и	2	3
118	и это	4	3
119	том числе	4	2
120	же как	4	2
121	независимо от	2	2
122	в своем	11	2
123	точку зрения	2	2
124	что все	2	2
125	слова но	2	2
126	словом и	3	2
127	ни в	3	2
128	связаны с	4	2
129	числе и	2	2
130	из важнейших	2	2
131	первой части	4	2
132	одним из	5	2
133	для всех	3	2
134	в эти	2	2
135	и др	8	2
136	с ее	5	2
137	жизни и	8	2
138	в первой	4	2
139	и их	5	2
140	от их	3	2
141	и только	2	2
142	мысль и	2	2
143	и даже	4	2
144	можно было	4	2
145	в одной	3	2
146	из этих	3	2
147	о том	4	2
148	как он	3	2
149	так как	6	2
150	бы в	4	2
151	нет ни	2	2
152	и с	10	2
153	от этого	2	2
154	в основе	4	2
155	норм и	2	2
156	для них	2	2
157	и та	2	2
158	и во	4	2
159	что он	6	2
160	конечно в	2	2
161	в романе	11	2
162	этот момент	3	2
163	во все	2	2
164	они и	2	2
165	в качестве	2	2
166	мы уже	4	2
167	к тому	2	2
168	не могло	3	2
169	что и	7	2
170	благодаря этому	2	2
171	и прежде	3	2
172	как раз	5	2
173	мира и	8	2
174	и он	3	2
175	менее всего	3	2
176	той же	4	2
177	мы можем	2	2
178	в другом	3	2
179	и вообще	2	2
180	ту же	2	2
181	и т.д	2	2
182	там где	3	2
183	в чем	2	2
