N	2gram	Bakhtin_Pr_1	Problema
1	то что	15	38
2	и не	31	37
3	вовсе не	7	37
4	и в	29	35
5	не есть	2	33
6	сказать что	3	24
7	не только	15	24
8	том что	7	19
9	может быть	24	18
10	в этом	22	17
11	но и	14	16
12	только в	10	14
13	и что	2	13
14	потому что	8	13
15	во всяком	5	13
16	не может	12	13
17	в том	8	12
18	хотя бы	2	12
19	что в	8	11
20	прежде всего	7	11
21	так что	2	11
22	и даже	2	11
23	никак не	2	11
24	всяком случае	3	10
25	и с	4	10
26	еще не	5	10
27	а не	22	10
28	в данном	2	10
29	ничего не	5	10
30	в этой	4	9
31	для себя	2	9
32	что же	4	9
33	уже не	13	8
34	было бы	5	8
35	по себе	8	8
36	как раз	6	8
37	все же	9	8
38	в конце	6	7
39	все эти	9	7
40	в его	24	7
41	конце концов	5	7
42	так и	7	7
43	бы и	4	7
44	так как	6	7
45	тоже не	2	7
46	с другой	3	6
47	ни в	3	6
48	но это	4	6
49	не о	2	6
50	был бы	6	6
51	и т	4	6
52	но как	3	6
53	в то	10	6
54	и для	4	6
55	но в	7	6
56	как будто	3	6
57	есть то	3	5
58	кроме того	3	5
59	в самом	10	5
60	данном случае	2	5
61	с этим	2	5
62	так же	6	5
63	и на	7	5
64	раз и	4	5
65	этом смысле	10	5
66	как и	12	5
67	связи с	2	5
68	то же	14	5
69	как мы	4	5
70	другой стороны	3	5
71	можно было	2	5
72	с другими	7	5
73	в себе	7	5
74	и это	5	5
75	не могут	6	4
76	и есть	2	4
77	в своем	8	4
78	в отношении	2	4
79	как таковой	2	4
80	как же	4	4
81	и как	7	4
82	и следовательно	4	4
83	и самого	4	4
84	как бы	19	4
85	и вполне	2	4
86	что она	6	4
87	все это	6	4
88	таким образом	12	4
89	а в	7	4
90	в результате	4	4
91	их в	4	4
92	и здесь	3	4
93	тем что	4	4
94	всех этих	2	4
95	если бы	9	4
96	что он	8	4
97	но не	9	4
98	до сих	2	4
99	тот же	2	4
100	но именно	3	4
101	и о	5	4
102	сих пор	2	4
103	на самом	5	4
104	самом деле	6	4
105	то и	2	4
106	далеко не	3	4
107	уже в	3	3
108	он сам	3	3
109	тому что	3	3
110	или даже	2	3
111	и от	2	3
112	вопрос о	2	3
113	но эта	4	3
114	несмотря на	6	3
115	мы уже	2	3
116	один из	2	3
117	в целом	6	3
118	только то	3	3
119	в их	3	3
120	то ни	2	3
121	не было	4	3
122	при этом	2	3
123	здесь мы	2	3
124	и наконец	4	3
125	не знает	3	3
126	в своих	3	3
127	в основе	4	3
128	в истории	2	3
129	мы должны	3	3
130	могли бы	2	3
131	его в	6	3
132	бы в	3	3
133	с которой	2	3
134	уже и	2	3
135	перестает быть	4	3
136	и к	2	3
137	это и	5	3
138	одна из	3	3
139	все что	3	3
140	она не	7	3
141	только как	2	3
142	если же	3	3
143	оно не	3	3
144	в свете	4	3
145	тому как	3	3
146	не во	3	3
147	перед нами	5	2
148	самого начала	2	2
149	от ее	2	2
150	что может	2	2
151	войти в	2	2
152	в той	2	2
153	не в	7	2
154	но все	5	2
155	является не	2	2
156	и сам	2	2
157	из которых	2	2
158	себе и	3	2
159	вывод из	2	2
160	совпадает с	2	2
161	в зависимости	5	2
162	и др	5	2
163	к нему	6	2
164	нам кажется	2	2
165	бы то	2	2
166	отличается от	3	2
167	что оно	2	2
168	даже в	4	2
169	должно быть	4	2
170	как на	3	2
171	само по	3	2
172	или как	5	2
173	в ней	2	2
174	же и	2	2
175	точки зрения	19	2
176	во все	2	2
177	в плане	5	2
178	слово в	2	2
179	человека но	2	2
180	сознания и	5	2
181	имеет значение	2	2
182	были бы	4	2
183	в них	3	2
184	сами по	3	2
185	в условиях	2	2
186	зависимости от	5	2
187	ведь это	2	2
188	о своем	3	2
189	конечно не	2	2
190	по преимуществу	2	2
191	является для	2	2
192	он не	5	2
193	что из	2	2
194	не значит	4	2
195	о нем	9	2
196	каждый элемент	3	2
197	что и	4	2
198	на него	3	2
199	мысли и	5	2
200	входит в	7	2
201	нами в	2	2
202	тут и	2	2
203	время не	3	2
204	той же	5	2
205	правда в	2	2
206	подобно тому	3	2
207	сознание и	5	2
208	и ее	2	2
