N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	38	30
2	то что	8	20
3	в этом	15	20
4	в том	8	18
5	и не	42	18
6	и с	17	14
7	что он	2	13
8	том что	3	12
9	что в	7	12
10	не только	9	12
11	в его	43	11
12	а в	6	11
13	как мы	7	11
14	сказать что	4	11
15	и вообще	2	10
16	и даже	3	10
17	не было	2	10
18	не в	7	9
19	кроме того	3	9
20	было бы	8	9
21	все же	6	9
22	не может	27	9
23	в то	4	9
24	связи с	2	8
25	в своем	5	8
26	но и	9	8
27	в связи	2	8
28	но в	4	8
29	не менее	4	7
30	никогда не	5	7
31	точки зрения	8	7
32	и все	3	7
33	ни в	11	7
34	может быть	26	7
35	а не	5	7
36	как это	2	7
37	то есть	46	7
38	хотя и	3	6
39	к этому	2	6
40	прежде всего	13	6
41	и к	3	6
42	тем не	3	6
43	у нас	2	6
44	только в	13	6
45	в себе	4	6
46	и его	16	6
47	также и	3	6
48	как и	7	5
49	в дальнейшем	3	5
50	при этом	5	5
51	в своей	7	5
52	как бы	22	5
53	в котором	2	5
54	другими словами	2	5
55	так и	5	5
56	все это	3	5
57	и что	2	5
58	того что	2	5
59	все эти	5	5
60	с ним	5	5
61	с его	2	4
62	я не	2	4
63	вовсе не	2	4
64	его в	9	4
65	можно сказать	2	4
66	в целом	3	4
67	что это	2	4
68	конечно не	5	4
69	несмотря на	3	4
70	и о	5	4
71	в ней	4	4
72	он не	3	4
73	в нем	15	4
74	не есть	6	4
75	в этих	2	4
76	то же	5	4
77	и наконец	6	4
78	и он	2	4
79	по поводу	2	4
80	и на	3	4
81	но это	3	4
82	в начале	2	4
83	мы должны	2	4
84	о том	4	4
85	здесь не	4	4
86	отношение к	10	4
87	мы будем	3	3
88	в них	5	3
89	хотя бы	4	3
90	едва ли	3	3
91	же время	3	3
92	в свою	2	3
93	что и	2	3
94	да и	3	3
95	по существу	2	3
96	и как	8	3
97	можно говорить	2	3
98	но не	12	3
99	в данном	4	3
100	и для	11	3
101	том же	2	3
102	с точки	6	3
103	во всех	11	3
104	как в	4	3
105	в отличие	5	3
106	отношения к	6	3
107	таким образом	10	3
108	здесь мы	2	3
109	последние годы	2	3
110	должно быть	5	3
111	отличие от	5	3
112	в таком	3	3
113	в виде	2	3
114	и это	3	3
115	дело в	2	3
116	в россии	2	3
117	в области	11	3
118	не могли	2	3
119	к нему	10	2
120	первый план	2	2
121	и есть	2	2
122	является как	2	2
123	это не	5	2
124	и от	3	2
125	раз и	2	2
126	здесь в	2	2
127	на первый	2	2
128	можно и	2	2
129	а к	2	2
130	на этом	2	2
131	единство и	2	2
132	она не	2	2
133	в каких	2	2
134	есть его	3	2
135	в самом	7	2
136	в частности	2	2
137	ни с	2	2
138	на то	2	2
139	и потому	4	2
140	не вполне	2	2
141	для того	2	2
142	в виду	4	2
143	не имеет	9	2
144	себя в	2	2
145	бытия в	3	2
146	данном случае	4	2
147	где на	2	2
148	в их	10	2
149	я должен	2	2
150	не на	5	2
151	как к	2	2
152	есть единство	2	2
153	в двух	2	2
154	того чтобы	2	2
155	что не	4	2
156	только его	3	2
157	в чем	2	2
158	и прежде	5	2
159	его не	2	2
160	можно было	4	2
161	в своих	2	2
162	и при	2	2
163	в более	4	2
164	и во	2	2
165	к его	2	2
166	или как	3	2
167	ничего не	6	2
