N	2gram	Tiupa_Lite_1	Myshleni
1	в том	16	33
2	том что	14	27
3	точки зрения	6	26
4	то что	10	20
5	в этом	12	19
6	с точки	2	18
7	того что	6	17
8	мышления и	2	16
9	и в	8	15
10	не только	24	15
11	что в	3	14
12	таким образом	3	14
13	что он	5	12
14	в самом	3	11
15	в целом	8	10
16	но и	17	10
17	было бы	2	10
18	в своем	11	9
19	может быть	13	9
20	не является	2	9
21	не может	5	9
22	о том	2	9
23	в сущности	2	9
24	связи с	6	9
25	так и	4	8
26	казалось бы	5	8
27	никогда не	4	8
28	не в	8	8
29	к тому	2	7
30	одной стороны	2	7
31	с одной	2	7
32	и не	12	7
33	потому что	3	7
34	как бы	7	7
35	и т.п	4	7
36	во всяком	3	7
37	в частности	15	6
38	в этой	4	6
39	в виду	3	6
40	по отношению	3	6
41	в связи	4	6
42	с другой	3	6
43	как он	2	6
44	как это	8	6
45	но в	3	6
46	по этому	2	6
47	как и	6	6
48	по своей	3	6
49	самом деле	2	6
50	всяком случае	2	6
51	это не	4	5
52	уже в	5	5
53	и др	3	5
54	и даже	3	5
55	друг друга	4	5
56	отношению к	2	5
57	приводит к	3	5
58	то же	5	5
59	можно было	2	5
60	прежде всего	11	4
61	из этих	2	4
62	по поводу	2	4
63	несмотря на	3	4
64	а в	3	4
65	в конечном	5	4
66	с его	5	4
67	конечном счете	4	4
68	все же	4	4
69	в качестве	17	4
70	в своей	4	4
71	даже в	2	4
72	как в	5	4
73	что его	3	4
74	как раз	4	4
75	из того	2	4
76	хотя бы	2	4
77	и его	4	4
78	только в	8	4
79	для этого	4	3
80	человека и	2	3
81	и сам	6	3
82	для него	2	3
83	при этом	19	3
84	из них	4	3
85	данном случае	4	3
86	со стороны	4	3
87	и только	2	3
88	что для	2	3
89	этом отношении	2	3
90	все эти	2	3
91	лишь в	4	3
92	с собой	4	3
93	в основе	3	3
94	состоит в	11	3
95	тем более	2	3
96	но не	4	3
97	того же	2	3
98	для себя	5	3
99	тем самым	5	3
100	а не	16	3
101	в данном	5	3
102	в отличие	5	3
103	отношения между	2	3
104	отличие от	5	3
105	и есть	3	2
106	говоря словами	3	2
107	так называемых	2	2
108	столь же	4	2
109	с этой	5	2
110	или иной	2	2
111	же это	2	2
112	и само	2	2
113	с действительностью	2	2
114	и самого	2	2
115	и тем	4	2
116	могут быть	2	2
117	на том	2	2
118	в их	3	2
119	то он	2	2
120	к себе	3	2
121	также и	3	2
122	целом но	2	2
123	а также	5	2
124	у него	3	2
125	отнюдь не	2	2
126	для всей	2	2
127	не могло	2	2
128	представляет собой	4	2
129	с их	3	2
130	общего с	2	2
131	за пределы	2	2
132	следующим образом	2	2
133	том же	3	2
134	в его	7	2
135	должен быть	2	2
136	в себя	2	2
137	в силу	4	2
138	той же	3	2
139	тому как	2	2
140	тем что	2	2
141	подобно тому	2	2
142	в себе	7	2
143	в другом	2	2
144	ту же	2	2
