N	2gram	Berdyaev_M_1	Myshleni
1	в том	6	28
2	и в	28	28
3	то что	5	28
4	в этом	20	27
5	того что	7	24
6	потому что	16	22
7	не может	28	19
8	том что	3	19
9	что он	10	18
10	только в	6	18
11	что в	10	17
12	не только	29	16
13	по сравнению	2	15
14	может быть	30	13
15	сказать что	2	13
16	точки зрения	4	13
17	и не	11	11
18	как бы	2	11
19	к тому	3	10
20	но и	25	10
21	по отношению	2	10
22	так как	3	10
23	но не	8	10
24	отношению к	2	10
25	того чтобы	2	10
26	было бы	10	9
27	никогда не	14	8
28	в самом	11	8
29	для того	2	8
30	тем что	4	8
31	если бы	2	7
32	в нем	13	7
33	в своем	10	7
34	мы видим	2	7
35	отношение к	4	7
36	он не	24	7
37	вместе с	6	7
38	в которой	6	7
39	и к	2	6
40	и как	2	6
41	и что	2	6
42	для него	11	6
43	не имеет	3	6
44	в то	2	6
45	когда мы	2	6
46	его в	3	6
47	как и	5	6
48	то время	2	6
49	приводит к	2	6
50	вообще не	2	6
51	не могут	5	5
52	это не	5	5
53	вопрос о	2	5
54	в свете	3	5
55	время как	2	5
56	и на	6	5
57	и все	10	5
58	но в	7	5
59	с тем	9	5
60	могут быть	2	5
61	в этой	6	5
62	не в	16	4
63	на этом	3	4
64	на этот	2	4
65	но если	3	4
66	с этим	3	4
67	он должен	3	4
68	относится к	2	4
69	что и	4	4
70	в той	2	4
71	ко всем	3	4
72	в себе	7	4
73	за собой	2	3
74	это есть	3	3
75	отличается от	2	3
76	до конца	14	3
77	мог бы	4	3
78	в ином	2	3
79	в их	4	3
80	движение в	2	3
81	и по	4	3
82	в основе	2	3
83	по своей	2	3
84	бы в	2	3
85	от этого	2	3
86	с его	3	3
87	должен был	4	3
88	в них	4	3
89	это и	4	3
90	связано с	2	3
91	до сих	2	3
92	один из	4	3
93	в его	9	3
94	с ней	2	3
95	сих пор	2	3
96	как в	2	3
97	а не	25	3
98	и его	9	3
99	не знает	4	3
100	отношении к	2	3
101	с того	2	3
102	отношения к	4	3
103	он сам	6	2
104	в этих	4	2
105	он мог	2	2
106	с этой	4	2
107	в конце	7	2
108	прежде всего	10	2
109	для нас	3	2
110	и человека	5	2
111	одним из	2	2
112	и от	2	2
113	себе и	2	2
114	в котором	8	2
115	начинается в	3	2
116	все это	6	2
117	все эти	2	2
118	на том	3	2
119	в которых	4	2
120	но он	9	2
121	от него	4	2
122	в высшей	2	2
123	том смысле	2	2
124	с ним	2	2
125	и там	4	2
126	если он	5	2
127	у него	17	2
128	различие между	2	2
129	интерес к	3	2
130	у нас	5	2
131	чем в	2	2
132	по своему	2	2
133	она не	4	2
134	этот путь	3	2
135	в своей	15	2
136	еще в	2	2
137	все же	2	2
138	когда он	3	2
139	мысли и	2	2
140	а в	4	2
141	в иной	3	2
