N	2gram	Bakhtin_Pr_3	FransuaR
1	и в	53	29
2	то есть	48	21
3	таким образом	6	20
4	и не	15	16
5	у рабле	3	16
6	в эпоху	10	15
7	и все	10	13
8	как и	11	12
9	и т.п	31	12
10	но в	5	12
11	так и	6	11
12	и на	18	11
13	в этом	8	11
14	то же	6	10
15	как мы	5	10
16	карнавальный характер	3	10
17	мы уже	5	10
18	в то	5	10
19	не только	4	10
20	вовсе не	3	9
21	в конце	3	9
22	но и	7	9
23	все эти	9	9
24	и с	6	9
25	его в	2	9
26	же время	5	8
27	прежде всего	15	8
28	в его	8	8
29	и его	10	8
30	как бы	14	8
31	в них	2	7
32	мы видели	2	7
33	в том	14	7
34	так как	7	7
35	из них	4	6
36	в большинстве	4	6
37	здесь в	10	6
38	в сущности	10	6
39	своего рода	3	6
40	рабле и	2	6
41	но он	2	6
42	что это	2	5
43	это не	6	5
44	того же	2	5
45	далеко не	2	5
46	в нем	10	5
47	уже говорили	2	5
48	в своей	3	5
49	и до	5	5
50	большинстве случаев	4	5
51	и по	3	5
52	сказать что	10	5
53	перед нами	5	4
54	но они	4	4
55	с его	2	4
56	в образе	3	4
57	в литературе	5	4
58	что он	4	4
59	но это	3	4
60	по своему	6	4
61	есть и	2	4
62	связанные с	3	4
63	еще не	5	4
64	и др	14	4
65	один из	6	4
66	то что	9	4
67	жизни и	9	4
68	конечно не	4	4
69	все это	8	4
70	и одновременно	4	4
71	с другой	2	4
72	связана с	2	4
73	также и	4	4
74	тем что	2	4
75	точки зрения	4	4
76	карнавал в	2	4
77	мира и	2	4
78	в которой	2	4
79	том числе	11	3
80	и так	3	3
81	отметить что	2	3
82	самого начала	4	3
83	и обновления	2	3
84	в ее	3	3
85	а затем	4	3
86	с самого	3	3
87	том что	5	3
88	в дальнейшем	7	3
89	мы видим	2	3
90	более или	3	3
91	мы можем	5	3
92	известной мере	2	3
93	тот же	2	3
94	здесь и	4	3
95	той же	5	3
96	и их	2	3
97	он не	3	3
98	здесь не	4	3
99	или менее	3	3
100	в известной	2	3
101	в разных	4	3
102	одновременно и	3	3
103	при этом	3	3
104	и других	9	3
105	и они	2	3
106	образом в	2	3
107	и даже	2	3
108	особенно в	4	3
109	конечно и	4	3
110	в ней	7	3
111	в себе	5	3
112	по своей	9	3
113	нужно отметить	2	3
114	в эту	3	3
115	это был	2	2
116	место в	2	2
117	до наших	3	2
118	уже в	2	2
119	времени и	2	2
120	подчеркнем еще	2	2
121	и другие	9	2
122	к этому	4	2
123	числе и	10	2
124	оба полюса	2	2
125	в этих	5	2
126	и образов	2	2
127	жизни в	3	2
128	форм и	2	2
129	формы и	3	2
130	нового времени	8	2
131	он знал	2	2
132	но здесь	2	2
133	в жизни	8	2
134	у лукиана	6	2
135	при изображении	2	2
136	мировой литературы	3	2
137	эпохи возрождения	5	2
138	и к	5	2
139	одной из	4	2
140	да и	2	2
141	и тот	3	2
142	через все	2	2
143	соответствии с	2	2
144	что я	2	2
145	связаны с	3	2
146	есть в	3	2
147	именно в	2	2
148	но не	5	2
149	в себя	6	2
150	кроме того	3	2
151	на площади	2	2
152	не может	2	2
153	этой сцены	2	2
154	на его	3	2
155	может быть	12	2
156	власти и	2	2
157	хотя и	4	2
158	нужно сказать	2	2
159	наших дней	3	2
160	никогда не	2	2
161	а также	4	2
162	и для	4	2
163	это один	2	2
164	как в	7	2
165	до нас	2	2
166	в их	2	2
167	в особенности	2	2
168	это своего	2	2
169	и под	3	2
170	в той	2	2
171	всякого рода	3	2
172	они не	3	2
173	мы здесь	3	2
174	и у	7	2
175	и наконец	2	2
176	с точки	2	2
177	между ними	2	2
178	на свете	2	2
179	в своих	2	2
180	их в	2	2
181	в основе	5	2
182	в одной	2	2
183	площади в	2	2
184	даже и	2	2
185	образов и	4	2
186	еще раз	5	2
187	карнавального типа	15	2
188	как будто	2	2
189	только в	4	2
190	в один	2	2
191	о том	2	2
192	для правильного	2	2
193	как он	2	2
194	и это	3	2
195	нет ничего	2	2
196	в карнавале	5	2
197	так сказать	5	2
198	с ним	2	2
199	это конечно	2	2
200	правильного понимания	2	2
