N	2gram	Losev_Prob_3	Literetu
1	не только	14	24
2	при этом	4	19
3	в качестве	3	17
4	но и	10	17
5	а не	18	16
6	в том	21	16
7	в частности	2	15
8	том что	12	14
9	может быть	28	13
10	и не	35	12
11	в этом	17	12
12	прежде всего	3	11
13	в своем	5	11
14	такого рода	6	10
15	то что	23	10
16	не в	13	8
17	в целом	6	8
18	и в	44	8
19	только в	19	8
20	как это	2	8
21	не менее	10	7
22	в его	9	7
23	как бы	9	7
24	уже не	7	7
25	в себе	8	7
26	как и	10	6
27	и сам	5	6
28	связи с	8	6
29	себя в	2	6
30	того что	8	6
31	точки зрения	5	6
32	то есть	34	6
33	с этой	3	5
34	что он	9	5
35	же в	3	5
36	а также	4	5
37	для себя	2	5
38	искусства и	2	5
39	как в	5	5
40	не может	7	5
41	то же	13	5
42	в отличие	2	5
43	уже в	3	5
44	тем самым	5	5
45	в данном	9	5
46	не столько	2	5
47	в то	9	5
48	отличие от	3	5
49	в стихотворении	2	4
50	для этого	6	4
51	это не	9	4
52	в конце	5	4
53	но не	3	4
54	еще не	5	4
55	и тем	9	4
56	все же	6	4
57	из них	2	4
58	в художественном	3	4
59	в своей	5	4
60	данном случае	7	4
61	так и	10	4
62	никогда не	6	4
63	в связи	7	4
64	друг друга	2	4
65	и его	5	4
66	как раз	8	4
67	в этой	3	4
68	с собой	3	4
69	в основе	2	3
70	не было	5	3
71	что в	8	3
72	и есть	5	3
73	с другой	7	3
74	самого себя	3	3
75	да и	5	3
76	с их	2	3
77	в самом	3	3
78	же и	4	3
79	жизни и	6	3
80	в их	2	3
81	а в	5	3
82	таким образом	9	3
83	еще и	7	3
84	этой точки	2	3
85	тем же	2	3
86	и даже	14	3
87	свое собственное	2	3
88	потому что	25	3
89	во всяком	9	3
90	он и	2	3
91	но в	12	3
92	также и	16	3
93	его в	3	3
94	дело в	4	3
95	в виду	10	3
96	а как	2	2
97	с чем	2	2
98	для них	2	2
99	это уже	3	2
100	отнюдь не	10	2
101	однако в	2	2
102	все они	2	2
103	ничего кроме	2	2
104	именно так	3	2
105	дело не	2	2
106	раз и	4	2
107	в любом	3	2
108	и нет	2	2
109	к тому	3	2
110	а только	5	2
111	тем не	10	2
112	в другом	2	2
113	в нашей	2	2
114	или иной	8	2
115	того же	2	2
116	от тех	2	2
117	для него	3	2
118	было бы	8	2
119	по поводу	2	2
120	мы в	4	2
121	общего с	3	2
122	за пределы	5	2
123	в искусстве	4	2
124	и является	4	2
125	всяком случае	6	2
126	для нее	2	2
127	не является	11	2
128	произведение в	2	2
129	в нем	9	2
130	то это	10	2
131	не есть	35	2
132	только то	2	2
133	то он	2	2
134	художественное произведение	8	2
135	только на	5	2
136	то и	5	2
137	и только	6	2
138	с одной	2	2
139	все эти	7	2
140	из того	3	2
141	имеется в	4	2
142	от себя	2	2
143	самом деле	3	2
144	что такое	3	2
145	хотя бы	3	2
146	и вполне	5	2
147	с точки	2	2
148	своей собственной	2	2
149	что для	3	2
150	в слове	2	2
151	можно было	4	2
152	и то	14	2
153	тем более	3	2
154	тем что	4	2
155	могут быть	2	2
156	как будто	3	2
157	о том	6	2
158	нет ничего	6	2
