N	2gram	Losev_Prob_4	Myshleni
1	в том	20	28
2	и в	20	28
3	то что	15	28
4	в этом	9	27
5	научные понятия	2	23
6	потому что	15	22
7	не может	5	19
8	том что	12	19
9	таким образом	8	18
10	что он	8	18
11	только в	23	18
12	что в	3	17
13	не только	24	16
14	так же	5	15
15	может быть	9	13
16	сказать что	7	13
17	точки зрения	14	13
18	и не	28	11
19	как бы	4	11
20	что мы	3	11
21	в отношении	4	10
22	к тому	3	10
23	как мы	3	10
24	научного понятия	2	10
25	но и	14	10
26	понятия и	3	10
27	так как	5	10
28	но не	5	10
29	того чтобы	2	10
30	с точки	11	10
31	между собой	2	9
32	было бы	14	9
33	мы можем	3	9
34	в самом	2	8
35	еще не	7	8
36	тем самым	4	8
37	для того	3	8
38	научное понятие	2	8
39	тем что	3	8
40	того же	2	7
41	если бы	8	7
42	в нем	5	7
43	в своем	3	7
44	заключается в	2	7
45	как показывает	2	7
46	он не	2	7
47	вместе с	5	7
48	то же	7	7
49	можно было	4	7
50	в которой	2	7
51	и к	3	6
52	так что	6	6
53	и как	3	6
54	и что	2	6
55	для него	3	6
56	к другой	2	6
57	не имеет	4	6
58	в то	4	6
59	же самое	6	6
60	когда мы	5	6
61	его в	2	6
62	как и	6	6
63	то время	2	6
64	можно сказать	5	6
65	показывает исследование	2	6
66	так и	10	6
67	как раз	4	6
68	мы не	7	6
69	вообще не	3	6
70	в чем	2	6
71	в области	3	6
72	это не	7	5
73	в пределах	2	5
74	и тем	7	5
75	на этой	2	5
76	в разных	4	5
77	время как	2	5
78	и на	3	5
79	и все	8	5
80	но в	8	5
81	с тем	4	5
82	в зависимости	3	5
83	то в	2	5
84	зависимости от	3	5
85	в этой	4	5
86	не могли	2	5
87	именно в	7	4
88	в частности	2	4
89	в нашем	12	4
90	не в	13	4
91	но если	6	4
92	с этим	4	4
93	друг друга	2	4
94	понятие есть	4	4
95	мы имеем	6	4
96	в сознании	3	4
97	в понятии	2	4
98	ясно что	7	4
99	в качестве	10	4
100	относится к	2	4
101	что и	3	4
102	во всех	4	4
103	в той	8	4
104	и то	2	4
105	в себе	12	4
106	в каждой	3	4
107	за собой	2	3
108	до того	2	3
109	независимо от	3	3
110	все время	2	3
111	как это	3	3
112	это есть	3	3
113	есть в	7	3
114	отличается от	4	3
115	при этом	6	3
116	на его	2	3
117	хотя и	5	3
118	от понятия	2	3
119	и только	4	3
120	и по	2	3
121	действия и	2	3
122	но как	3	3
123	а это	3	3
124	с его	2	3
125	только не	4	3
126	в них	5	3
127	представить себе	2	3
128	по себе	11	3
129	это и	4	3
130	движение и	3	3
131	связи с	3	3
132	мы должны	3	3
133	в его	3	3
134	только к	3	3
135	с ней	2	3
136	как в	5	3
137	этого понятия	2	3
138	а не	7	3
139	и его	10	3
140	не менее	10	2
141	казалось бы	3	2
142	в меру	2	2
143	в этих	5	2
144	для этого	2	2
145	с другой	7	2
146	само собой	3	2
147	в конце	2	2
148	была бы	2	2
149	прежде всего	11	2
150	что именно	2	2
151	а только	6	2
152	для нас	6	2
153	но это	6	2
154	и более	3	2
155	является не	2	2
156	самом деле	3	2
157	которая является	4	2
158	имеем дело	3	2
159	и другое	3	2
160	что всякий	3	2
161	несмотря на	4	2
162	как они	2	2
163	и от	6	2
164	и является	3	2
165	себе и	3	2
166	в котором	2	2
167	из них	3	2
168	если мы	5	2
169	все это	9	2
170	другой стороны	6	2
171	в связи	3	2
172	все эти	16	2
173	можно только	2	2
174	но только	2	2
175	и наконец	4	2
176	в других	2	2
177	может существовать	2	2
178	с ними	2	2
179	действительность в	2	2
180	приходит к	2	2
181	к его	3	2
182	не являются	2	2
183	том смысле	2	2
184	с ним	4	2
185	понятие о	2	2
186	том как	2	2
187	если он	2	2
188	для всех	3	2
189	и непосредственно	2	2
190	были бы	3	2
191	он с	2	2
192	в одном	4	2
193	этом смысле	3	2
194	у нас	14	2
195	общего и	7	2
196	по своему	6	2
197	что чем	2	2
198	в настоящей	2	2
199	этот путь	2	2
200	в своей	4	2
201	из этого	3	2
202	все же	2	2
203	каждой из	2	2
204	только на	2	2
205	дело с	2	2
206	а в	4	2
207	в значительной	2	2
208	только что	2	2
209	с другими	3	2
210	в данном	6	2
211	в другом	3	2
212	за ним	2	2
213	и вообще	6	2
214	что они	2	2
215	не прямо	3	2
216	значительной мере	2	2
217	в совершенно	2	2
