N	2gram	Bakhtin_sl_1	Problemy
1	и в	41	46
2	то есть	26	40
3	и не	16	27
4	может быть	14	23
5	чужого слова	2	23
6	как бы	12	19
7	не может	14	19
8	в нем	30	17
9	в этом	12	16
10	диалогические отношения	2	15
11	не только	16	14
12	слова в	8	13
13	чужим словом	9	13
14	перед нами	4	12
15	но и	16	12
16	как и	4	12
17	как мы	8	12
18	и на	14	11
19	точки зрения	16	11
20	в одном	2	11
21	а не	15	11
22	не в	7	10
23	в пределах	14	10
24	между ними	2	10
25	прежде всего	8	9
26	в том	3	9
27	в большинстве	10	9
28	в самом	5	9
29	и все	4	9
30	вовсе не	7	9
31	слово не	2	9
32	и к	5	9
33	в его	13	9
34	чужому слову	4	9
35	с точки	8	9
36	большинстве случаев	6	8
37	авторское слово	3	8
38	до сих	2	8
39	конечно не	3	8
40	двуголосое слово	3	8
41	сих пор	2	8
42	или в	8	8
43	свой предмет	2	7
44	и с	4	7
45	к чужому	6	7
46	еще не	4	7
47	в сущности	13	7
48	как раз	2	7
49	в себе	3	7
50	слова и	13	7
51	никогда не	3	6
52	в каждом	4	6
53	хотя и	2	6
54	на предмет	4	6
55	в него	3	6
56	друг друга	3	6
57	о нем	4	6
58	слово в	10	6
59	но в	8	6
60	на фоне	7	6
61	в романе	21	6
62	то же	14	6
63	все это	5	6
64	и его	14	6
65	только в	6	6
66	с чужим	8	6
67	это не	6	5
68	же время	12	5
69	при этом	6	5
70	и сам	3	5
71	друг с	2	5
72	в котором	2	5
73	к нему	5	5
74	рядом с	4	5
75	в то	14	5
76	так как	3	5
77	в романах	2	5
78	с его	4	5
79	у него	3	5
80	рассказ рассказчика	2	5
81	за пределы	4	5
82	о том	3	5
83	во всех	17	5
84	если мы	2	5
85	с другом	2	5
86	так сказать	5	5
87	в этих	2	4
88	словом в	4	4
89	можно сказать	2	4
90	до конца	12	4
91	кроме того	4	4
92	например в	2	4
93	у тургенева	7	4
94	чужих слов	7	4
95	слово у	2	4
96	слово как	5	4
97	в их	4	4
98	таким образом	9	4
99	все эти	9	4
100	и других	3	4
101	и наконец	4	4
102	должно быть	2	4
103	потому что	2	4
104	же и	2	4
105	и здесь	3	4
106	мы не	2	4
107	как в	8	4
108	точек зрения	5	4
109	том что	2	4
110	но не	2	4
111	совершенно не	2	4
112	том же	4	4
113	он не	3	4
114	все же	7	4
115	в процессе	4	4
116	но эти	3	4
117	так и	11	4
118	жизни слова	7	4
119	уже не	2	4
120	здесь не	2	4
121	голосов и	2	3
122	своему предмету	2	3
123	в отношении	6	3
124	с другой	5	3
125	из этих	3	3
126	не могут	3	3
127	к своему	6	3
128	словом и	3	3
129	мы и	2	3
130	в своем	3	3
131	более или	3	3
132	на этом	2	3
133	одним из	4	3
134	и для	4	3
135	два голоса	2	3
136	отношение к	7	3
137	другой стороны	4	3
138	так же	2	3
139	жизнь в	2	3
140	между этими	2	3
141	и даже	6	3
142	конечно и	2	3
143	также и	3	3
144	но он	2	3
145	рассказ в	2	3
146	жизнь слова	2	3
147	не как	4	3
148	и во	3	3
149	но здесь	3	3
150	слово языка	2	3
151	в условиях	2	3
152	с ее	4	3
153	по существу	3	3
154	более того	3	3
155	мы сказали	4	3
156	того же	6	3
157	всех его	7	3
158	слов и	2	3
159	она не	3	3
160	но именно	4	3
161	было бы	3	3
162	мы уже	2	3
