N	2gram	Medvedev_F_2	KulturaY
1	и т	14	39
2	потому что	2	25
3	т п	9	24
4	и в	38	23
5	т е	26	22
6	не только	9	20
7	в том	11	19
8	в этом	27	18
9	и не	20	16
10	было бы	6	15
11	так как	4	15
12	может быть	23	15
13	т д	5	14
14	точки зрения	8	14
15	если бы	5	12
16	в самом	16	12
17	все эти	6	12
18	том что	2	11
19	того чтобы	3	11
20	в области	3	11
21	но в	4	11
22	что в	7	10
23	по себе	7	10
24	в языке	6	10
25	а не	6	10
26	вовсе не	11	9
27	в сущности	4	9
28	то что	6	9
29	самом деле	8	9
30	для того	3	9
31	хотя бы	6	9
32	не может	14	9
33	с другой	3	8
34	прежде всего	15	8
35	не в	15	8
36	в качестве	2	8
37	уже не	7	8
38	и пр	21	8
39	с точки	7	8
40	языка и	12	8
41	что это	3	7
42	все же	8	7
43	но и	13	7
44	другой стороны	4	7
45	с помощью	10	7
46	и с	9	7
47	слова в	3	6
48	это не	2	6
49	в этой	6	6
50	но не	2	6
51	что не	4	6
52	вопроса о	2	6
53	то же	6	6
54	этот вопрос	2	6
55	между тем	2	6
56	и на	3	6
57	не могут	7	5
58	должна быть	5	5
59	этом смысле	2	5
60	что он	5	5
61	по существу	7	5
62	в его	10	5
63	всяком случае	5	5
64	один из	2	5
65	и тем	2	5
66	слова и	7	5
67	вместе с	6	5
68	что же	5	5
69	приводит к	2	5
70	все это	3	5
71	таким образом	20	5
72	там где	4	5
73	лишь в	7	5
74	как это	2	5
75	и то	2	5
76	не следует	4	5
77	речи и	3	5
78	во всяком	5	5
79	и здесь	3	5
80	только в	6	5
81	зависимости от	3	5
82	была бы	3	4
83	отнюдь не	8	4
84	в зависимости	3	4
85	перед нами	2	4
86	к этому	4	4
87	если мы	5	4
88	к тому	4	4
89	что на	2	4
90	мы знаем	3	4
91	ни в	2	4
92	но все	3	4
93	должно быть	2	4
94	в пределах	12	4
95	или в	3	4
96	хотя и	3	4
97	как бы	4	4
98	однако не	3	4
99	в нем	13	4
100	со стороны	2	4
101	в связи	10	4
102	не было	6	4
103	и о	2	4
104	не имеет	2	4
105	вряд ли	2	4
106	в результате	6	4
107	сказать что	2	4
108	широком смысле	2	4
109	могут быть	6	4
110	говорить о	5	4
111	в то	5	4
112	в конце	2	4
113	в особенности	4	4
114	ничего не	4	4
115	так и	8	4
116	на этом	2	3
117	уже в	2	3
118	всех этих	3	3
119	для этого	2	3
120	главным образом	3	3
121	на фоне	4	3
122	же время	5	3
123	что оно	4	3
124	а только	2	3
125	грамматических форм	2	3
126	это и	5	3
127	но это	2	3
128	до конца	2	3
129	в первый	5	3
130	совершенно не	4	3
131	связи с	13	3
132	в статье	4	3
133	в ней	6	3
134	он не	6	3
135	что и	8	3
136	в процессе	9	3
137	всего в	2	3
138	как в	4	3
139	как раз	6	3
140	так в	3	3
141	смысл и	2	3
142	языке как	4	3
143	с этим	5	3
144	то и	3	3
145	этом отношении	7	3
146	именно в	5	3
147	как мы	7	3
148	сводится к	5	3
149	того что	3	3
150	и по	2	3
151	следует что	3	3
152	а в	6	3
153	и его	21	3
154	языка но	2	3
155	конце концов	2	3
156	слова как	2	3
157	тем что	8	3
158	языка в	9	3
159	и это	2	3
160	здесь не	4	3
161	в виду	2	3
162	смысла и	2	2
163	все дело	3	2
164	том случае	2	2
165	и более	2	2
166	же как	3	2
167	с тем	11	2
168	речи но	2	2
169	никогда не	2	2
170	состоит в	2	2
171	пр но	3	2
172	оно не	4	2
173	не как	4	2
174	и от	2	2
175	и все	3	2
176	и до	3	2
177	одного из	3	2
178	не просто	2	2
179	или иного	5	2
180	что они	4	2
181	первый период	6	2
182	языка как	11	2
183	в широком	2	2
184	поставить вопрос	2	2
185	материалом для	3	2
186	очевидно что	2	2
187	литературный язык	6	2
188	язык и	7	2
189	она не	2	2
190	при этом	9	2
191	язык в	2	2
192	мы в	2	2
193	в целях	2	2
194	по преимуществу	5	2
195	того или	4	2
196	же и	2	2
197	и даже	4	2
198	к нему	3	2
199	мы видели	4	2
200	превращается в	2	2
201	в своей	7	2
202	а именно	2	2
203	в их	6	2
204	за счет	4	2
205	в отличие	2	2
206	мы говорим	4	2
207	или же	2	2
208	и для	5	2
209	это положение	2	2
210	на самом	3	2
211	как и	9	2
212	в той	2	2
213	этого термина	2	2
214	можно говорить	2	2
215	тем самым	2	2
216	говорим о	2	2
217	тем же	3	2
218	в корне	7	2
219	что для	2	2
220	роль в	3	2
221	с ними	2	2
222	языка не	2	2
223	от этого	3	2
224	о возможности	3	2
225	однако и	3	2
226	даже и	4	2
227	он и	3	2
228	ни на	2	2
229	установка на	2	2
230	что эта	2	2
231	большинстве случаев	3	2
232	отличие от	2	2
233	не то	3	2
