N	2gram	Savitsky_E_1	KulturaY
1	т е	9	32
2	и в	37	23
3	точки зрения	23	23
4	в том	11	22
5	не только	18	17
6	было бы	8	16
7	в этом	12	16
8	с точки	17	16
9	в области	11	14
10	может быть	6	14
11	что в	21	13
12	в самом	4	13
13	для того	6	12
14	потому что	3	12
15	вопрос о	4	11
16	том что	6	11
17	а не	2	11
18	того что	7	11
19	в его	2	11
20	того чтобы	6	11
21	можно было	3	11
22	и не	14	10
23	прежде всего	9	9
24	хотя бы	15	9
25	таким образом	2	9
26	так как	7	9
27	если бы	2	8
28	иными словами	4	8
29	между прочим	7	8
30	как на	3	8
31	с другой	7	7
32	или иной	4	7
33	и что	2	7
34	в данном	3	7
35	сказать что	4	7
36	как это	4	7
37	с тем	3	6
38	по себе	4	6
39	что и	3	6
40	в силу	2	6
41	и тем	3	6
42	так и	10	6
43	в их	11	6
44	не может	9	6
45	то же	15	6
46	в общем	3	6
47	могут быть	2	6
48	только в	9	6
49	о том	3	6
50	что же	2	5
51	не могут	2	5
52	независимо от	4	5
53	но также	2	5
54	вовсе не	6	5
55	как и	7	5
56	не в	5	5
57	хотя и	2	5
58	как бы	6	5
59	как мы	5	5
60	а в	2	5
61	также и	7	5
62	тем более	4	5
63	тем что	3	5
64	той или	4	5
65	далеко не	2	5
66	а также	7	4
67	для нас	4	4
68	того же	3	4
69	одной стороны	8	4
70	столь же	5	4
71	в своей	8	4
72	в ее	8	4
73	точка зрения	2	4
74	то что	6	4
75	данном случае	2	4
76	как в	3	4
77	целый ряд	2	4
78	в своем	14	4
79	с одной	8	4
80	в той	5	4
81	заключается в	2	4
82	тем самым	5	4
83	в таком	3	4
84	между тем	8	4
85	тогда когда	2	4
86	но на	3	3
87	и более	2	3
88	сплошь и	2	3
89	что это	2	3
90	отнюдь не	9	3
91	должна быть	2	3
92	именно в	4	3
93	или иного	4	3
94	есть не	2	3
95	к тому	8	3
96	и к	3	3
97	что на	2	3
98	в отношении	32	3
99	как же	2	3
100	с этой	6	3
101	но как	2	3
102	мы видели	3	3
103	то в	4	3
104	но не	5	3
105	очевидно что	3	3
106	и рядом	2	3
107	в данной	3	3
108	по преимуществу	2	3
109	в какой	2	3
110	он не	2	3
111	но если	5	3
112	не есть	2	3
113	время в	3	3
114	в процессе	4	3
115	но и	14	3
116	а именно	2	3
117	другой стороны	2	3
118	мы не	4	3
119	в ней	4	3
120	не имеет	4	3
121	и с	2	3
122	бы и	3	3
123	в которых	3	3
124	этот вопрос	2	3
125	в результате	3	3
126	в каком	4	3
127	в то	16	3
128	и только	3	3
129	она не	2	3
130	мы должны	2	3
131	того или	4	3
132	там где	3	3
133	отметить что	3	3
134	такой же	2	2
135	в известном	3	2
136	в частности	5	2
137	не означает	2	2
138	эти последние	2	2
139	в одном	2	2
140	что все	2	2
141	не более	3	2
142	главным образом	2	2
143	не дает	3	2
144	можно сказать	4	2
145	известном смысле	3	2
146	и того	2	2
147	и как	2	2
148	чем в	4	2
149	по своему	7	2
150	и если	2	2
151	то нельзя	2	2
152	в качестве	14	2
153	мог бы	2	2
154	иначе говоря	2	2
155	нас к	2	2
156	что если	2	2
157	в котором	2	2
158	говоря уже	2	2
159	в пределах	25	2
160	когда он	3	2
161	в некоторых	2	2
162	вместе с	2	2
163	не говоря	2	2
164	отношений между	2	2
165	к такой	2	2
166	еще более	2	2
167	это так	3	2
168	из того	2	2
169	более чем	2	2
170	на этот	2	2
171	так же	9	2
172	на себя	3	2
173	с другими	2	2
174	а тем	2	2
175	во всяком	3	2
176	которое в	2	2
177	ни на	3	2
178	что эти	2	2
179	в этих	2	2
180	в россии	5	2
181	то не	2	2
182	но в	14	2
183	имеет в	2	2
