N	2gram	Propp_Isto_7	FransuaR
1	и в	24	40
2	и его	3	17
3	прежде всего	2	16
4	в этом	12	15
5	мы уже	4	13
6	не только	21	13
7	и не	4	13
8	что в	13	12
9	вовсе не	4	12
10	как и	6	11
11	но и	11	11
12	таким образом	7	10
13	как мы	3	10
14	в них	3	9
15	и все	6	9
16	может быть	14	9
17	он не	6	9
18	во время	6	8
19	отношение к	5	8
20	в том	7	8
21	у него	10	8
22	все эти	2	8
23	и на	2	8
24	но в	5	8
25	и др	2	7
26	то же	8	7
27	в этих	13	6
28	к этому	2	6
29	в самом	2	6
30	во всех	7	6
31	связь с	2	6
32	связи с	3	6
33	в то	2	6
34	он говорит	2	6
35	в литературе	2	5
36	здесь и	2	5
37	мы видим	10	5
38	связаны с	2	5
39	в нем	6	5
40	то что	7	5
41	в связи	2	5
42	а не	8	5
43	в основе	2	5
44	в особенности	2	5
45	том что	10	4
46	до сих	2	4
47	было бы	2	4
48	в основном	2	4
49	из них	2	4
50	ни в	2	4
51	один из	7	4
52	сих пор	3	4
53	в их	4	4
54	все это	8	4
55	так в	4	4
56	только на	2	4
57	о том	9	4
58	и о	2	4
59	в данном	4	4
60	и даже	3	4
61	и здесь	12	4
62	видно что	5	4
63	так как	8	4
64	с его	3	3
65	всех этих	6	3
66	и от	2	3
67	об этом	6	3
68	в ее	2	3
69	мы видели	7	3
70	но это	3	3
71	одна из	7	3
72	кроме того	3	3
73	еще не	8	3
74	вплоть до	2	3
75	как бы	4	3
76	в таких	2	3
77	и наконец	3	3
78	что и	8	3
79	другими словами	2	3
80	вместе с	7	3
81	дело не	5	3
82	так и	5	3
83	как в	12	3
84	не может	14	3
85	а в	10	3
86	там где	5	3
87	не так	2	3
88	но все	4	3
89	сказать что	2	3
90	тем что	6	3
91	при этом	4	3
92	они не	2	3
93	во всем	2	3
94	только в	6	3
95	связанные с	2	3
96	в конце	3	3
97	в свете	3	3
98	здесь не	2	3
99	в других	4	3
100	из самых	2	2
101	не менее	5	2
102	есть и	4	2
103	уже в	3	2
104	представление о	3	2
105	в состоянии	4	2
106	с другой	9	2
107	это не	10	2
108	и так	2	2
109	из этих	3	2
110	но здесь	2	2
111	что он	21	2
112	мы знаем	2	2
113	огонь и	2	2
114	все же	9	2
115	в дальнейшем	3	2
116	много в	2	2
117	но не	6	2
118	мы увидим	6	2
119	конечно не	2	2
120	и другие	9	2
121	и если	3	2
122	например в	3	2
123	на его	2	2
124	к нему	7	2
125	думать что	2	2
126	в котором	2	2
127	и такие	2	2
128	здесь нет	3	2
129	он также	2	2
130	своего рода	4	2
131	за него	4	2
132	данном случае	3	2
133	в форме	2	2
134	не находит	2	2
135	здесь мы	5	2
136	должны быть	3	2
137	и у	2	2
138	ноги и	2	2
139	потому что	9	2
140	одной из	4	2
141	он в	2	2
142	он дает	3	2
143	с этим	2	2
144	но он	2	2
145	точки зрения	4	2
146	и ее	2	2
147	него и	3	2
148	в один	2	2
149	с того	4	2
150	как он	6	2
151	и это	2	2
152	но конечно	2	2
153	в которой	2	2
154	того же	2	2
155	мы не	4	2
