N	2gram	Vinokur_Ku_2	VerxiiNi
1	и в	23	26
2	таким образом	5	22
3	с тем	2	18
4	вместе с	5	15
5	в этом	18	15
6	точки зрения	14	13
7	как бы	4	12
8	в том	19	11
9	может быть	15	10
10	не только	20	10
11	и с	7	10
12	связи с	3	9
13	что в	10	9
14	но и	7	9
15	в области	11	9
16	так как	15	9
17	с другой	8	8
18	главным образом	3	8
19	но не	6	8
20	и не	16	8
21	и у	2	8
22	связанные с	2	7
23	том что	11	7
24	но все	4	7
25	к нему	2	7
26	то что	9	7
27	с одной	2	7
28	потому что	25	7
29	но в	11	7
30	в конце	4	6
31	к тому	4	6
32	и потому	2	6
33	того же	3	6
34	несмотря на	5	6
35	всяком случае	5	6
36	что и	3	6
37	все же	7	6
38	так и	4	6
39	все это	5	6
40	в отношении	2	6
41	все эти	12	6
42	с точки	8	6
43	во всяком	5	6
44	мы должны	2	6
45	образом в	2	5
46	крайней мере	6	5
47	в его	5	5
48	никогда не	2	5
49	так же	4	5
50	лишь в	5	5
51	а не	10	5
52	того чтобы	11	5
53	для того	9	5
54	не имеет	4	5
55	в силу	7	5
56	и для	2	5
57	по крайней	6	5
58	и от	2	4
59	что все	5	4
60	что он	5	4
61	в нем	4	4
62	из которых	3	4
63	в самом	12	4
64	целый ряд	5	4
65	не может	9	4
66	а в	3	4
67	то же	6	4
68	что оно	3	4
69	и что	8	4
70	на этот	2	4
71	и по	3	4
72	в которых	2	4
73	он не	3	4
74	в то	4	4
75	только в	5	4
76	в этой	6	4
77	не менее	7	3
78	за собой	2	3
79	же как	2	3
80	что это	7	3
81	если бы	12	3
82	так или	2	3
83	хотя бы	9	3
84	точно так	3	3
85	к этому	4	3
86	ясно что	5	3
87	можно сказать	4	3
88	в своем	2	3
89	так называемые	2	3
90	в качестве	8	3
91	и если	2	3
92	и о	4	3
93	тем не	6	3
94	в связи	4	3
95	при этом	2	3
96	уже не	8	3
97	того что	3	3
98	и даже	2	3
99	или иначе	3	3
100	с этой	2	3
101	в результате	4	3
102	конце концов	3	3
103	уже в	3	2
104	или иное	3	2
105	не могут	5	2
106	именно в	3	2
107	состоит в	2	2
108	учиться у	3	2
109	в них	4	2
110	превращается в	2	2
111	только для	2	2
112	не как	2	2
113	на все	2	2
114	прежде всего	8	2
115	не всегда	2	2
116	большею частью	2	2
117	утверждать что	2	2
118	в свою	2	2
119	на то	4	2
120	тех пор	2	2
121	а также	3	2
122	и здесь	5	2
123	по существу	5	2
124	мы видели	2	2
125	же время	3	2
126	что мы	6	2
127	ли это	2	2
128	тот же	5	2
129	еще не	5	2
130	конечно не	2	2
131	бы например	2	2
132	один из	5	2
133	то или	3	2
134	в процессе	3	2
135	приводит к	5	2
136	отличается от	3	2
137	для этого	3	2
138	не было	4	2
139	этом отношении	3	2
140	те же	3	2
141	мы имеем	5	2
142	этой точки	2	2
143	и сейчас	2	2
144	в самой	2	2
145	в глазах	2	2
146	и на	6	2
147	в русском	10	2
148	сказать что	4	2
149	не в	8	2
150	о котором	2	2
151	по сравнению	2	2
152	и все	2	2
153	и это	3	2
154	между тем	6	2
155	в виду	3	2
