N	2gram	Losev_Vlad_2	StatiiOP
1	и в	30	25
2	в этом	20	24
3	в том	18	20
4	что в	12	19
5	что он	13	19
6	может быть	7	19
7	что это	4	16
8	том что	12	15
9	в этой	4	14
10	в его	11	12
11	то что	20	12
12	не только	12	12
13	в этих	4	11
14	так что	5	11
15	прежде всего	6	10
16	таким образом	3	10
17	и не	18	10
18	у него	19	9
19	но и	8	9
20	все это	5	8
21	в своих	2	8
22	о том	4	8
23	это было	4	8
24	это не	2	7
25	что касается	3	7
26	было бы	9	7
27	с этим	5	7
28	не может	9	7
29	точки зрения	7	7
30	из его	2	7
31	в то	9	7
32	из этих	3	6
33	в конце	13	6
34	не в	9	6
35	только в	6	6
36	а а	3	6
37	как бы	5	6
38	как в	3	6
39	а в	11	6
40	и на	4	6
41	г в	2	6
42	в россии	3	6
43	в области	3	6
44	то же	4	5
45	в них	3	5
46	потому что	9	5
47	на то	2	5
48	ни в	7	5
49	об этом	6	5
50	такого рода	2	5
51	в котором	5	5
52	и это	3	5
53	в году	24	5
54	а не	7	5
55	того что	5	5
56	он не	4	5
57	так и	5	5
58	но в	8	5
59	с тем	2	4
60	всяком случае	6	4
61	по крайней	4	4
62	это в	3	4
63	крайней мере	4	4
64	у нас	6	4
65	как и	5	4
66	но это	4	4
67	в начале	4	4
68	то в	5	4
69	можно сказать	4	4
70	в общем	2	4
71	и к	6	4
72	на его	4	4
73	в ней	4	4
74	к ней	3	4
75	а также	10	4
76	в своей	5	4
77	в целом	4	4
78	отношение к	4	4
79	из этого	5	4
80	не было	10	4
81	в рукописи	2	4
82	в течение	5	4
83	с точки	3	4
84	в чем	2	4
85	к нему	2	4
86	и для	3	4
87	и с	14	4
88	время как	2	4
89	можно назвать	2	4
90	сказать что	11	4
91	во всяком	6	4
92	все же	9	4
93	в которой	4	4
94	что эти	2	4
95	то время	6	4
96	ничего не	2	4
97	уже в	3	3
98	с его	4	3
99	вот что	4	3
100	к этому	6	3
101	же время	3	3
102	в стихотворении	2	3
103	с которым	2	3
104	всех этих	3	3
105	он был	6	3
106	с этой	4	3
107	для него	9	3
108	тем более	3	3
109	что я	3	3
110	и что	5	3
111	на этом	2	3
112	кроме того	9	3
113	до конца	7	3
114	и если	4	3
115	несмотря на	4	3
116	между прочим	7	3
117	и наконец	4	3
118	конце концов	3	3
119	все эти	5	3
120	со стороны	4	3
121	в их	2	3
122	в связи	8	3
123	уже не	3	3
124	и его	6	3
125	что для	2	3
126	у которого	2	3
127	в виде	3	3
128	но он	3	3
129	мой друг	4	3
130	связи с	8	3
131	так как	5	3
132	я и	2	3
133	не был	2	2
134	i и	2	2
135	не менее	7	2
136	должен был	3	2
137	борьба с	2	2
138	никогда не	7	2
139	не столько	3	2
140	и во	2	2
141	д д	2	2
142	тогда когда	2	2
143	он написал	3	2
144	вовсе не	4	2
145	к тому	2	2
146	как мы	11	2
147	на котором	2	2
148	им в	3	2
149	без всякого	2	2
150	что его	4	2
151	к такому	3	2
152	но все	2	2
153	что если	2	2
154	но не	3	2
155	а то	2	2
156	того же	5	2
157	в свою	3	2
158	только тогда	2	2
159	и может	2	2
160	в это	4	2
161	это за	2	2
162	течение всей	2	2
163	в самом	2	2
164	в сущности	2	2
165	во всех	3	2
166	в статье	2	2
167	том чтобы	2	2
168	которую он	7	2
169	в виду	2	2
170	гораздо более	2	2
171	года в	6	2
172	тем не	6	2
173	отчет в	2	2
174	вместе с	8	2
175	является как	2	2
176	не на	2	2
177	в отношении	3	2
178	начиная с	2	2
179	россии и	2	2
180	как я	2	2
181	эти годы	4	2
182	мы находим	2	2
183	не мог	8	2
184	заключается в	2	2
185	для того	2	2
186	что не	2	2
187	и по	2	2
188	к этим	2	2
189	его не	2	2
190	той же	4	2
191	во многих	2	2
192	мы не	2	2
193	в результате	5	2
194	было у	2	2
195	он и	3	2
196	в русском	2	2
197	с которыми	4	2
198	не имеет	2	2
199	к этой	2	2
200	не имел	2	2
201	в чисто	2	2
202	в новом	2	2
203	то есть	7	2
