N	2gram	Propp_Isto_3	Myslijsy
1	потому что	3	33
2	то что	7	29
3	может быть	11	26
4	таким образом	10	24
5	в том	9	23
6	и в	22	23
7	в этом	17	23
8	и не	12	18
9	что в	15	17
10	при этом	2	15
11	только в	4	15
12	для нас	4	14
13	как и	3	14
14	то же	6	14
15	того что	5	14
16	так как	7	14
17	если бы	6	13
18	том что	8	12
19	не было	2	12
20	а не	6	12
21	но и	12	11
22	не в	4	11
23	не может	4	11
24	и потому	2	10
25	по отношению	2	10
26	не только	14	10
27	тем что	4	10
28	мы можем	6	10
29	между тем	2	9
30	в своем	2	8
31	было бы	3	8
32	то это	2	8
33	отношению к	2	8
34	сказать что	3	8
35	о том	3	8
36	но в	10	8
37	с тем	2	7
38	это не	6	7
39	в нем	9	7
40	что и	9	7
41	в силу	2	7
42	и что	2	7
43	вовсе не	2	7
44	и т	16	7
45	могут быть	5	7
46	как в	2	7
47	с этим	8	7
48	независимо от	2	6
49	и к	3	6
50	в лес	12	6
51	вместе с	9	6
52	что не	2	6
53	известно что	2	6
54	так и	2	6
55	так что	5	5
56	есть только	2	5
57	хотя и	2	5
58	в его	3	5
59	к нему	5	5
60	этом случае	5	5
61	не менее	5	5
62	находится в	4	5
63	а в	6	5
64	во всяком	2	5
65	образом в	2	5
66	и то	2	5
67	не имеет	2	5
68	и более	2	4
69	и все	3	4
70	что он	9	4
71	тем не	5	4
72	предположить что	7	4
73	до сих	5	4
74	можно сказать	2	4
75	но есть	2	4
76	в одном	2	4
77	и о	2	4
78	в котором	2	4
79	сих пор	5	4
80	а именно	4	4
81	да и	2	4
82	только на	2	4
83	то и	6	4
84	так же	3	4
85	точки зрения	2	4
86	в данном	4	4
87	в то	2	4
88	видно что	2	4
89	его в	3	4
90	мы имеем	19	4
91	и с	4	4
92	при помощи	3	3
93	себе в	2	3
94	только не	2	3
95	и есть	2	3
96	никогда не	3	3
97	связи с	6	3
98	в этих	11	3
99	в них	6	3
100	не всегда	4	3
101	там же	2	3
102	в нее	2	3
103	но это	3	3
104	еще не	10	3
105	мы уже	6	3
106	к тому	3	3
107	например в	2	3
108	на его	3	3
109	между прочим	3	3
110	всяком случае	2	3
111	нет ничего	2	3
112	со стороны	3	3
113	так в	6	3
114	образом мы	2	3
115	т д	15	3
116	той же	2	3
117	все эти	4	3
118	все равно	3	3
119	что у	3	3
120	на самом	2	3
121	уже не	7	3
122	а мы	3	3
123	с ними	3	3
124	и на	4	3
125	этот вопрос	2	3
126	в которых	2	3
127	их в	3	3
128	то мы	2	3
129	и так	2	3
130	ту же	2	3
131	там где	7	3
132	на нее	3	3
133	можно только	3	2
134	во время	6	2
135	я не	3	2
136	иное как	3	2
137	в другой	4	2
138	состоит в	3	2
139	и как	3	2
140	все что	3	2
141	превращается в	3	2
142	с другой	7	2
143	можно видеть	2	2
144	связь и	2	2
145	из этих	3	2
146	но тем	2	2
147	точно так	2	2
148	в наших	2	2
149	вопрос о	2	2
150	отношение к	4	2
151	что на	4	2
152	и здесь	7	2
153	у нас	4	2
154	от него	2	2
155	равно как	3	2
156	есть и	5	2
157	имеет свою	3	2
158	в свою	4	2
159	после того	2	2
160	что по	2	2
161	не что	3	2
162	она не	4	2
163	за ним	3	2
164	выше мы	3	2
165	они могут	2	2
166	в ней	2	2
167	он не	5	2
168	не вполне	6	2
169	этих случаях	7	2
170	никто не	2	2
171	и др	2	2
172	даже в	2	2
173	один из	5	2
174	не с	2	2
175	и это	2	2
176	на том	3	2
177	данном случае	3	2
178	что она	5	2
179	даже не	2	2
180	мы видим	8	2
181	происходит в	2	2
182	и для	2	2
183	в течение	6	2
184	еще более	2	2
185	и они	4	2
186	как мы	8	2
187	здесь мы	5	2
188	и у	3	2
189	и даже	2	2
190	друг друга	6	2
191	и его	4	2
192	в других	4	2
193	во многих	2	2
194	в виде	2	2
195	к ней	4	2
196	он все	3	2
197	что иное	3	2
198	мы должны	7	2
199	такая форма	2	2
200	одном из	3	2
201	большинстве случаев	2	2
202	быть и	3	2
203	а если	3	2
