N	2gram	Propp_Isto_2	VeschiIm
1	т е	29	42
2	не может	5	33
3	не только	18	31
4	может быть	17	29
5	и не	11	28
6	и в	15	26
7	то что	12	24
8	и есть	5	23
9	и т	19	21
10	т д	18	20
11	а не	5	20
12	не просто	2	18
13	что она	5	14
14	только в	6	14
15	и что	6	13
16	того что	3	13
17	что это	6	12
18	было бы	5	12
19	но и	14	12
20	сказать что	2	12
21	все же	9	12
22	в себя	3	12
23	и то	2	12
24	и ее	2	12
25	таким образом	7	11
26	то же	10	10
27	в ней	4	10
28	как бы	6	10
29	потому что	9	10
30	что мы	3	10
31	в том	6	9
32	и с	4	9
33	прежде всего	5	9
34	себя и	2	8
35	иное как	2	8
36	на то	3	8
37	но это	4	8
38	с ее	2	8
39	что иное	2	8
40	не что	2	8
41	в себе	4	8
42	и это	3	8
43	ничего не	7	8
44	в свете	2	7
45	его в	10	7
46	так как	14	7
47	том что	7	7
48	есть и	2	7
49	и их	2	7
50	и пр	7	7
51	д и	2	7
52	с другими	2	7
53	в этом	11	7
54	так что	6	6
55	что они	10	6
56	что в	12	6
57	но если	3	6
58	и только	2	6
59	когда мы	2	6
60	то не	2	6
61	но в	6	6
62	есть ли	2	6
63	она не	5	6
64	можно было	5	6
65	это не	2	5
66	не в	7	5
67	еще не	9	5
68	а в	12	5
69	с тем	9	5
70	одна из	2	5
71	но не	2	5
72	другими словами	4	5
73	в сущности	2	5
74	и для	2	5
75	я не	2	4
76	с другой	2	4
77	оно и	2	4
78	из них	2	4
79	в их	3	4
80	с этим	5	4
81	о том	3	4
82	и более	2	4
83	то это	6	4
84	как и	2	4
85	во всех	2	4
86	его на	2	4
87	что и	6	4
88	мы не	3	4
89	тем что	4	4
90	о смысле	2	4
91	никогда не	15	3
92	вопрос о	4	3
93	к тому	5	3
94	в нем	7	3
95	все это	3	3
96	их в	2	3
97	к себе	2	3
98	мы имеем	15	3
99	нисколько не	2	3
100	в одном	5	3
101	в жизни	2	3
102	один из	8	3
103	что он	24	3
104	мы видим	8	3
105	могла бы	2	3
106	между прочим	3	3
107	к ней	2	3
108	вместе с	7	3
109	так и	5	3
110	да и	2	3
111	а с	2	3
112	самом деле	2	3
113	того чтобы	2	3
114	хотя бы	2	3
115	тому как	3	3
116	подобно тому	3	3
117	если это	3	3
118	на вопрос	2	2
119	же мы	2	2
120	его и	4	2
121	на столе	2	2
122	ни в	2	2
123	но все	5	2
124	кроме того	2	2
125	мог бы	3	2
126	и если	2	2
127	что ее	3	2
128	мы уже	6	2
129	в виду	2	2
130	в разных	2	2
131	не мог	3	2
132	так же	13	2
133	тот момент	2	2
134	как это	3	2
135	как она	4	2
136	мы можем	8	2
137	на него	5	2
138	но они	4	2
139	с которой	2	2
140	а потом	4	2
141	превращается в	2	2
142	и эти	2	2
143	а затем	2	2
144	так оно	2	2
145	в силу	2	2
146	на этой	2	2
147	в качестве	3	2
148	и может	2	2
149	наряду с	6	2
150	это так	2	2
151	об этом	11	2
152	он не	8	2
153	и когда	2	2
154	когда он	3	2
155	или его	2	2
156	как в	5	2
157	находится в	2	2
158	приводит к	2	2
159	и они	4	2
160	к чему	2	2
161	и его	3	2
162	той же	2	2
163	тут же	2	2
164	говорили что	2	2
165	в особенности	2	2
166	не все	2	2
