N	2gram	Vinokur_Ku_3	PoTuStor
1	может быть	14	17
2	и в	23	16
3	и пр	3	12
4	прежде всего	9	9
5	таким образом	9	9
6	в этом	16	9
7	и только	3	9
8	совершенно не	5	8
9	и с	3	8
10	точки зрения	23	8
11	не может	6	8
12	сказать что	7	7
13	не только	17	7
14	и к	3	6
15	с точки	16	6
16	самом деле	14	6
17	при этом	6	6
18	конечно не	2	6
19	я и	3	6
20	только для	2	5
21	отношение к	3	5
22	все эти	7	5
23	что такое	4	5
24	в чем	5	5
25	ни в	3	5
26	еще не	9	5
27	как бы	5	5
28	отнюдь не	3	4
29	но и	3	4
30	так и	6	4
31	все это	2	4
32	хотя бы	9	4
33	мысли и	2	4
34	так как	9	4
35	и не	10	4
36	на самом	3	4
37	а потому	2	4
38	как мы	5	4
39	но мы	2	4
40	можно сказать	2	4
41	только в	6	4
42	его в	2	4
43	но в	2	4
44	в его	11	4
45	в этих	2	3
46	что в	13	3
47	и есть	5	3
48	могут быть	6	3
49	вместе с	2	3
50	сих пор	8	3
51	в одном	2	3
52	те же	7	3
53	и вот	3	3
54	учение о	2	3
55	в том	22	3
56	а в	5	3
57	том что	11	3
58	и как	2	3
59	с другими	2	3
60	то что	4	3
61	на этом	2	3
62	только как	4	3
63	в общем	6	3
64	тех же	4	3
65	как это	7	3
66	в области	14	3
67	во всяком	2	3
68	до сих	8	3
69	не менее	12	2
70	может иметь	3	2
71	один из	4	2
72	не могут	5	2
73	что и	6	2
74	не есть	3	2
75	в частности	2	2
76	что не	4	2
77	для этого	6	2
78	если мы	7	2
79	того же	4	2
80	с этой	3	2
81	из этих	5	2
82	и содержание	3	2
83	в свое	2	2
84	то же	6	2
85	и через	2	2
86	не знает	2	2
87	с помощью	6	2
88	что он	6	2
89	мы не	3	2
90	что на	3	2
91	что мы	2	2
92	в область	2	2
93	для нас	4	2
94	как и	5	2
95	они не	3	2
96	так же	2	2
97	но это	5	2
98	путь к	2	2
99	по своему	2	2
100	он не	3	2
101	и говорить	2	2
102	в каком	3	2
103	говорить о	6	2
104	на протяжении	2	2
105	в пределах	2	2
106	было бы	16	2
107	что это	3	2
108	о том	6	2
109	в самом	13	2
110	но как	3	2
111	за пределы	2	2
112	в своей	4	2
113	только то	3	2
114	и о	4	2
115	и действительно	3	2
116	для меня	2	2
