N	2gram	Nazirov_Tv_1	Problema
1	то есть	12	39
2	то что	8	38
3	и не	7	37
4	вовсе не	5	37
5	и в	21	35
6	сказать что	2	24
7	не только	7	24
8	том что	11	19
9	о том	6	18
10	может быть	5	18
11	в этом	6	17
12	но и	3	16
13	настоящее время	2	16
14	только в	5	14
15	не менее	6	13
16	потому что	5	13
17	не может	4	13
18	тем не	2	12
19	в том	7	12
20	того что	3	12
21	хотя бы	5	12
22	что в	12	11
23	прежде всего	4	11
24	так что	2	11
25	и даже	3	11
26	не будет	2	11
27	и с	3	10
28	а не	5	10
29	в данном	2	10
30	в этой	5	9
31	только на	2	9
32	уже не	3	8
33	в виду	2	8
34	все же	5	8
35	при помощи	2	8
36	в его	13	7
37	так и	2	7
38	так как	3	7
39	тем самым	7	7
40	с другой	3	6
41	что все	3	6
42	можно сказать	2	6
43	но это	5	6
44	был бы	2	6
45	и т	3	6
46	в то	15	6
47	не существует	3	6
48	по крайней	2	6
49	есть не	2	6
50	крайней мере	2	6
51	в виде	3	6
52	но в	7	6
53	как будто	5	6
54	в частности	2	5
55	представление о	3	5
56	в самом	3	5
57	отнюдь не	5	5
58	данном случае	2	5
59	так же	3	5
60	и на	7	5
61	своего собственного	2	5
62	и все	6	5
63	как и	12	5
64	то же	13	5
65	что не	2	5
66	в себе	2	5
67	не был	3	4
68	в этих	2	4
69	в своем	4	4
70	н г	2	4
71	и как	4	4
72	как бы	17	4
73	и тем	2	4
74	что она	2	4
75	все это	10	4
76	таким образом	5	4
77	но только	2	4
78	а в	6	4
79	но если	3	4
80	на свете	2	4
81	что он	6	4
82	самое время	2	4
83	но не	3	4
84	тот же	2	4
85	гораздо более	2	4
86	на самом	3	4
87	самом деле	2	4
88	далеко не	3	4
89	значит что	2	4
90	уже в	3	3
91	он сам	6	3
92	и от	4	3
93	точно так	2	3
94	к тому	2	3
95	в нашей	2	3
96	хотя и	3	3
97	один из	4	3
98	в целом	4	3
99	в их	3	3
100	одновременно и	2	3
101	при этом	7	3
102	здесь мы	2	3
103	и наконец	2	3
104	и по	3	3
105	что для	2	3
106	не знает	2	3
107	в своих	5	3
108	в основе	2	3
109	о котором	2	3
110	и того	2	3
111	это и	3	3
112	одна из	2	3
113	не нужно	2	3
114	по самому	2	3
115	на том	2	3
116	с самого	3	3
117	и притом	2	3
118	не во	2	3
119	перед нами	2	2
120	самого начала	3	2
121	в с	2	2
122	не в	2	2
123	в него	2	2
124	даже в	3	2
125	в одно	2	2
126	не так	3	2
127	или в	2	2
128	в ней	2	2
129	же и	2	2
130	м с	5	2
131	ли в	2	2
132	человека но	3	2
133	это в	3	2
134	об этом	2	2
135	представляет собой	3	2
136	в качестве	2	2
137	мысль о	2	2
138	по преимуществу	2	2
139	он не	8	2
140	еще в	2	2
141	что и	2	2
142	вместе с	2	2
143	мысли и	4	2
144	тут и	3	2
145	еще более	2	2
146	в в	2	2
147	свидетельствует о	2	2
148	время не	2	2
149	той же	3	2
150	более не	2	2
151	на эту	4	2
152	никуда не	2	2
153	не то	2	2
