N	2gram	Propp_Isto_2	Tragedij
1	и в	15	18
2	в этом	11	9
3	не только	18	8
4	и не	11	7
5	и на	4	7
6	и с	4	7
7	может быть	17	7
8	как бы	6	7
9	что он	24	6
10	и его	3	6
11	у него	4	6
12	но в	6	6
13	все же	9	5
14	что это	6	5
15	так и	5	5
16	это не	2	5
17	не может	5	5
18	то же	10	5
19	как и	2	5
20	но и	14	4
21	то что	12	4
22	что в	12	4
23	все это	3	4
24	я не	2	4
25	прежде всего	5	4
26	в нем	7	4
27	так же	13	4
28	том что	7	4
29	но это	4	4
30	в этой	4	4
31	и что	6	4
32	в себе	4	4
33	еще не	9	4
34	об этом	11	4
35	уже в	2	3
36	один из	8	3
37	с ее	2	3
38	как в	5	3
39	все эти	4	3
40	тем самым	2	3
41	к нему	5	3
42	в основном	2	3
43	в его	6	3
44	при этом	4	3
45	как будто	3	3
46	мог бы	3	3
47	как это	3	3
48	перед нами	2	2
49	ребенка в	3	2
50	но они	4	2
51	что и	6	2
52	я буду	3	2
53	со мной	2	2
54	ее за	2	2
55	вопрос о	4	2
56	не просто	2	2
57	говорит что	3	2
58	к тому	5	2
59	о его	2	2
60	и здесь	9	2
61	ни в	2	2
62	он был	3	2
63	ребенка и	2	2
64	в том	6	2
65	но все	5	2
66	так что	6	2
67	не в	7	2
68	что этот	3	2
69	тут же	2	2
70	точно так	6	2
71	и то	2	2
72	в русском	2	2
73	одна из	2	2
74	потому что	9	2
75	с тем	9	2
76	тем что	4	2
77	в глаза	2	2
78	он и	3	2
79	и ее	2	2
80	о том	3	2
81	его в	10	2
82	что эти	4	2
83	и это	3	2
84	не мог	3	2
85	ничего не	7	2
86	он не	8	2
87	в одном	5	2
88	что она	5	2
89	никогда не	15	2
