N	2gram	Bakhtin_Pr_1	Istorich
1	и в	38	28
2	может быть	26	25
3	и т	14	25
4	не может	27	15
5	а не	5	15
6	никогда не	5	14
7	мы должны	2	13
8	мы имеем	2	13
9	что в	7	12
10	то же	5	12
11	не только	9	12
12	только в	13	11
13	что он	2	10
14	все же	6	10
15	мы увидим	3	10
16	прежде всего	13	10
17	но и	9	10
18	и что	2	10
19	в том	8	9
20	о том	4	9
21	то что	8	9
22	и не	42	9
23	не в	7	9
24	так и	5	9
25	что это	2	8
26	не всегда	6	8
27	если бы	3	8
28	таким образом	10	8
29	в этом	15	8
30	но в	4	8
31	в этих	2	7
32	это не	5	7
33	том что	3	7
34	здесь мы	2	7
35	еще не	7	7
36	было бы	8	7
37	в ней	4	7
38	и др	8	7
39	а в	6	7
40	и здесь	2	7
41	с другой	7	6
42	не менее	4	6
43	тем не	3	6
44	что и	2	6
45	его в	9	6
46	мы будем	3	5
47	должна быть	4	5
48	не знает	3	5
49	по существу	2	5
50	в дальнейшем	3	5
51	но не	12	5
52	например в	3	5
53	не будем	3	5
54	другой стороны	4	5
55	в своем	5	5
56	можно было	4	5
57	на основе	6	5
58	или в	2	5
59	сказать что	4	5
60	в его	43	5
61	к которому	4	5
62	все это	3	4
63	связи с	2	4
64	и другие	2	4
65	там где	6	4
66	в пределах	6	4
67	на то	2	4
68	но это	3	4
69	в большинстве	5	4
70	и пр	2	4
71	одной стороны	3	4
72	другими словами	2	4
73	на него	3	4
74	связь с	3	4
75	в связи	2	4
76	с одной	3	4
77	как и	7	4
78	того что	2	4
79	должны быть	4	4
80	и даже	3	4
81	хотя бы	4	4
82	и для	11	4
83	и с	17	4
84	и на	3	4
85	в основе	5	4
86	могут быть	5	4
87	они не	3	4
88	все эти	5	4
89	здесь не	4	4
90	большинстве случаев	5	4
91	не все	2	4
92	я не	2	3
93	в какой	2	3
94	не с	4	3
95	в начале	2	3
96	на этом	2	3
97	при этом	5	3
98	не можем	2	3
99	в котором	2	3
100	должен быть	2	3
101	отношению к	19	3
102	в современной	2	3
103	в форме	4	3
104	в их	10	3
105	и его	16	3
106	как мы	7	3
107	мы здесь	4	3
108	из которых	2	3
109	к чему	2	3
110	и он	2	3
111	есть только	2	3
112	же самое	2	3
113	как это	2	3
114	которые могут	2	3
115	по отношению	21	3
116	также и	3	3
117	тем что	2	3
118	в другом	2	3
119	во всем	2	3
120	в то	4	3
121	дело в	2	3
122	раз и	2	3
123	и должно	3	3
124	дело с	6	2
125	но они	4	2
126	не могут	2	2
127	отличие от	5	2
128	в частности	2	2
129	к этому	2	2
130	материала и	2	2
131	поэтому в	2	2
132	столь же	2	2
133	он должен	2	2
134	и от	3	2
135	и потому	4	2
136	между ними	4	2
137	была бы	2	2
138	вовсе не	2	2
139	вследствие этого	3	2
140	ясно что	3	2
141	здесь в	2	2
142	в тех	3	2
143	к своему	2	2
144	ни было	3	2
145	его как	3	2
146	в ее	4	2
147	то ни	3	2
148	и как	8	2
149	этот момент	2	2
150	одна из	2	2
151	здесь же	2	2
152	не более	2	2
153	не дает	2	2
154	что не	4	2
155	одной из	3	2
156	мы в	3	2
157	на первый	2	2
158	с ним	5	2
159	как бы	22	2
160	относится к	4	2
161	не вполне	2	2
162	в таких	2	2
163	связи и	3	2
164	точка зрения	3	2
165	и тем	3	2
166	в нем	15	2
167	не есть	6	2
168	себя в	2	2
169	бы то	3	2
170	в целом	3	2
171	на материал	2	2
172	во всех	11	2
173	в некоторых	2	2
174	конечно не	5	2
175	как в	4	2
176	не на	5	2
177	в отличие	5	2
178	и только	4	2
179	в особенности	2	2
180	отношения к	6	2
181	он не	3	2
182	в виде	2	2
183	на них	3	2
184	приводит к	3	2
185	будем называть	2	2
186	а только	2	2
187	должно быть	5	2
188	и конец	2	2
189	материала мы	2	2
190	ничего не	6	2
191	ни к	2	2
192	а иногда	2	2
193	между тем	7	2
194	в себе	4	2
195	в конечном	4	2
196	и этим	6	2
197	в области	11	2
198	оно может	2	2
199	том как	2	2
