N	2gram	Tiupa_Disk_2	Analitik
1	в тексте	3	24
2	тогда как	11	19
3	в этом	16	18
4	в частности	12	16
5	и в	16	16
6	не только	10	16
7	так и	9	15
8	как и	16	14
9	в том	8	12
10	своего рода	10	12
11	но и	11	12
12	и не	15	12
13	том что	10	12
14	в качестве	16	11
15	иначе говоря	3	11
16	могут быть	3	10
17	как бы	4	10
18	при этом	17	10
19	а не	14	10
20	в пределах	4	9
21	в этой	4	9
22	то есть	12	9
23	в данном	7	8
24	отнюдь не	6	8
25	состоит в	16	8
26	в целом	2	8
27	и т.п	12	8
28	представляет собой	11	8
29	в сочетании	2	7
30	в себе	19	7
31	художественного целого	4	7
32	сочетании с	2	7
33	то что	5	7
34	о том	4	7
35	а также	8	7
36	с другой	5	6
37	в мире	11	6
38	и на	5	6
39	говорить о	2	6
40	может быть	16	6
41	но в	11	6
42	в контексте	3	5
43	данном случае	6	5
44	с одной	4	5
45	лирического героя	5	5
46	не менее	7	4
47	в своем	5	4
48	столь же	3	4
49	можно сказать	3	4
50	в ходе	2	4
51	этом случае	2	4
52	уже не	3	4
53	не в	3	4
54	но не	7	4
55	того же	2	4
56	тем самым	6	4
57	для него	5	4
58	одной стороны	4	4
59	по преимуществу	2	4
60	совпадает с	2	4
61	внутренней речи	3	4
62	времени в	4	4
63	не с	2	4
64	отношению к	4	4
65	как в	8	4
66	все это	2	4
67	по отношению	4	4
68	не может	9	4
69	и его	3	4
70	то же	6	4
71	коммуникативного события	5	4
72	точки зрения	4	4
73	только в	3	4
74	в себя	2	4
75	содержит в	2	3
76	в рамках	7	3
77	однако при	3	3
78	место в	2	3
79	никогда не	2	3
80	не столько	3	3
81	одного из	4	3
82	прежде всего	7	3
83	как уже	2	3
84	или иного	2	3
85	или иной	3	3
86	при всей	7	3
87	что на	2	3
88	жизненной позиции	3	3
89	есть в	2	3
90	со своим	2	3
91	мы имеем	2	3
92	той или	3	3
93	что и	2	3
94	проявляется в	3	3
95	из них	3	3
96	со стороны	10	3
97	приводит к	3	3
98	и одновременно	2	3
99	этом отношении	4	3
100	не знает	3	3
101	именно в	2	3
102	жанровой стратегии	3	3
103	а в	2	3
104	тому как	2	3
105	являет собой	2	3
106	и то	4	3
107	в результате	2	3
108	подобно тому	2	3
109	я в	5	3
110	как будто	3	3
111	сводится к	2	3
112	я и	4	3
113	и все	3	3
114	в противоположность	5	2
115	перед лицом	2	2
116	очевидным образом	3	2
117	обоих случаях	2	2
118	художественного времени	2	2
119	в одном	4	2
120	к этому	4	2
121	вследствие этого	2	2
122	с фигурой	2	2
123	к своему	2	2
124	текста а	3	2
125	или напротив	2	2
126	отличие от	12	2
127	в соответствии	2	2
128	соответствии с	3	2
129	присутствия в	3	2
130	же время	5	2
131	что в	5	2
132	с их	2	2
133	еще не	6	2
134	о чем	2	2
135	такого рода	9	2
136	в своей	6	2
137	в обоих	2	2
138	некоторого рода	2	2
139	не о	2	2
140	еще в	3	2
141	в котором	3	2
142	природе своей	2	2
143	с ее	2	2
144	с той	2	2
145	себя в	6	2
146	картины мира	7	2
147	в отличие	12	2
148	вместе с	2	2
149	жизнью и	2	2
150	другой стороны	2	2
151	лирического дискурса	14	2
152	эстетическая модальность	2	2
153	своего другого	2	2
154	здесь в	3	2
155	той же	2	2
156	я как	2	2
157	того и	2	2
158	по природе	2	2
159	объекта и	2	2
160	речи в	2	2
161	и для	2	2
162	с точки	2	2
163	роль в	4	2
164	не следует	3	2
165	и адресата	2	2
166	оказывается не	2	2
167	между тем	2	2
168	одно из	4	2
169	он не	3	2
170	с позиции	4	2
171	к его	4	2
172	в то	5	2
173	в его	3	2
174	жизни но	3	2
175	его в	3	2
176	в этих	3	2
177	в лирическом	2	2
178	произведения как	2	2
