N	2gram	Propp_Isto_7	Vvedenie
1	и т	17	42
2	т д	16	36
3	т е	16	35
4	и в	24	32
5	в том	7	31
6	в этом	12	30
7	может быть	14	26
8	том что	10	26
9	не только	21	22
10	таким образом	7	19
11	то что	7	16
12	потому что	9	15
13	так как	8	15
14	не может	14	14
15	в самом	2	13
16	в нем	6	13
17	о том	9	13
18	со стороны	2	13
19	того что	6	12
20	в их	4	12
21	и не	4	12
22	представляет собой	4	12
23	только в	6	12
24	как мы	3	11
25	что такое	2	11
26	в ее	2	11
27	в данном	4	11
28	что в	13	10
29	но в	5	9
30	то же	8	9
31	не менее	5	8
32	с другой	9	8
33	это не	10	8
34	тем не	4	8
35	не в	9	8
36	прежде всего	2	7
37	вопрос о	3	7
38	точки зрения	4	7
39	но не	6	7
40	было бы	2	7
41	все же	9	7
42	не могут	2	6
43	из этих	3	6
44	до сих	2	6
45	том чтобы	3	6
46	один из	7	6
47	но и	11	6
48	все это	8	6
49	и даже	3	6
50	в то	2	6
51	его в	3	6
52	как он	6	6
53	вовсе не	4	6
54	как и	6	6
55	в качестве	3	6
56	сих пор	3	6
57	а именно	6	6
58	и его	3	6
59	этот вопрос	2	6
60	тем что	6	6
61	и это	2	6
62	уже в	3	5
63	так что	3	5
64	так например	2	5
65	на этот	2	5
66	как бы	4	5
67	и тем	2	5
68	данном случае	3	5
69	другой стороны	8	5
70	сказать что	2	5
71	в них	3	5
72	об этом	6	5
73	есть и	4	5
74	вместе с	7	5
75	а не	8	5
76	что не	2	5
77	представляют собой	5	5
78	на вопрос	4	4
79	с этой	6	4
80	одной стороны	5	4
81	в котором	2	4
82	здесь нет	3	4
83	в особенности	2	4
84	с одной	5	4
85	не просто	2	4
86	и что	10	4
87	не имеет	4	4
88	а в	10	4
89	как это	2	4
90	мы имеем	12	4
91	видит в	2	4
92	е в	2	4
93	должен был	2	4
94	что он	21	4
95	еще не	8	4
96	уже не	2	4
97	и ее	2	4
98	что это	6	3
99	в этих	13	3
100	вообще не	2	3
101	в конце	3	3
102	раньше чем	3	3
103	но все	4	3
104	при этом	4	3
105	хотя и	3	3
106	не вполне	3	3
107	то это	5	3
108	к нему	7	3
109	мы видели	7	3
110	отношение к	5	3
111	из них	2	3
112	на том	2	3
113	дело не	5	3
114	что она	5	3
115	все эти	2	3
116	так же	6	3
117	и на	2	3
118	при помощи	3	3
119	это искусство	2	3
120	тогда когда	3	3
121	есть еще	2	3
122	к этому	2	3
123	стороны и	2	3
124	в различных	3	3
125	говорит о	2	3
126	связи с	3	3
127	в чем	5	3
128	одной из	4	3
129	что и	8	3
130	своего рода	4	3
131	ответ на	6	3
132	как только	2	2
133	же как	4	2
134	и другие	9	2
135	никогда не	4	2
136	тому что	2	2
137	точно так	2	2
138	в дальнейшем	3	2
139	но это	3	2
140	и др	2	2
141	после этого	3	2
142	в форме	2	2
143	в связи	2	2
144	стоит в	2	2
145	этой стороны	3	2
146	этих случаях	16	2
147	по его	2	2
148	не столько	3	2
149	и так	2	2
150	с этим	2	2
151	и здесь	12	2
152	так и	5	2
153	этого не	2	2
154	по этому	2	2
155	уже знаем	3	2
156	что собственно	2	2
157	лежит в	2	2
158	по существу	4	2
159	тем более	2	2
160	того же	2	2
161	во всех	7	2
162	что мы	3	2
163	мы должны	4	2
164	для объяснения	3	2
165	мы уже	4	2
166	себе и	3	2
167	ни с	2	2
168	для нее	2	2
169	был в	2	2
170	с ней	3	2
171	д в	2	2
172	только на	2	2
173	тогда как	3	2
174	того как	3	2
175	мы не	4	2
176	в силу	2	2
177	мы можем	4	2
178	здесь не	2	2
179	одна из	7	2
180	а если	2	2
181	ничего не	5	2
182	если это	2	2
