N	2gram	Vinokur_Vv_1	Hudozhes
1	том что	26	16
2	и в	27	14
3	а не	3	12
4	в том	31	12
5	не только	21	12
6	при этом	3	12
7	о том	15	12
8	прежде всего	8	11
9	и т	43	11
10	в этом	34	11
11	в себе	4	11
12	в своей	4	10
13	что он	4	9
14	как и	5	9
15	в качестве	7	9
16	то же	8	9
17	то что	17	8
18	же время	5	8
19	отношению к	4	8
20	по отношению	4	8
21	т п	5	8
22	между тем	8	8
23	в этой	3	8
24	в то	5	8
25	в его	10	8
26	ничего не	2	8
27	казалось бы	2	7
28	это не	8	7
29	к тому	4	7
30	уже не	5	7
31	не в	8	7
32	еще не	4	7
33	своего рода	3	7
34	как бы	5	7
35	не может	13	7
36	именно в	8	7
37	а в	5	7
38	тогда как	2	7
39	никогда не	3	6
40	что в	11	6
41	было бы	5	6
42	не менее	8	5
43	в частности	3	5
44	в этих	3	5
45	об этом	5	5
46	может быть	24	5
47	только в	13	5
48	но и	5	5
49	во второй	3	5
50	жизни и	2	5
51	самом деле	6	5
52	и его	5	5
53	можно было	7	5
54	потому что	14	5
55	точки зрения	7	5
56	но в	10	5
57	связи с	3	4
58	тому что	2	4
59	в своем	3	4
60	т е	38	4
61	можно сказать	3	4
62	а только	8	4
63	тем не	8	4
64	несмотря на	2	4
65	в самом	12	4
66	в ней	3	4
67	один из	6	4
68	что она	3	4
69	себя в	2	4
70	из них	3	4
71	xix в	12	4
72	как раз	4	4
73	в центре	4	4
74	того что	12	4
75	только что	4	4
76	как будто	3	4
77	в конце	3	4
78	и это	6	4
79	и с	2	4
80	но не	7	3
81	если бы	2	3
82	с этим	2	3
83	это в	2	3
84	как мы	9	3
85	в ее	11	3
86	говорить о	3	3
87	на этом	3	3
88	по своему	5	3
89	такого рода	2	3
90	речь идет	2	3
91	в нем	13	3
92	все же	8	3
93	со стороны	12	3
94	в тексте	4	3
95	в связи	2	3
96	т д	37	3
97	и для	4	3
98	этом отношении	3	3
99	о природе	7	3
100	все эти	3	3
101	того чтобы	21	3
102	и даже	5	3
103	с точки	2	3
104	в своих	2	3
105	тем что	6	3
106	и на	3	3
107	будто бы	2	3
108	его в	6	3
109	а также	3	3
110	видит в	4	3
111	ни к	2	2
112	так или	4	2
113	однако в	3	2
114	на вопрос	6	2
115	не столько	2	2
116	ясно что	9	2
117	вопрос о	8	2
118	то о	2	2
119	по себе	9	2
120	не нужно	2	2
121	состоит в	2	2
122	да и	4	2
123	от другой	3	2
124	так что	5	2
125	в другом	3	2
126	же как	3	2
127	одна из	2	2
128	и что	4	2
129	в целом	5	2
130	до конца	3	2
131	ближе к	2	2
132	одной из	3	2
133	себе и	2	2
134	например в	2	2
135	не бывает	2	2
136	только на	3	2
137	в начале	3	2
138	хотя и	3	2
139	слова как	2	2
140	своей природе	3	2
141	этой книги	2	2
142	как он	6	2
143	на том	3	2
144	сих пор	5	2
145	xviii в	6	2
146	в форме	2	2
147	что же	3	2
148	в их	11	2
149	все это	6	2
150	внимание на	4	2
151	второй половине	2	2
152	и не	13	2
153	но с	4	2
154	же касается	2	2
155	от себя	3	2
156	в значительной	2	2
157	что не	5	2
158	не имеет	4	2
159	жизни как	2	2
160	должно быть	2	2
161	речь в	4	2
162	той же	4	2
163	или иначе	4	2
164	с этой	4	2
165	в результате	3	2
166	о котором	8	2
167	отсюда и	2	2
168	не следует	2	2
169	представляют собой	6	2
170	но как	2	2
171	здесь не	2	2
172	как она	4	2
173	мы не	2	2
174	до сих	5	2
