N	2gram	Vinokur_Ku_2	Marksizm
1	может быть	15	28
2	и пр	8	25
3	и в	23	19
4	как бы	4	19
5	и не	16	19
6	не может	9	18
7	в процессе	3	18
8	точки зрения	14	17
9	то же	6	16
10	и его	3	16
11	языка и	8	15
12	как мы	3	15
13	в этом	18	15
14	таким образом	5	14
15	лишь в	5	14
16	в сущности	9	14
17	не только	20	13
18	с точки	8	13
19	речи и	5	13
20	связи с	3	13
21	в нем	4	11
22	если бы	12	11
23	вовсе не	9	11
24	не в	8	10
25	в пределах	4	10
26	но и	7	10
27	том что	11	10
28	так и	4	10
29	речи в	6	10
30	при этом	2	9
31	языка как	2	9
32	как и	2	9
33	самом деле	9	9
34	а не	10	9
35	слова в	6	8
36	отнюдь не	4	8
37	же время	3	8
38	в то	4	8
39	только в	5	8
40	никогда не	2	7
41	в связи	4	7
42	в том	19	7
43	но в	11	7
44	и более	2	7
45	прежде всего	8	7
46	в языке	10	7
47	на самом	2	7
48	и для	2	7
49	к тому	4	6
50	ни в	4	6
51	в свою	2	6
52	того чтобы	11	6
53	в самом	12	6
54	и следовательно	2	6
55	с помощью	7	6
56	и все	2	6
57	речи мы	2	6
58	между тем	6	6
59	слова и	5	6
60	если мы	4	6
61	для того	9	6
62	хотя бы	9	6
63	свою очередь	2	5
64	смысле слова	2	5
65	к нему	2	5
66	на этой	4	5
67	в форме	3	5
68	в их	2	5
69	так же	4	5
70	этой почве	3	5
71	и на	6	5
72	и здесь	5	5
73	большинстве случаев	2	5
74	к этому	4	5
75	того же	3	5
76	совершенно не	3	5
77	в его	5	5
78	этого слова	5	5
79	все же	7	5
80	в той	2	5
81	в данном	4	5
82	выражение в	3	5
83	должна быть	5	4
84	в отношении	2	4
85	это не	6	4
86	на то	4	4
87	то что	9	4
88	и тем	5	4
89	мы видели	2	4
90	того что	3	4
91	с ними	2	4
92	сказать что	4	4
93	в русском	10	4
94	как раз	3	4
95	смысле этого	2	4
96	следует что	3	4
97	что он	5	4
98	было бы	15	4
99	конечно не	2	4
100	русском языке	10	4
101	тем же	2	4
102	речь в	5	4
103	ничего не	4	4
104	перед нами	4	3
105	язык не	2	3
106	с другой	8	3
107	и от	2	3
108	да и	6	3
109	здесь мы	2	3
110	в этой	6	3
111	в ней	3	3
112	в каком	4	3
113	а в	3	3
114	с этим	3	3
115	с одной	2	3
116	что оно	3	3
117	все эти	12	3
118	в другом	2	3
119	не имеет	4	3
120	должно быть	4	3
121	в живом	2	3
122	языка в	3	3
123	не было	4	3
124	так как	15	3
125	в устах	2	3
126	сознания и	2	3
127	не как	2	3
128	по себе	10	3
129	у нас	12	3
130	в качестве	8	3
131	слов и	2	3
132	еще не	5	3
133	в корне	2	3
134	он не	3	3
135	и до	2	3
136	и выражения	2	3
137	что и	3	3
138	в своей	2	3
139	в отличие	2	3
140	той же	2	3
141	и то	5	3
142	языка не	2	3
143	во всяком	5	3
144	могут быть	4	3
145	и это	3	3
146	речи а	3	3
147	отличие от	2	3
148	для данной	2	3
149	уже в	3	2
150	для лингвиста	2	2
151	темы и	2	2
152	что в	10	2
153	что это	7	2
154	в нашем	7	2
155	и речь	2	2
156	на все	2	2
157	не знает	3	2
158	вопрос о	9	2
159	его к	2	2
160	лишь с	2	2
161	мы знаем	4	2
162	узком смысле	2	2
163	следовательно и	2	2
164	что они	2	2
165	в узком	4	2
166	но что	2	2
167	во французском	2	2
168	до конца	3	2
169	и у	2	2
170	всяком случае	5	2
171	в зависимости	4	2
172	в своем	2	2
173	в особенности	4	2
174	языке как	3	2
175	отношения к	2	2
176	именно в	3	2
177	и даже	2	2
178	рядом с	2	2
179	конечно и	2	2
180	не следует	5	2
181	но для	3	2
182	и с	7	2
183	по крайней	6	2
184	даже и	2	2
185	он и	2	2
186	того или	2	2
187	установка на	2	2
188	от этого	2	2
189	однако и	2	2
190	у него	3	2
191	пр но	2	2
192	или иного	2	2
193	различие между	3	2
194	зависимости от	5	2
195	но не	6	2
196	речи на	2	2
197	ли это	2	2
198	и о	4	2
199	и потому	2	2
200	самого языка	2	2
201	должен быть	5	2
202	крайней мере	6	2
203	говорящего коллектива	3	2
204	приводит к	5	2
205	не на	2	2
206	или же	2	2
207	в атмосфере	2	2
208	сводится к	3	2
209	что не	6	2
210	должны быть	2	2
211	в речи	6	2
212	чтобы понять	2	2
213	или в	4	2
214	слова как	3	2
215	тем что	3	2
216	ответ на	2	2
217	там где	5	2
218	вместе с	5	2
